Draw,Date,Pick3,Pick4,Date_Delta
0,2013-03-10,818,3865,1164.0
1,2013-03-10,344,1897,1164.0
1,2013-03-11,736,1282,1165.0
0,2013-03-11,902,8392,1165.0
1,2013-03-12,135,1949,1166.0
0,2013-03-12,421,4348,1166.0
0,2013-03-13,79,4886,1167.0
1,2013-03-13,286,314,1167.0
0,2013-03-14,289,5615,1168.0
1,2013-03-14,919,7539,1168.0
0,2013-03-15,621,7950,1169.0
1,2013-03-15,30,5806,1169.0
0,2013-03-16,402,1453,1170.0
1,2013-03-16,922,8106,1170.0
0,2013-03-17,64,8344,1171.0
1,2013-03-17,618,425,1171.0
1,2013-03-18,722,6596,1172.0
0,2013-03-18,541,3831,1172.0
0,2013-03-19,166,3793,1173.0
1,2013-03-19,656,1466,1173.0
0,2013-03-20,711,3742,1174.0
1,2013-03-20,228,3764,1174.0
0,2013-03-21,388,2194,1175.0
1,2013-03-21,127,7747,1175.0
0,2013-03-22,20,3733,1176.0
1,2013-03-22,659,167,1176.0
0,2013-03-23,221,765,1177.0
1,2013-03-23,905,6049,1177.0
1,2013-03-24,815,3612,1178.0
0,2013-03-24,740,5709,1178.0
0,2013-03-25,271,7504,1179.0
1,2013-03-25,524,5732,1179.0
0,2013-03-26,247,887,1180.0
1,2013-03-26,900,3832,1180.0
0,2013-03-27,300,2532,1181.0
1,2013-03-27,562,5966,1181.0
0,2013-03-28,33,9321,1182.0
1,2013-03-28,682,9580,1182.0
0,2013-03-29,919,3673,1183.0
1,2013-03-29,557,9402,1183.0
1,2013-03-30,594,2919,1184.0
0,2013-03-30,735,1149,1184.0
0,2013-03-31,309,1392,1185.0
1,2013-03-31,756,4021,1185.0
0,2013-04-01,506,8488,1186.0
1,2013-04-01,897,4230,1186.0
0,2013-04-02,775,830,1187.0
1,2013-04-02,917,8588,1187.0
0,2013-04-03,312,9675,1188.0
1,2013-04-03,312,9141,1188.0
0,2013-04-04,972,2944,1189.0
1,2013-04-04,372,1998,1189.0
1,2013-04-05,405,1226,1190.0
0,2013-04-05,224,7042,1190.0
0,2013-04-06,285,7929,1191.0
1,2013-04-06,114,7885,1191.0
0,2013-04-07,223,6425,1192.0
1,2013-04-07,963,7848,1192.0
0,2013-04-08,253,6198,1193.0
1,2013-04-08,311,9096,1193.0
0,2013-04-09,132,7570,1194.0
1,2013-04-09,484,5395,1194.0
0,2013-04-10,782,8723,1195.0
1,2013-04-10,855,2602,1195.0
0,2013-04-11,450,7110,1196.0
1,2013-04-11,831,4729,1196.0
1,2013-04-12,620,3246,1197.0
0,2013-04-12,789,8610,1197.0
0,2013-04-13,479,1788,1198.0
1,2013-04-13,453,2454,1198.0
0,2013-04-14,289,8003,1199.0
1,2013-04-14,87,2426,1199.0
0,2013-04-15,219,7719,1200.0
1,2013-04-15,863,462,1200.0
0,2013-04-16,533,5105,1201.0
1,2013-04-16,928,4465,1201.0
0,2013-04-17,124,7475,1202.0
1,2013-04-17,573,6188,1202.0
1,2013-04-18,599,1347,1203.0
0,2013-04-18,733,986,1203.0
0,2013-04-19,224,9222,1204.0
1,2013-04-19,147,2266,1204.0
0,2013-04-20,513,3982,1205.0
1,2013-04-20,274,5581,1205.0
0,2013-04-21,374,8283,1206.0
1,2013-04-21,926,6725,1206.0
0,2013-04-22,895,441,1207.0
1,2013-04-22,24,7583,1207.0
0,2013-04-23,716,5178,1208.0
1,2013-04-23,349,9656,1208.0
0,2013-04-24,415,4856,1209.0
1,2013-04-24,737,9642,1209.0
1,2013-04-25,326,157,1210.0
0,2013-04-25,561,2472,1210.0
0,2013-04-26,258,850,1211.0
1,2013-04-26,18,6022,1211.0
0,2013-04-27,339,6202,1212.0
1,2013-04-27,391,117,1212.0
0,2013-04-28,814,2467,1213.0
1,2013-04-28,686,1501,1213.0
0,2013-04-29,968,4542,1214.0
1,2013-04-29,167,1096,1214.0
0,2013-04-30,52,7494,1215.0
1,2013-04-30,788,325,1215.0
1,2013-05-01,389,3646,1216.0
0,2013-05-01,981,8027,1216.0
0,2013-05-02,218,3484,1217.0
1,2013-05-02,171,2910,1217.0
0,2013-05-03,347,9579,1218.0
1,2013-05-03,208,6560,1218.0
0,2013-05-04,74,3257,1219.0
1,2013-05-04,858,711,1219.0
0,2013-05-05,416,1302,1220.0
1,2013-05-05,513,8746,1220.0
0,2013-05-06,535,2463,1221.0
1,2013-05-06,41,4632,1221.0
0,2013-05-07,615,8304,1222.0
1,2013-05-07,508,470,1222.0
1,2013-05-08,121,9756,1223.0
0,2013-05-08,979,9991,1223.0
0,2013-05-09,190,1612,1224.0
1,2013-05-09,261,3045,1224.0
0,2013-05-10,466,6291,1225.0
1,2013-05-10,81,8405,1225.0
0,2013-05-11,759,6180,1226.0
1,2013-05-11,381,4902,1226.0
0,2013-05-12,790,8719,1227.0
1,2013-05-12,535,744,1227.0
0,2013-05-13,757,3838,1228.0
1,2013-05-13,566,1449,1228.0
1,2013-05-14,343,1576,1229.0
0,2013-05-14,439,1484,1229.0
0,2013-05-15,252,2852,1230.0
1,2013-05-15,527,5028,1230.0
0,2013-05-16,274,7138,1231.0
1,2013-05-16,500,7831,1231.0
0,2013-05-17,952,4253,1232.0
1,2013-05-17,298,4047,1232.0
0,2013-05-18,949,4877,1233.0
1,2013-05-18,134,6231,1233.0
0,2013-05-19,482,2567,1234.0
1,2013-05-19,860,925,1234.0
1,2013-05-20,562,4746,1235.0
0,2013-05-20,395,2575,1235.0
1,2013-05-21,738,2699,1236.0
0,2013-05-21,465,494,1236.0
0,2013-05-22,106,1128,1237.0
1,2013-05-22,426,2197,1237.0
0,2013-05-23,921,5396,1238.0
1,2013-05-23,217,1654,1238.0
0,2013-05-24,902,784,1239.0
1,2013-05-24,708,9523,1239.0
0,2013-05-25,435,7592,1240.0
1,2013-05-25,61,2581,1240.0
0,2013-05-26,781,5169,1241.0
1,2013-05-26,492,849,1241.0
0,2013-05-27,601,7123,1242.0
1,2013-05-27,22,9117,1242.0
1,2013-05-28,931,2564,1243.0
0,2013-05-28,568,5799,1243.0
0,2013-05-29,768,763,1244.0
1,2013-05-29,416,3801,1244.0
0,2013-05-30,676,2346,1245.0
1,2013-05-30,52,4043,1245.0
0,2013-05-31,982,3891,1246.0
1,2013-05-31,513,3332,1246.0
0,2013-06-01,372,2238,1247.0
1,2013-06-01,600,5472,1247.0
0,2013-06-02,702,4152,1248.0
1,2013-06-02,661,4957,1248.0
1,2013-06-03,430,2523,1249.0
0,2013-06-03,676,7440,1249.0
0,2013-06-04,383,4679,1250.0
1,2013-06-04,557,4119,1250.0
0,2013-06-05,975,4236,1251.0
1,2013-06-05,920,2353,1251.0
0,2013-06-06,819,6134,1252.0
1,2013-06-06,570,7815,1252.0
0,2013-06-07,738,7151,1253.0
1,2013-06-07,968,6249,1253.0
0,2013-06-08,726,6259,1254.0
1,2013-06-08,3,3194,1254.0
1,2013-06-09,444,5349,1255.0
0,2013-06-09,814,5570,1255.0
0,2013-06-10,190,8451,1256.0
1,2013-06-10,285,6671,1256.0
0,2013-06-11,46,8390,1257.0
1,2013-06-11,244,9873,1257.0
0,2013-06-12,405,6540,1258.0
1,2013-06-12,883,5162,1258.0
0,2013-06-13,738,2490,1259.0
1,2013-06-13,547,9361,1259.0
0,2013-06-14,795,8605,1260.0
1,2013-06-14,264,2735,1260.0
1,2013-06-15,535,426,1261.0
0,2013-06-15,99,5462,1261.0
0,2013-06-16,288,2522,1262.0
1,2013-06-16,2,3526,1262.0
0,2013-06-17,206,986,1263.0
1,2013-06-17,127,1509,1263.0
0,2013-06-18,420,538,1264.0
1,2013-06-18,58,1330,1264.0
0,2013-06-19,771,2884,1265.0
1,2013-06-19,412,4670,1265.0
0,2013-06-20,691,5294,1266.0
1,2013-06-20,249,6692,1266.0
1,2013-06-21,880,4634,1267.0
0,2013-06-21,122,6912,1267.0
0,2013-06-22,748,661,1268.0
1,2013-06-22,876,8683,1268.0
0,2013-06-23,906,7791,1269.0
1,2013-06-23,494,7970,1269.0
0,2013-06-24,621,2619,1270.0
1,2013-06-24,383,4351,1270.0
0,2013-06-25,785,4053,1271.0
1,2013-06-25,624,8887,1271.0
0,2013-06-26,647,3196,1272.0
1,2013-06-26,897,3120,1272.0
0,2013-06-27,117,1469,1273.0
1,2013-06-27,559,9292,1273.0
0,2013-06-28,367,328,1274.0
1,2013-06-28,599,1785,1274.0
1,2013-06-29,223,1801,1275.0
0,2013-06-29,678,6467,1275.0
0,2013-06-30,517,681,1276.0
1,2013-06-30,103,6706,1276.0
0,2013-07-01,330,6189,1277.0
1,2013-07-01,612,3300,1277.0
0,2013-07-02,630,2114,1278.0
1,2013-07-02,572,8313,1278.0
0,2013-07-03,654,3333,1279.0
1,2013-07-03,998,9599,1279.0
0,2013-07-04,342,4436,1280.0
1,2013-07-04,312,7911,1280.0
1,2013-07-05,75,1310,1281.0
0,2013-07-05,273,3689,1281.0
0,2013-07-06,17,5601,1282.0
1,2013-07-06,202,515,1282.0
0,2013-07-07,261,6652,1283.0
1,2013-07-07,267,7527,1283.0
0,2013-07-08,382,8807,1284.0
1,2013-07-08,700,6442,1284.0
0,2013-07-09,430,767,1285.0
1,2013-07-09,688,9797,1285.0
0,2013-07-10,850,3493,1286.0
1,2013-07-10,728,5356,1286.0
1,2013-07-11,418,435,1287.0
0,2013-07-11,439,8895,1287.0
1,2013-07-12,852,4622,1288.0
0,2013-07-12,994,2051,1288.0
0,2013-07-13,120,401,1289.0
1,2013-07-13,862,3953,1289.0
0,2013-07-14,845,4279,1290.0
1,2013-07-14,283,8234,1290.0
0,2013-07-15,665,7628,1291.0
1,2013-07-15,477,6946,1291.0
0,2013-07-16,87,701,1292.0
1,2013-07-16,363,1841,1292.0
0,2013-07-17,672,3616,1293.0
1,2013-07-17,397,1634,1293.0
0,2013-07-18,89,7435,1294.0
1,2013-07-18,627,4972,1294.0
1,2013-07-19,460,7330,1295.0
0,2013-07-19,483,8304,1295.0
0,2013-07-20,661,7898,1296.0
1,2013-07-20,747,9372,1296.0
0,2013-07-21,828,2100,1297.0
1,2013-07-21,587,2129,1297.0
0,2013-07-22,282,275,1298.0
1,2013-07-22,57,602,1298.0
0,2013-07-23,460,9454,1299.0
1,2013-07-23,69,3265,1299.0
0,2013-07-24,818,8726,1300.0
1,2013-07-24,746,8722,1300.0
1,2013-07-25,349,4858,1301.0
0,2013-07-25,324,785,1301.0
0,2013-07-26,453,1936,1302.0
1,2013-07-26,527,1364,1302.0
0,2013-07-27,126,808,1303.0
1,2013-07-27,197,2643,1303.0
0,2013-07-28,106,8282,1304.0
1,2013-07-28,618,5638,1304.0
0,2013-07-29,350,1256,1305.0
1,2013-07-29,926,6869,1305.0
0,2013-07-30,58,8397,1306.0
1,2013-07-30,305,1703,1306.0
1,2013-07-31,268,3985,1307.0
0,2013-07-31,835,6445,1307.0
0,2013-08-01,1,7276,1308.0
1,2013-08-01,504,3526,1308.0
0,2013-08-02,219,8266,1309.0
1,2013-08-02,868,9774,1309.0
0,2013-08-03,928,1258,1310.0
1,2013-08-03,636,7690,1310.0
0,2013-08-04,331,6309,1311.0
1,2013-08-04,726,5948,1311.0
0,2013-08-05,505,9632,1312.0
1,2013-08-05,29,2641,1312.0
0,2013-08-06,396,5858,1313.0
1,2013-08-06,632,6295,1313.0
1,2013-08-07,738,4815,1314.0
0,2013-08-07,534,8534,1314.0
0,2013-08-08,571,9867,1315.0
1,2013-08-08,727,249,1315.0
0,2013-08-09,530,1880,1316.0
1,2013-08-09,852,1697,1316.0
0,2013-08-10,556,2490,1317.0
1,2013-08-10,114,7738,1317.0
0,2013-08-11,609,1622,1318.0
1,2013-08-11,835,839,1318.0
0,2013-08-12,32,1582,1319.0
1,2013-08-12,23,1354,1319.0
1,2013-08-13,988,5076,1320.0
0,2013-08-13,570,9813,1320.0
0,2013-08-14,10,6507,1321.0
1,2013-08-14,59,6710,1321.0
0,2013-08-15,26,915,1322.0
1,2013-08-15,942,7996,1322.0
0,2013-08-16,476,2723,1323.0
1,2013-08-16,406,5037,1323.0
0,2013-08-17,673,6738,1324.0
1,2013-08-17,460,5348,1324.0
0,2013-08-18,860,576,1325.0
1,2013-08-18,987,4470,1325.0
1,2013-08-19,561,2512,1326.0
0,2013-08-19,10,4359,1326.0
1,2013-08-20,975,4571,1327.0
0,2013-08-20,820,6489,1327.0
0,2013-08-21,552,3259,1328.0
1,2013-08-21,175,300,1328.0
0,2013-08-22,244,9425,1329.0
1,2013-08-22,124,1862,1329.0
0,2013-08-23,825,6879,1330.0
1,2013-08-23,404,9267,1330.0
0,2013-08-24,180,6870,1331.0
1,2013-08-24,887,7868,1331.0
0,2013-08-25,472,2650,1332.0
1,2013-08-25,440,3023,1332.0
1,2013-08-26,129,5040,1333.0
0,2013-08-26,62,934,1333.0
0,2013-08-27,406,6333,1334.0
1,2013-08-27,657,658,1334.0
0,2013-08-28,604,7913,1335.0
1,2013-08-28,390,4137,1335.0
0,2013-08-29,585,4268,1336.0
1,2013-08-29,589,7292,1336.0
0,2013-08-30,516,1673,1337.0
1,2013-08-30,703,4406,1337.0
0,2013-08-31,514,1711,1338.0
1,2013-08-31,928,4745,1338.0
1,2013-09-01,423,9663,1339.0
0,2013-09-01,653,1335,1339.0
0,2013-09-02,669,9202,1340.0
1,2013-09-02,374,6442,1340.0
0,2013-09-03,833,3486,1341.0
1,2013-09-03,95,2136,1341.0
0,2013-09-04,469,3663,1342.0
1,2013-09-04,129,4599,1342.0
0,2013-09-05,749,8947,1343.0
1,2013-09-05,954,5395,1343.0
0,2013-09-06,616,4098,1344.0
1,2013-09-06,659,1351,1344.0
1,2013-09-07,327,8738,1345.0
0,2013-09-07,753,1127,1345.0
0,2013-09-08,736,2820,1346.0
1,2013-09-08,922,7352,1346.0
0,2013-09-09,646,5787,1347.0
1,2013-09-09,753,7946,1347.0
0,2013-09-10,728,5481,1348.0
1,2013-09-10,528,7617,1348.0
0,2013-09-11,679,7746,1349.0
1,2013-09-11,203,6421,1349.0
0,2013-09-12,106,6905,1350.0
1,2013-09-12,498,7764,1350.0
0,2013-09-13,660,7358,1351.0
1,2013-09-13,769,9932,1351.0
1,2013-09-14,726,1001,1352.0
0,2013-09-14,718,9891,1352.0
0,2013-09-15,658,5553,1353.0
1,2013-09-15,783,2926,1353.0
0,2013-09-16,911,8214,1354.0
1,2013-09-16,992,1732,1354.0
0,2013-09-17,815,5432,1355.0
1,2013-09-17,192,7949,1355.0
0,2013-09-18,669,7245,1356.0
1,2013-09-18,424,370,1356.0
0,2013-09-19,85,9086,1357.0
1,2013-09-19,847,984,1357.0
1,2013-09-20,992,7545,1358.0
0,2013-09-20,127,9575,1358.0
0,2013-09-21,406,610,1359.0
1,2013-09-21,600,6901,1359.0
0,2013-09-22,833,7465,1360.0
1,2013-09-22,237,8611,1360.0
0,2013-09-23,698,832,1361.0
1,2013-09-23,682,8052,1361.0
0,2013-09-24,880,5123,1362.0
1,2013-09-24,279,3462,1362.0
0,2013-09-25,59,955,1363.0
1,2013-09-25,177,6371,1363.0
0,2013-09-26,29,4126,1364.0
1,2013-09-26,773,5839,1364.0
1,2013-09-27,176,3253,1365.0
0,2013-09-27,717,8711,1365.0
0,2013-09-28,483,2605,1366.0
1,2013-09-28,657,4722,1366.0
0,2013-09-29,405,7915,1367.0
1,2013-09-29,731,3710,1367.0
0,2013-09-30,930,695,1368.0
1,2013-09-30,688,9512,1368.0
0,2013-10-01,444,5545,1369.0
1,2013-10-01,101,6247,1369.0
0,2013-10-02,68,5072,1370.0
1,2013-10-02,653,3074,1370.0
1,2013-10-03,877,9319,1371.0
0,2013-10-03,378,8960,1371.0
0,2013-10-04,386,5834,1372.0
1,2013-10-04,966,1242,1372.0
0,2013-10-05,16,4129,1373.0
1,2013-10-05,622,684,1373.0
0,2013-10-06,813,1066,1374.0
1,2013-10-06,372,1032,1374.0
0,2013-10-07,846,474,1375.0
1,2013-10-07,779,9713,1375.0
0,2013-10-08,503,5758,1376.0
1,2013-10-08,512,7673,1376.0
0,2013-10-09,991,2196,1377.0
1,2013-10-09,667,3273,1377.0
1,2013-10-10,182,5874,1378.0
0,2013-10-10,715,3603,1378.0
1,2013-10-11,433,9848,1379.0
0,2013-10-11,25,8479,1379.0
0,2013-10-12,123,6437,1380.0
1,2013-10-12,605,2773,1380.0
0,2013-10-13,360,6425,1381.0
1,2013-10-13,229,3569,1381.0
0,2013-10-14,586,6103,1382.0
1,2013-10-14,184,708,1382.0
0,2013-10-15,895,2065,1383.0
1,2013-10-15,458,3512,1383.0
0,2013-10-16,50,1345,1384.0
1,2013-10-16,131,6960,1384.0
0,2013-10-17,479,9054,1385.0
1,2013-10-17,439,761,1385.0
1,2013-10-18,431,2904,1386.0
0,2013-10-18,334,9281,1386.0
0,2013-10-19,855,9245,1387.0
1,2013-10-19,743,6944,1387.0
0,2013-10-20,173,8421,1388.0
1,2013-10-20,499,2067,1388.0
0,2013-10-21,473,8456,1389.0
1,2013-10-21,177,532,1389.0
0,2013-10-22,316,3471,1390.0
1,2013-10-22,548,7185,1390.0
0,2013-10-23,946,43,1391.0
1,2013-10-23,255,8720,1391.0
1,2013-10-24,409,8718,1392.0
0,2013-10-24,105,4800,1392.0
0,2013-10-25,552,4559,1393.0
1,2013-10-25,864,1084,1393.0
0,2013-10-26,524,7485,1394.0
1,2013-10-26,445,3144,1394.0
0,2013-10-27,353,5587,1395.0
1,2013-10-27,249,554,1395.0
0,2013-10-28,635,4176,1396.0
1,2013-10-28,261,7643,1396.0
0,2013-10-29,144,3055,1397.0
1,2013-10-29,479,6968,1397.0
1,2013-10-30,758,9566,1398.0
0,2013-10-30,122,7998,1398.0
0,2013-10-31,695,4394,1399.0
1,2013-10-31,560,2689,1399.0
0,2013-11-01,908,460,1400.0
1,2013-11-01,440,5488,1400.0
0,2013-11-02,24,497,1401.0
1,2013-11-02,956,6332,1401.0
0,2013-11-03,155,9308,1402.0
1,2013-11-03,421,4492,1402.0
0,2013-11-04,531,139,1403.0
1,2013-11-04,221,112,1403.0
0,2013-11-05,645,3730,1404.0
1,2013-11-05,282,5867,1404.0
1,2013-11-06,481,9764,1405.0
0,2013-11-06,929,2461,1405.0
0,2013-11-07,224,2861,1406.0
1,2013-11-07,341,6095,1406.0
0,2013-11-08,782,7950,1407.0
1,2013-11-08,381,4467,1407.0
0,2013-11-09,707,6069,1408.0
1,2013-11-09,461,9259,1408.0
0,2013-11-10,879,320,1409.0
1,2013-11-10,486,5774,1409.0
0,2013-11-11,439,5800,1410.0
1,2013-11-11,721,8771,1410.0
1,2013-11-12,480,775,1411.0
0,2013-11-12,224,6191,1411.0
0,2013-11-13,378,6619,1412.0
1,2013-11-13,812,2306,1412.0
0,2013-11-14,833,3189,1413.0
1,2013-11-14,236,5272,1413.0
0,2013-11-15,706,9437,1414.0
1,2013-11-15,745,2448,1414.0
0,2013-11-16,405,9092,1415.0
1,2013-11-16,674,8518,1415.0
0,2013-11-17,766,8905,1416.0
1,2013-11-17,303,9172,1416.0
0,2013-11-18,185,951,1417.0
1,2013-11-18,652,307,1417.0
1,2013-11-19,671,2999,1418.0
0,2013-11-19,298,5880,1418.0
0,2013-11-20,280,7270,1419.0
1,2013-11-20,504,7940,1419.0
0,2013-11-21,725,6363,1420.0
1,2013-11-21,602,2337,1420.0
0,2013-11-22,190,4939,1421.0
1,2013-11-22,509,6298,1421.0
0,2013-11-23,562,3687,1422.0
1,2013-11-23,835,6852,1422.0
0,2013-11-24,597,9289,1423.0
1,2013-11-24,893,2761,1423.0
1,2013-11-25,207,5093,1424.0
0,2013-11-25,619,5768,1424.0
0,2013-11-26,208,2562,1425.0
1,2013-11-26,792,4235,1425.0
0,2013-11-27,411,1189,1426.0
1,2013-11-27,952,5708,1426.0
0,2013-11-28,836,7942,1427.0
1,2013-11-28,364,1105,1427.0
0,2013-11-29,182,7840,1428.0
1,2013-11-29,320,5351,1428.0
0,2013-11-30,762,5952,1429.0
1,2013-11-30,347,4339,1429.0
1,2013-12-01,901,4424,1430.0
0,2013-12-01,65,9745,1430.0
1,2013-12-02,104,1447,1431.0
0,2013-12-02,259,3026,1431.0
0,2013-12-03,360,5501,1432.0
1,2013-12-03,329,8277,1432.0
0,2013-12-04,229,6150,1433.0
1,2013-12-04,973,6268,1433.0
0,2013-12-05,165,1172,1434.0
1,2013-12-05,652,4321,1434.0
0,2013-12-06,748,7193,1435.0
1,2013-12-06,606,8292,1435.0
0,2013-12-07,325,6408,1436.0
1,2013-12-07,822,5728,1436.0
1,2013-12-08,645,2008,1437.0
0,2013-12-08,471,3052,1437.0
0,2013-12-09,262,551,1438.0
1,2013-12-09,547,982,1438.0
0,2013-12-10,171,9334,1439.0
1,2013-12-10,426,1986,1439.0
0,2013-12-11,568,8464,1440.0
1,2013-12-11,384,6016,1440.0
0,2013-12-12,489,132,1441.0
1,2013-12-12,539,5454,1441.0
0,2013-12-13,312,2307,1442.0
1,2013-12-13,278,5975,1442.0
0,2013-12-14,394,539,1443.0
1,2013-12-14,143,2687,1443.0
1,2013-12-15,188,515,1444.0
0,2013-12-15,573,2691,1444.0
0,2013-12-16,616,4513,1445.0
1,2013-12-16,632,7767,1445.0
0,2013-12-17,551,5065,1446.0
1,2013-12-17,679,2358,1446.0
0,2013-12-18,281,1481,1447.0
1,2013-12-18,388,3970,1447.0
0,2013-12-19,819,9732,1448.0
1,2013-12-19,393,345,1448.0
0,2013-12-20,789,1910,1449.0
1,2013-12-20,52,3550,1449.0
1,2013-12-21,105,5598,1450.0
0,2013-12-21,593,8651,1450.0
0,2013-12-22,175,49,1451.0
1,2013-12-22,803,2568,1451.0
0,2013-12-23,74,2935,1452.0
1,2013-12-23,931,7649,1452.0
0,2013-12-24,863,6484,1453.0
1,2013-12-24,423,5967,1453.0
0,2013-12-25,124,5130,1454.0
1,2013-12-25,22,9583,1454.0
0,2013-12-26,804,2395,1455.0
1,2013-12-26,29,5723,1455.0
1,2013-12-27,996,7374,1456.0
0,2013-12-27,30,7080,1456.0
1,2013-12-28,952,4119,1457.0
0,2013-12-28,958,98,1457.0
0,2013-12-29,507,5197,1458.0
1,2013-12-29,232,5843,1458.0
0,2013-12-30,483,6504,1459.0
1,2013-12-30,154,7635,1459.0
0,2013-12-31,567,9045,1460.0
1,2013-12-31,537,9455,1460.0
0,2014-01-01,980,2084,1461.0
1,2014-01-01,468,1138,1461.0
0,2014-01-02,355,3713,1462.0
1,2014-01-02,834,9221,1462.0
0,2014-01-03,429,2993,1463.0
1,2014-01-03,272,2208,1463.0
1,2014-01-04,745,526,1464.0
0,2014-01-04,112,5,1464.0
0,2014-01-05,244,6553,1465.0
1,2014-01-05,373,2175,1465.0
0,2014-01-06,720,5094,1466.0
1,2014-01-06,590,8890,1466.0
0,2014-01-07,92,3909,1467.0
1,2014-01-07,973,1634,1467.0
0,2014-01-08,977,7779,1468.0
1,2014-01-08,186,7285,1468.0
0,2014-01-09,198,2497,1469.0
1,2014-01-09,258,8849,1469.0
1,2014-01-10,61,3477,1470.0
0,2014-01-10,122,3000,1470.0
0,2014-01-11,19,3138,1471.0
1,2014-01-11,872,8337,1471.0
0,2014-01-12,430,9494,1472.0
1,2014-01-12,301,7886,1472.0
0,2014-01-13,568,1773,1473.0
1,2014-01-13,853,4371,1473.0
0,2014-01-14,541,4648,1474.0
1,2014-01-14,604,8448,1474.0
0,2014-01-15,722,9454,1475.0
1,2014-01-15,464,1951,1475.0
1,2014-01-16,421,6145,1476.0
0,2014-01-16,202,5825,1476.0
0,2014-01-17,714,9323,1477.0
1,2014-01-17,503,7822,1477.0
0,2014-01-18,232,5389,1478.0
1,2014-01-18,878,5995,1478.0
0,2014-01-19,965,650,1479.0
1,2014-01-19,366,6224,1479.0
0,2014-01-20,904,8724,1480.0
0,2014-01-21,215,2826,1481.0
1,2014-01-21,253,3087,1481.0
1,2014-01-22,390,4699,1482.0
0,2014-01-22,331,6677,1482.0
1,2014-01-23,925,2747,1483.0
0,2014-01-23,670,8519,1483.0
0,2014-01-24,846,8533,1484.0
1,2014-01-24,359,5736,1484.0
0,2014-01-25,889,1470,1485.0
1,2014-01-25,326,2658,1485.0
0,2014-01-26,918,2057,1486.0
1,2014-01-26,431,3224,1486.0
0,2014-01-27,464,8840,1487.0
1,2014-01-27,714,6247,1487.0
0,2014-01-28,521,4228,1488.0
1,2014-01-28,247,9436,1488.0
0,2014-01-29,165,88,1489.0
1,2014-01-29,154,5736,1489.0
1,2014-01-30,342,78,1490.0
0,2014-01-30,525,2288,1490.0
0,2014-01-31,468,1604,1491.0
1,2014-01-31,304,2239,1491.0
0,2014-02-01,703,6097,1492.0
1,2014-02-01,372,8421,1492.0
0,2014-02-02,564,8512,1493.0
1,2014-02-02,142,8982,1493.0
0,2014-02-03,862,9810,1494.0
1,2014-02-03,225,5731,1494.0
1,2014-02-04,599,70,1495.0
0,2014-02-04,704,6020,1495.0
1,2014-02-05,641,7726,1496.0
0,2014-02-05,124,129,1496.0
0,2014-02-06,521,2131,1497.0
1,2014-02-06,840,8973,1497.0
1,2014-02-07,958,3856,1498.0
0,2014-02-07,432,1681,1498.0
0,2014-02-08,344,5929,1499.0
1,2014-02-08,323,5595,1499.0
0,2014-02-09,767,1952,1500.0
1,2014-02-09,223,6083,1500.0
1,2014-02-10,654,7370,1501.0
0,2014-02-10,744,902,1501.0
1,2014-02-11,656,827,1502.0
0,2014-02-11,396,5741,1502.0
0,2014-02-12,568,9626,1503.0
1,2014-02-12,159,4139,1503.0
0,2014-02-13,626,8670,1504.0
1,2014-02-13,101,5869,1504.0
1,2014-02-14,583,4994,1505.0
0,2014-02-14,708,8897,1505.0
0,2014-02-15,343,1006,1506.0
1,2014-02-15,585,4926,1506.0
0,2014-02-16,20,457,1507.0
1,2014-02-16,124,5947,1507.0
1,2014-02-17,344,7984,1508.0
0,2014-02-17,72,1447,1508.0
1,2014-02-18,496,1304,1509.0
0,2014-02-18,849,9075,1509.0
0,2014-02-19,170,7432,1510.0
1,2014-02-19,828,2995,1510.0
1,2014-02-20,315,248,1511.0
0,2014-02-20,7,112,1511.0
0,2014-02-21,917,9494,1512.0
1,2014-02-21,809,5669,1512.0
0,2014-02-22,975,8732,1513.0
1,2014-02-22,714,6936,1513.0
0,2014-02-23,545,919,1514.0
1,2014-02-23,0,9206,1514.0
0,2014-02-24,557,4995,1515.0
1,2014-02-24,621,3102,1515.0
0,2014-02-25,739,5914,1516.0
1,2014-02-25,656,5305,1516.0
0,2014-02-26,473,2890,1517.0
1,2014-02-26,910,1422,1517.0
1,2014-02-27,86,7907,1518.0
0,2014-02-27,425,8195,1518.0
0,2014-02-28,653,6994,1519.0
1,2014-02-28,337,4539,1519.0
0,2014-03-01,309,5632,1520.0
1,2014-03-01,787,7707,1520.0
1,2014-03-02,68,4318,1521.0
0,2014-03-02,451,7355,1521.0
1,2014-03-03,542,1699,1522.0
0,2014-03-03,672,5056,1522.0
0,2014-03-04,766,837,1523.0
1,2014-03-04,853,8976,1523.0
1,2014-03-05,42,4275,1524.0
0,2014-03-05,7,6725,1524.0
1,2014-03-06,982,3859,1525.0
0,2014-03-06,214,8185,1525.0
0,2014-03-07,507,2399,1526.0
1,2014-03-07,749,3135,1526.0
0,2014-03-08,636,2613,1527.0
1,2014-03-08,846,8756,1527.0
0,2014-03-09,774,5003,1528.0
1,2014-03-09,407,5214,1528.0
0,2014-03-10,983,6453,1529.0
1,2014-03-10,668,5337,1529.0
0,2014-03-11,749,4720,1530.0
1,2014-03-11,756,2900,1530.0
1,2014-03-12,192,9238,1531.0
0,2014-03-12,732,8742,1531.0
0,2014-03-13,486,1521,1532.0
1,2014-03-13,640,6115,1532.0
0,2014-03-14,677,6364,1533.0
1,2014-03-14,536,5104,1533.0
0,2014-03-15,666,8704,1534.0
