Draw,Date,Pick3,Pick4,Date_Delta
0,2015-06-25,438,785,2001.0
1,2015-06-25,52,1936,2001.0
0,2015-06-26,346,6615,2002.0
1,2015-06-26,205,4285,2002.0
0,2015-06-27,55,7575,2003.0
1,2015-06-27,111,7165,2003.0
0,2015-06-28,121,1845,2004.0
1,2015-06-28,597,4752,2004.0
1,2015-06-29,756,6477,2005.0
0,2015-06-29,312,2664,2005.0
0,2015-06-30,630,1075,2006.0
1,2015-06-30,900,6802,2006.0
0,2015-07-01,619,9101,2007.0
1,2015-07-01,931,2423,2007.0
0,2015-07-02,477,8816,2008.0
1,2015-07-02,868,2758,2008.0
0,2015-07-03,225,1395,2009.0
1,2015-07-03,149,9886,2009.0
0,2015-07-04,884,253,2010.0
1,2015-07-04,890,5099,2010.0
0,2015-07-05,560,3184,2011.0
1,2015-07-05,543,4911,2011.0
1,2015-07-06,27,3646,2012.0
0,2015-07-06,969,2413,2012.0
0,2015-07-07,801,624,2013.0
1,2015-07-07,583,9435,2013.0
0,2015-07-08,785,2885,2014.0
1,2015-07-08,309,1408,2014.0
0,2015-07-09,558,968,2015.0
1,2015-07-09,773,1414,2015.0
0,2015-07-10,166,2239,2016.0
1,2015-07-10,435,3312,2016.0
0,2015-07-11,91,8504,2017.0
1,2015-07-11,965,9454,2017.0
1,2015-07-12,354,6165,2018.0
0,2015-07-12,457,9419,2018.0
0,2015-07-13,503,4900,2019.0
1,2015-07-13,667,1451,2019.0
0,2015-07-14,650,6140,2020.0
1,2015-07-14,431,2584,2020.0
0,2015-07-15,318,583,2021.0
1,2015-07-15,381,6098,2021.0
0,2015-07-16,741,2158,2022.0
1,2015-07-16,880,4298,2022.0
0,2015-07-17,423,5692,2023.0
1,2015-07-17,205,58,2023.0
1,2015-07-18,637,1716,2024.0
0,2015-07-18,181,9838,2024.0
1,2015-07-19,728,58,2025.0
0,2015-07-19,563,3016,2025.0
0,2015-07-20,805,4424,2026.0
1,2015-07-20,928,7629,2026.0
0,2015-07-21,992,5861,2027.0
1,2015-07-21,548,1374,2027.0
0,2015-07-22,981,5500,2028.0
1,2015-07-22,875,5716,2028.0
0,2015-07-23,310,6155,2029.0
1,2015-07-23,6,9184,2029.0
0,2015-07-24,79,3467,2030.0
1,2015-07-24,125,1657,2030.0
0,2015-07-25,269,1445,2031.0
1,2015-07-25,946,7316,2031.0
1,2015-07-26,284,2529,2032.0
0,2015-07-26,490,6609,2032.0
0,2015-07-27,331,2388,2033.0
1,2015-07-27,790,7253,2033.0
0,2015-07-28,225,9947,2034.0
1,2015-07-28,656,4205,2034.0
0,2015-07-29,753,6969,2035.0
1,2015-07-29,239,3563,2035.0
0,2015-07-30,585,966,2036.0
1,2015-07-30,11,3827,2036.0
0,2015-07-31,577,3411,2037.0
1,2015-07-31,104,2832,2037.0
1,2015-08-01,946,6592,2038.0
0,2015-08-01,172,900,2038.0
0,2015-08-02,185,23,2039.0
1,2015-08-02,520,2029,2039.0
0,2015-08-03,264,4853,2040.0
1,2015-08-03,747,6100,2040.0
0,2015-08-04,43,9418,2041.0
1,2015-08-04,624,210,2041.0
0,2015-08-05,809,5918,2042.0
1,2015-08-05,983,8311,2042.0
0,2015-08-06,941,6335,2043.0
1,2015-08-06,370,2568,2043.0
1,2015-08-07,186,3412,2044.0
0,2015-08-07,277,6555,2044.0
0,2015-08-08,182,2019,2045.0
1,2015-08-08,517,2839,2045.0
0,2015-08-09,88,7426,2046.0
1,2015-08-09,260,1150,2046.0
0,2015-08-10,543,2006,2047.0
1,2015-08-10,148,4312,2047.0
0,2015-08-11,234,7868,2048.0
1,2015-08-11,59,2280,2048.0
0,2015-08-12,350,937,2049.0
1,2015-08-12,845,3786,2049.0
0,2015-08-13,877,5222,2050.0
1,2015-08-13,282,3322,2050.0
1,2015-08-14,455,7840,2051.0
0,2015-08-14,726,4667,2051.0
0,2015-08-15,739,8018,2052.0
1,2015-08-15,991,394,2052.0
0,2015-08-16,346,6674,2053.0
1,2015-08-16,364,7648,2053.0
0,2015-08-17,758,5822,2054.0
1,2015-08-17,127,5957,2054.0
0,2015-08-18,629,3633,2055.0
1,2015-08-18,644,9457,2055.0
0,2015-08-19,784,9375,2056.0
1,2015-08-19,272,6260,2056.0
1,2015-08-20,480,9730,2057.0
0,2015-08-20,149,8818,2057.0
0,2015-08-21,751,7208,2058.0
1,2015-08-21,441,4155,2058.0
0,2015-08-22,488,121,2059.0
1,2015-08-22,509,397,2059.0
0,2015-08-23,297,6836,2060.0
1,2015-08-23,750,6697,2060.0
0,2015-08-24,815,9800,2061.0
1,2015-08-24,842,6305,2061.0
0,2015-08-25,613,1910,2062.0
1,2015-08-25,60,5614,2062.0
1,2015-08-26,912,6122,2063.0
0,2015-08-26,829,71,2063.0
1,2015-08-27,131,2552,2064.0
0,2015-08-27,652,7720,2064.0
0,2015-08-28,696,2238,2065.0
1,2015-08-28,513,2291,2065.0
0,2015-08-29,688,7679,2066.0
1,2015-08-29,884,2497,2066.0
0,2015-08-30,908,9360,2067.0
1,2015-08-30,491,935,2067.0
0,2015-08-31,336,3452,2068.0
1,2015-08-31,671,7937,2068.0
0,2015-09-01,655,3635,2069.0
1,2015-09-01,269,1806,2069.0
0,2015-09-02,329,6124,2070.0
1,2015-09-02,389,9310,2070.0
1,2015-09-03,338,8348,2071.0
0,2015-09-03,81,456,2071.0
0,2015-09-04,485,9580,2072.0
1,2015-09-04,458,5750,2072.0
0,2015-09-05,920,3232,2073.0
1,2015-09-05,405,1807,2073.0
0,2015-09-06,161,8478,2074.0
1,2015-09-06,36,5131,2074.0
0,2015-09-07,743,7056,2075.0
1,2015-09-07,842,3364,2075.0
0,2015-09-08,681,1809,2076.0
1,2015-09-08,486,7731,2076.0
1,2015-09-09,640,1066,2077.0
0,2015-09-09,862,6680,2077.0
0,2015-09-10,67,4032,2078.0
1,2015-09-10,693,9520,2078.0
0,2015-09-11,54,3031,2079.0
1,2015-09-11,581,1694,2079.0
0,2015-09-12,6,5572,2080.0
1,2015-09-12,612,3490,2080.0
0,2015-09-13,348,5699,2081.0
1,2015-09-13,917,4124,2081.0
0,2015-09-14,729,7372,2082.0
1,2015-09-14,324,1566,2082.0
1,2015-09-15,285,8042,2083.0
0,2015-09-15,405,6013,2083.0
0,2015-09-16,573,8113,2084.0
1,2015-09-16,803,849,2084.0
0,2015-09-17,392,3052,2085.0
1,2015-09-17,353,7291,2085.0
0,2015-09-18,409,4090,2086.0
1,2015-09-18,261,7939,2086.0
0,2015-09-19,605,4488,2087.0
1,2015-09-19,653,6114,2087.0
0,2015-09-20,713,383,2088.0
1,2015-09-20,982,5634,2088.0
1,2015-09-21,218,7495,2089.0
0,2015-09-21,516,167,2089.0
0,2015-09-22,379,8385,2090.0
1,2015-09-22,661,7346,2090.0
0,2015-09-23,19,9681,2091.0
1,2015-09-23,856,3907,2091.0
0,2015-09-24,956,6267,2092.0
1,2015-09-24,368,4136,2092.0
0,2015-09-25,292,1152,2093.0
1,2015-09-25,862,4830,2093.0
0,2015-09-26,752,8118,2094.0
1,2015-09-26,75,5414,2094.0
1,2015-09-27,335,5664,2095.0
0,2015-09-27,211,5826,2095.0
0,2015-09-28,958,7632,2096.0
1,2015-09-28,450,709,2096.0
0,2015-09-29,466,2076,2097.0
1,2015-09-29,394,5883,2097.0
0,2015-09-30,993,8288,2098.0
1,2015-09-30,472,3776,2098.0
0,2015-10-01,746,6514,2099.0
1,2015-10-01,631,6250,2099.0
0,2015-10-02,640,1495,2100.0
1,2015-10-02,274,348,2100.0
0,2015-10-03,309,6373,2101.0
1,2015-10-03,133,6711,2101.0
1,2015-10-04,157,3047,2102.0
0,2015-10-04,916,5843,2102.0
1,2015-10-05,919,7644,2103.0
0,2015-10-05,510,7142,2103.0
0,2015-10-06,208,9035,2104.0
1,2015-10-06,390,5724,2104.0
0,2015-10-07,703,4962,2105.0
1,2015-10-07,122,960,2105.0
0,2015-10-08,614,567,2106.0
1,2015-10-08,184,513,2106.0
0,2015-10-09,883,6991,2107.0
1,2015-10-09,435,4178,2107.0
0,2015-10-10,377,3583,2108.0
1,2015-10-10,344,2512,2108.0
0,2015-10-11,347,132,2109.0
1,2015-10-11,165,1045,2109.0
1,2015-10-12,942,2107,2110.0
0,2015-10-12,378,7045,2110.0
0,2015-10-13,492,190,2111.0
1,2015-10-13,900,1938,2111.0
0,2015-10-14,423,809,2112.0
1,2015-10-14,800,8077,2112.0
0,2015-10-15,497,6176,2113.0
1,2015-10-15,997,5786,2113.0
0,2015-10-16,674,968,2114.0
1,2015-10-16,386,6589,2114.0
0,2015-10-17,641,5580,2115.0
1,2015-10-17,279,5190,2115.0
1,2015-10-18,521,5209,2116.0
0,2015-10-18,752,9277,2116.0
0,2015-10-19,158,3045,2117.0
1,2015-10-19,536,2969,2117.0
0,2015-10-20,810,7931,2118.0
1,2015-10-20,80,4938,2118.0
0,2015-10-21,92,5246,2119.0
1,2015-10-21,953,5764,2119.0
0,2015-10-22,499,8138,2120.0
1,2015-10-22,24,146,2120.0
0,2015-10-23,178,8291,2121.0
1,2015-10-23,106,3223,2121.0
1,2015-10-24,788,8093,2122.0
0,2015-10-24,110,2700,2122.0
0,2015-10-25,219,5973,2123.0
1,2015-10-25,146,3883,2123.0
0,2015-10-26,710,9311,2124.0
1,2015-10-26,248,9767,2124.0
0,2015-10-27,718,1712,2125.0
1,2015-10-27,548,5738,2125.0
0,2015-10-28,397,9619,2126.0
1,2015-10-28,838,4967,2126.0
0,2015-10-29,875,3683,2127.0
1,2015-10-29,715,2730,2127.0
0,2015-10-30,702,1610,2128.0
1,2015-10-30,486,1844,2128.0
1,2015-10-31,180,5013,2129.0
0,2015-10-31,442,2263,2129.0
0,2015-11-01,548,6254,2130.0
1,2015-11-01,391,2242,2130.0
0,2015-11-02,709,595,2131.0
1,2015-11-02,159,4467,2131.0
0,2015-11-03,263,5159,2132.0
1,2015-11-03,898,721,2132.0
0,2015-11-04,182,717,2133.0
1,2015-11-04,808,8653,2133.0
0,2015-11-05,369,5736,2134.0
1,2015-11-05,201,7696,2134.0
1,2015-11-06,14,5209,2135.0
0,2015-11-06,524,7674,2135.0
0,2015-11-07,16,4603,2136.0
1,2015-11-07,251,9413,2136.0
0,2015-11-08,469,3677,2137.0
1,2015-11-08,237,9015,2137.0
0,2015-11-09,168,6062,2138.0
1,2015-11-09,512,5840,2138.0
0,2015-11-10,92,1018,2139.0
1,2015-11-10,916,9919,2139.0
0,2015-11-11,22,5544,2140.0
1,2015-11-11,235,106,2140.0
0,2015-11-12,485,8769,2141.0
1,2015-11-12,640,6257,2141.0
1,2015-11-13,103,2400,2142.0
0,2015-11-13,595,3450,2142.0
0,2015-11-14,251,6742,2143.0
1,2015-11-14,738,217,2143.0
0,2015-11-15,328,5920,2144.0
1,2015-11-15,111,357,2144.0
0,2015-11-16,594,4472,2145.0
1,2015-11-16,572,9457,2145.0
0,2015-11-17,206,6361,2146.0
1,2015-11-17,938,6968,2146.0
0,2015-11-18,380,8247,2147.0
1,2015-11-18,978,6724,2147.0
1,2015-11-19,546,3376,2148.0
0,2015-11-19,427,4360,2148.0
0,2015-11-20,268,9723,2149.0
1,2015-11-20,723,7683,2149.0
0,2015-11-21,117,2045,2150.0
1,2015-11-21,546,6524,2150.0
0,2015-11-22,778,3491,2151.0
1,2015-11-22,919,2420,2151.0
0,2015-11-23,854,3960,2152.0
1,2015-11-23,197,1699,2152.0
0,2015-11-24,755,4776,2153.0
1,2015-11-24,863,6181,2153.0
1,2015-11-25,706,4312,2154.0
0,2015-11-25,110,8578,2154.0
1,2015-11-26,513,7150,2155.0
0,2015-11-26,204,1359,2155.0
0,2015-11-27,354,3779,2156.0
1,2015-11-27,48,6745,2156.0
0,2015-11-28,975,5828,2157.0
1,2015-11-28,602,1111,2157.0
0,2015-11-29,909,4926,2158.0
1,2015-11-29,853,6744,2158.0
0,2015-11-30,487,2527,2159.0
1,2015-11-30,327,4596,2159.0
0,2015-12-01,445,2575,2160.0
1,2015-12-01,969,5434,2160.0
1,2015-12-02,567,5954,2161.0
0,2015-12-02,925,9430,2161.0
0,2015-12-03,103,2467,2162.0
1,2015-12-03,582,3543,2162.0
0,2015-12-04,292,3454,2163.0
1,2015-12-04,280,1958,2163.0
0,2015-12-05,705,9417,2164.0
1,2015-12-05,381,6350,2164.0
0,2015-12-06,163,4372,2165.0
1,2015-12-06,786,7280,2165.0
0,2015-12-07,568,9365,2166.0
1,2015-12-07,194,1901,2166.0
0,2015-12-08,354,2273,2167.0
1,2015-12-08,483,5437,2167.0
1,2015-12-09,151,3954,2168.0
0,2015-12-09,207,9148,2168.0
0,2015-12-10,256,9475,2169.0
1,2015-12-10,208,6701,2169.0
0,2015-12-11,33,545,2170.0
1,2015-12-11,550,9591,2170.0
0,2015-12-12,587,3,2171.0
1,2015-12-12,756,3791,2171.0
0,2015-12-13,141,4256,2172.0
1,2015-12-13,224,1546,2172.0
0,2015-12-14,174,5471,2173.0
1,2015-12-14,40,5461,2173.0
1,2015-12-15,426,3775,2174.0
0,2015-12-15,815,9545,2174.0
0,2015-12-16,502,9468,2175.0
1,2015-12-16,311,3022,2175.0
0,2015-12-17,827,9256,2176.0
1,2015-12-17,776,9573,2176.0
0,2015-12-18,494,7371,2177.0
1,2015-12-18,627,9022,2177.0
0,2015-12-19,809,4463,2178.0
1,2015-12-19,808,4186,2178.0
0,2015-12-20,195,8026,2179.0
1,2015-12-20,475,8974,2179.0
1,2015-12-21,189,4045,2180.0
0,2015-12-21,334,3930,2180.0
1,2015-12-22,253,7158,2181.0
0,2015-12-22,445,4152,2181.0
0,2015-12-23,718,3052,2182.0
1,2015-12-23,393,7121,2182.0
0,2015-12-24,62,9522,2183.0
1,2015-12-24,569,3191,2183.0
0,2015-12-25,567,6249,2184.0
1,2015-12-25,482,4392,2184.0
0,2015-12-26,792,5553,2185.0
1,2015-12-26,673,2553,2185.0
0,2015-12-27,65,4816,2186.0
1,2015-12-27,937,242,2186.0
0,2015-12-28,619,1081,2187.0
1,2015-12-28,774,4618,2187.0
1,2015-12-29,619,4218,2188.0
0,2015-12-29,394,9146,2188.0
0,2015-12-30,939,6783,2189.0
1,2015-12-30,26,135,2189.0
0,2015-12-31,305,5332,2190.0
1,2015-12-31,269,2423,2190.0
0,2016-01-01,594,4547,2191.0
1,2016-01-01,988,9775,2191.0
0,2016-01-02,163,4100,2192.0
1,2016-01-02,727,6249,2192.0
0,2016-01-03,414,6767,2193.0
1,2016-01-03,35,441,2193.0
1,2016-01-04,628,8823,2194.0
0,2016-01-04,925,4680,2194.0
0,2016-01-05,299,1402,2195.0
1,2016-01-05,136,2094,2195.0
0,2016-01-06,521,197,2196.0
1,2016-01-06,762,5090,2196.0
0,2016-01-07,707,2170,2197.0
1,2016-01-07,216,4466,2197.0
0,2016-01-08,439,6452,2198.0
1,2016-01-08,658,6820,2198.0
0,2016-01-09,662,1714,2199.0
1,2016-01-09,501,8766,2199.0
1,2016-01-10,546,1718,2200.0
0,2016-01-10,314,9459,2200.0
0,2016-01-11,724,8523,2201.0
1,2016-01-11,270,5280,2201.0
0,2016-01-12,597,9495,2202.0
1,2016-01-12,503,2808,2202.0
0,2016-01-13,977,4747,2203.0
1,2016-01-13,294,9409,2203.0
0,2016-01-14,640,8975,2204.0
1,2016-01-14,176,2716,2204.0
1,2016-01-15,563,5469,2205.0
0,2016-01-15,405,5179,2205.0
1,2016-01-16,635,2225,2206.0
0,2016-01-16,600,8258,2206.0
0,2016-01-17,899,2283,2207.0
1,2016-01-17,749,4789,2207.0
0,2016-01-18,614,9763,2208.0
1,2016-01-18,775,3403,2208.0
0,2016-01-19,280,3809,2209.0
1,2016-01-19,297,4621,2209.0
0,2016-01-20,443,4827,2210.0
1,2016-01-20,696,6693,2210.0
0,2016-01-21,158,7327,2211.0
1,2016-01-21,931,8374,2211.0
1,2016-01-22,978,4491,2212.0
0,2016-01-22,780,7600,2212.0
0,2016-01-23,888,6708,2213.0
1,2016-01-23,88,3275,2213.0
0,2016-01-24,294,9079,2214.0
1,2016-01-24,187,3521,2214.0
0,2016-01-25,18,524,2215.0
1,2016-01-25,926,8674,2215.0
0,2016-01-26,777,5517,2216.0
1,2016-01-26,103,3549,2216.0
0,2016-01-27,870,3124,2217.0
1,2016-01-27,73,7503,2217.0
1,2016-01-28,421,8178,2218.0
0,2016-01-28,125,949,2218.0
0,2016-01-29,556,4272,2219.0
1,2016-01-29,472,9753,2219.0
0,2016-01-30,631,9685,2220.0
1,2016-01-30,856,5133,2220.0
0,2016-01-31,994,4245,2221.0
1,2016-01-31,163,1521,2221.0
0,2016-02-01,437,130,2222.0
1,2016-02-01,505,2796,2222.0
0,2016-02-02,462,453,2223.0
1,2016-02-02,269,8121,2223.0
1,2016-02-03,733,6307,2224.0
0,2016-02-03,558,1010,2224.0
0,2016-02-04,863,7573,2225.0
1,2016-02-04,374,4903,2225.0
0,2016-02-05,989,3889,2226.0
1,2016-02-05,314,6686,2226.0
0,2016-02-06,90,8110,2227.0
1,2016-02-06,780,4689,2227.0
0,2016-02-07,895,9341,2228.0
1,2016-02-07,85,9089,2228.0
0,2016-02-08,126,414,2229.0
1,2016-02-08,38,6985,2229.0
0,2016-02-09,38,7591,2230.0
1,2016-02-09,954,1269,2230.0
1,2016-02-10,639,1190,2231.0
0,2016-02-10,496,9592,2231.0
0,2016-02-11,886,1626,2232.0
1,2016-02-11,202,9208,2232.0
0,2016-02-12,209,5758,2233.0
1,2016-02-12,700,1253,2233.0
0,2016-02-13,143,5520,2234.0
1,2016-02-13,346,851,2234.0
0,2016-02-14,136,2962,2235.0
1,2016-02-14,586,1278,2235.0
0,2016-02-15,554,1798,2236.0
1,2016-02-15,321,8395,2236.0
1,2016-02-16,790,5115,2237.0
0,2016-02-16,638,9113,2237.0
0,2016-02-17,808,3225,2238.0
1,2016-02-17,267,8105,2238.0
0,2016-02-18,400,6639,2239.0
1,2016-02-18,933,9852,2239.0
0,2016-02-19,139,9225,2240.0
1,2016-02-19,964,1300,2240.0
0,2016-02-20,128,3842,2241.0
1,2016-02-20,790,2925,2241.0
0,2016-02-21,427,1262,2242.0
1,2016-02-21,728,7569,2242.0
0,2016-02-22,386,447,2243.0
1,2016-02-22,21,2614,2243.0
1,2016-02-23,58,6596,2244.0
0,2016-02-23,593,2548,2244.0
0,2016-02-24,226,3120,2245.0
1,2016-02-24,122,7779,2245.0
0,2016-02-25,820,9181,2246.0
1,2016-02-25,628,9861,2246.0
0,2016-02-26,836,2725,2247.0
1,2016-02-26,25,2591,2247.0
0,2016-02-27,436,5276,2248.0
1,2016-02-27,471,2491,2248.0
0,2016-02-28,187,2713,2249.0
1,2016-02-28,632,6829,2249.0
1,2016-02-29,133,4260,2250.0
0,2016-02-29,2,4077,2250.0
0,2016-03-01,799,9794,2251.0
1,2016-03-01,514,3423,2251.0
0,2016-03-02,666,9981,2252.0
1,2016-03-02,894,999,2252.0
0,2016-03-03,344,3001,2253.0
1,2016-03-03,453,9409,2253.0
0,2016-03-04,662,804,2254.0
1,2016-03-04,130,681,2254.0
0,2016-03-05,112,9973,2255.0
1,2016-03-05,500,8091,2255.0
0,2016-03-06,59,1968,2256.0
1,2016-03-06,770,2361,2256.0
1,2016-03-07,328,5766,2257.0
0,2016-03-07,44,6296,2257.0
0,2016-03-08,978,4029,2258.0
1,2016-03-08,108,3194,2258.0
0,2016-03-09,998,6516,2259.0
1,2016-03-09,144,1811,2259.0
0,2016-03-10,169,3841,2260.0
1,2016-03-10,196,7728,2260.0
0,2016-03-11,631,7282,2261.0
1,2016-03-11,985,578,2261.0
0,2016-03-12,344,5973,2262.0
1,2016-03-12,355,7897,2262.0
1,2016-03-13,111,3493,2263.0
0,2016-03-13,977,4451,2263.0
0,2016-03-14,290,324,2264.0
1,2016-03-14,535,8807,2264.0
0,2016-03-15,291,8237,2265.0
1,2016-03-15,473,4095,2265.0
0,2016-03-16,251,5664,2266.0
1,2016-03-16,661,9768,2266.0
0,2016-03-17,559,2862,2267.0
1,2016-03-17,786,7891,2267.0
0,2016-03-18,974,3970,2268.0
1,2016-03-18,542,7623,2268.0
1,2016-03-19,261,421,2269.0
0,2016-03-19,346,2032,2269.0
1,2016-03-20,372,2681,2270.0
0,2016-03-20,525,6522,2270.0
0,2016-03-21,117,5404,2271.0
1,2016-03-21,514,5815,2271.0
0,2016-03-22,235,7679,2272.0
1,2016-03-22,120,4710,2272.0
0,2016-03-23,11,8567,2273.0
1,2016-03-23,691,5257,2273.0
0,2016-03-24,628,3415,2274.0
1,2016-03-24,345,827,2274.0
0,2016-03-25,904,963,2275.0
1,2016-03-25,657,5106,2275.0
0,2016-03-26,504,9671,2276.0
1,2016-03-26,610,4818,2276.0
1,2016-03-27,288,9178,2277.0
0,2016-03-27,528,6514,2277.0
0,2016-03-28,357,4542,2278.0
1,2016-03-28,139,3894,2278.0
0,2016-03-29,935,9390,2279.0
1,2016-03-29,924,2210,2279.0
0,2016-03-30,713,8721,2280.0
1,2016-03-30,774,1363,2280.0
0,2016-03-31,760,6075,2281.0
1,2016-03-31,842,4786,2281.0
0,2016-04-01,886,3491,2282.0
1,2016-04-01,110,6185,2282.0
1,2016-04-02,898,1632,2283.0
0,2016-04-02,96,8995,2283.0
0,2016-04-03,160,5236,2284.0
1,2016-04-03,801,9783,2284.0
0,2016-04-04,883,4004,2285.0
1,2016-04-04,915,7423,2285.0
0,2016-04-05,554,2034,2286.0
1,2016-04-05,218,9081,2286.0
0,2016-04-06,414,9702,2287.0
1,2016-04-06,478,9927,2287.0
0,2016-04-07,49,5385,2288.0
1,2016-04-07,792,9260,2288.0
1,2016-04-08,516,5413,2289.0
0,2016-04-08,412,593,2289.0
0,2016-04-09,963,3578,2290.0
1,2016-04-09,340,2041,2290.0
0,2016-04-10,203,8953,2291.0
1,2016-04-10,431,6183,2291.0
0,2016-04-11,351,2900,2292.0
1,2016-04-11,545,798,2292.0
0,2016-04-12,929,7279,2293.0
1,2016-04-12,403,4541,2293.0
0,2016-04-13,187,1969,2294.0
1,2016-04-13,221,5671,2294.0
1,2016-04-14,264,717,2295.0
0,2016-04-14,490,7489,2295.0
0,2016-04-15,453,2087,2296.0
1,2016-04-15,25,8238,2296.0
0,2016-04-16,633,1436,2297.0
1,2016-04-16,760,101,2297.0
0,2016-04-17,37,8703,2298.0
1,2016-04-17,848,3858,2298.0
0,2016-04-18,973,3380,2299.0
1,2016-04-18,961,6671,2299.0
0,2016-04-19,793,4520,2300.0
1,2016-04-19,954,8286,2300.0
1,2016-04-20,235,2778,2301.0
0,2016-04-20,119,8945,2301.0
0,2016-04-21,929,7074,2302.0
1,2016-04-21,522,1233,2302.0
0,2016-04-22,823,1835,2303.0
1,2016-04-22,675,7183,2303.0
0,2016-04-23,350,8759,2304.0
1,2016-04-23,82,7604,2304.0
0,2016-04-24,246,6814,2305.0
1,2016-04-24,199,830,2305.0
0,2016-04-25,810,1686,2306.0
1,2016-04-25,378,8743,2306.0
0,2016-04-26,282,8322,2307.0
1,2016-04-26,220,8972,2307.0
0,2016-04-27,80,9572,2308.0
1,2016-04-27,550,1440,2308.0
1,2016-04-28,192,928,2309.0
0,2016-04-28,93,6342,2309.0
0,2016-04-29,523,1425,2310.0
1,2016-04-29,863,8824,2310.0
0,2016-04-30,58,1849,2311.0
1,2016-04-30,599,2227,2311.0
0,2016-05-01,668,9190,2312.0
1,2016-05-01,888,5549,2312.0
0,2016-05-02,785,5357,2313.0
1,2016-05-02,617,8231,2313.0
0,2016-05-03,648,9330,2314.0
1,2016-05-03,925,7155,2314.0
1,2016-05-04,161,7735,2315.0
0,2016-05-04,610,3358,2315.0
0,2016-05-05,62,5040,2316.0
1,2016-05-05,685,6022,2316.0
0,2016-05-06,689,1435,2317.0
1,2016-05-06,43,9419,2317.0
0,2016-05-07,321,6679,2318.0
1,2016-05-07,882,5138,2318.0
0,2016-05-08,302,6950,2319.0
1,2016-05-08,372,1465,2319.0
0,2016-05-09,251,3503,2320.0
1,2016-05-09,587,6754,2320.0
1,2016-05-10,937,5873,2321.0
0,2016-05-10,283,3930,2321.0
0,2016-05-11,304,368,2322.0
1,2016-05-11,639,2741,2322.0
0,2016-05-12,84,6617,2323.0
1,2016-05-12,34,2476,2323.0
0,2016-05-13,102,5750,2324.0
1,2016-05-13,67,6823,2324.0
0,2016-05-14,664,893,2325.0
1,2016-05-14,541,8342,2325.0
0,2016-05-15,149,816,2326.0
1,2016-05-15,138,75,2326.0
1,2016-05-16,746,6900,2327.0
0,2016-05-16,335,4702,2327.0
0,2016-05-17,282,2100,2328.0
1,2016-05-17,299,3390,2328.0
0,2016-05-18,415,423,2329.0
1,2016-05-18,745,397,2329.0
0,2016-05-19,337,7220,2330.0
1,2016-05-19,863,7473,2330.0
0,2016-05-20,878,4890,2331.0
1,2016-05-20,550,5473,2331.0
0,2016-05-21,63,2772,2332.0
1,2016-05-21,582,4402,2332.0
0,2016-05-22,64,549,2333.0
1,2016-05-22,947,9435,2333.0
1,2016-05-23,697,7739,2334.0
0,2016-05-23,205,7727,2334.0
0,2016-05-24,223,9903,2335.0
1,2016-05-24,885,7121,2335.0
0,2016-05-25,329,9974,2336.0
1,2016-05-25,752,2947,2336.0
0,2016-05-26,361,2365,2337.0
1,2016-05-26,418,9188,2337.0
0,2016-05-27,434,9900,2338.0
1,2016-05-27,989,3594,2338.0
0,2016-05-28,57,4047,2339.0
1,2016-05-28,591,9550,2339.0
1,2016-05-29,179,5179,2340.0
0,2016-05-29,173,6248,2340.0
0,2016-05-30,746,4531,2341.0
1,2016-05-30,79,5198,2341.0
0,2016-05-31,340,2332,2342.0
1,2016-05-31,314,5833,2342.0
0,2016-06-01,149,7052,2343.0
1,2016-06-01,824,7045,2343.0
0,2016-06-02,645,1019,2344.0
1,2016-06-02,908,9318,2344.0
0,2016-06-03,898,3849,2345.0
1,2016-06-03,914,4009,2345.0
0,2016-06-04,959,4049,2346.0
1,2016-06-04,573,6852,2346.0
1,2016-06-05,171,1380,2347.0
0,2016-06-05,820,8987,2347.0
0,2016-06-06,743,2793,2348.0
1,2016-06-06,889,9887,2348.0
0,2016-06-07,741,1659,2349.0
1,2016-06-07,737,5364,2349.0
0,2016-06-08,607,5840,2350.0
1,2016-06-08,510,6532,2350.0
0,2016-06-09,114,1162,2351.0
1,2016-06-09,391,7481,2351.0
0,2016-06-10,569,7645,2352.0
1,2016-06-10,810,9254,2352.0
1,2016-06-11,413,6472,2353.0
0,2016-06-11,638,5480,2353.0
0,2016-06-12,517,5037,2354.0
1,2016-06-12,17,249,2354.0
0,2016-06-13,942,6226,2355.0
1,2016-06-13,959,1333,2355.0
0,2016-06-14,358,7954,2356.0
1,2016-06-14,874,700,2356.0
0,2016-06-15,259,1469,2357.0
1,2016-06-15,328,3165,2357.0
0,2016-06-16,1,8852,2358.0
1,2016-06-16,683,154,2358.0
1,2016-06-17,619,5909,2359.0
0,2016-06-17,956,4181,2359.0
1,2016-06-18,565,3112,2360.0
0,2016-06-18,712,3019,2360.0
0,2016-06-19,613,4660,2361.0
1,2016-06-19,923,3081,2361.0
0,2016-06-20,801,8843,2362.0
1,2016-06-20,420,3970,2362.0
0,2016-06-21,541,3859,2363.0
1,2016-06-21,431,2076,2363.0
0,2016-06-22,955,9235,2364.0
1,2016-06-22,289,2520,2364.0
0,2016-06-23,505,5997,2365.0
1,2016-06-23,811,5455,2365.0
1,2016-06-24,890,688,2366.0
0,2016-06-24,523,1154,2366.0
0,2016-06-25,959,850,2367.0
1,2016-06-25,945,8772,2367.0
0,2016-06-26,454,4873,2368.0
1,2016-06-26,32,4346,2368.0
0,2016-06-27,908,4941,2369.0
1,2016-06-27,415,3556,2369.0
0,2016-06-28,833,5420,2370.0
