Draw,Date,Pick3,Pick4
0,2013-05-04,74,3257
1,2013-05-04,858,711
0,2013-05-05,416,1302
1,2013-05-05,513,8746
0,2013-05-06,535,2463
1,2013-05-06,41,4632
0,2013-05-07,615,8304
1,2013-05-07,508,470
0,2013-05-08,979,9991
1,2013-05-08,121,9756
0,2013-05-09,190,1612
1,2013-05-09,261,3045
0,2013-05-10,466,6291
1,2013-05-10,81,8405
0,2013-05-11,759,6180
1,2013-05-11,381,4902
0,2013-05-12,790,8719
1,2013-05-12,535,744
0,2013-05-13,757,3838
1,2013-05-13,566,1449
0,2013-05-14,439,1484
1,2013-05-14,343,1576
0,2013-05-15,252,2852
1,2013-05-15,527,5028
0,2013-05-16,274,7138
1,2013-05-16,500,7831
0,2013-05-17,952,4253
1,2013-05-17,298,4047
0,2013-05-18,949,4877
1,2013-05-18,134,6231
0,2013-05-19,482,2567
1,2013-05-19,860,925
0,2013-05-20,395,2575
1,2013-05-20,562,4746
0,2013-05-21,465,494
1,2013-05-21,738,2699
0,2013-05-22,106,1128
1,2013-05-22,426,2197
0,2013-05-23,921,5396
1,2013-05-23,217,1654
0,2013-05-24,902,784
1,2013-05-24,708,9523
0,2013-05-25,435,7592
1,2013-05-25,61,2581
0,2013-05-26,781,5169
1,2013-05-26,492,849
0,2013-05-27,601,7123
1,2013-05-27,22,9117
0,2013-05-28,568,5799
1,2013-05-28,931,2564
0,2013-05-29,768,763
1,2013-05-29,416,3801
0,2013-05-30,676,2346
1,2013-05-30,52,4043
0,2013-05-31,982,3891
1,2013-05-31,513,3332
0,2013-06-01,372,2238
1,2013-06-01,600,5472
0,2013-06-02,702,4152
1,2013-06-02,661,4957
0,2013-06-03,676,7440
1,2013-06-03,430,2523
0,2013-06-04,383,4679
1,2013-06-04,557,4119
0,2013-06-05,975,4236
1,2013-06-05,920,2353
0,2013-06-06,819,6134
1,2013-06-06,570,7815
0,2013-06-07,738,7151
1,2013-06-07,968,6249
0,2013-06-08,726,6259
1,2013-06-08,3,3194
0,2013-06-09,814,5570
1,2013-06-09,444,5349
0,2013-06-10,190,8451
1,2013-06-10,285,6671
0,2013-06-11,46,8390
1,2013-06-11,244,9873
0,2013-06-12,405,6540
1,2013-06-12,883,5162
0,2013-06-13,738,2490
1,2013-06-13,547,9361
0,2013-06-14,795,8605
1,2013-06-14,264,2735
0,2013-06-15,99,5462
1,2013-06-15,535,426
0,2013-06-16,288,2522
1,2013-06-16,2,3526
0,2013-06-17,206,986
1,2013-06-17,127,1509
0,2013-06-18,420,538
1,2013-06-18,58,1330
0,2013-06-19,771,2884
1,2013-06-19,412,4670
0,2013-06-20,691,5294
1,2013-06-20,249,6692
0,2013-06-21,122,6912
1,2013-06-21,880,4634
0,2013-06-22,748,661
1,2013-06-22,876,8683
0,2013-06-23,906,7791
1,2013-06-23,494,7970
0,2013-06-24,621,2619
1,2013-06-24,383,4351
0,2013-06-25,785,4053
1,2013-06-25,624,8887
0,2013-06-26,647,3196
1,2013-06-26,897,3120
0,2013-06-27,117,1469
1,2013-06-27,559,9292
0,2013-06-28,367,328
1,2013-06-28,599,1785
0,2013-06-29,678,6467
1,2013-06-29,223,1801
0,2013-06-30,517,681
1,2013-06-30,103,6706
0,2013-07-01,330,6189
1,2013-07-01,612,3300
0,2013-07-02,630,2114
1,2013-07-02,572,8313
0,2013-07-03,654,3333
1,2013-07-03,998,9599
0,2013-07-04,342,4436
1,2013-07-04,312,7911
0,2013-07-05,273,3689
1,2013-07-05,75,1310
0,2013-07-06,17,5601
1,2013-07-06,202,515
0,2013-07-07,261,6652
1,2013-07-07,267,7527
0,2013-07-08,382,8807
1,2013-07-08,700,6442
0,2013-07-09,430,767
1,2013-07-09,688,9797
0,2013-07-10,850,3493
1,2013-07-10,728,5356
0,2013-07-11,439,8895
1,2013-07-11,418,435
0,2013-07-12,994,2051
1,2013-07-12,852,4622
0,2013-07-13,120,401
1,2013-07-13,862,3953
0,2013-07-14,845,4279
1,2013-07-14,283,8234
0,2013-07-15,665,7628
1,2013-07-15,477,6946
0,2013-07-16,87,701
1,2013-07-16,363,1841
0,2013-07-17,672,3616
1,2013-07-17,397,1634
0,2013-07-18,89,7435
1,2013-07-18,627,4972
0,2013-07-19,483,8304
1,2013-07-19,460,7330
0,2013-07-20,661,7898
1,2013-07-20,747,9372
0,2013-07-21,828,2100
1,2013-07-21,587,2129
0,2013-07-22,282,275
1,2013-07-22,57,602
0,2013-07-23,460,9454
1,2013-07-23,69,3265
0,2013-07-24,818,8726
1,2013-07-24,746,8722
0,2013-07-25,324,785
1,2013-07-25,349,4858
0,2013-07-26,453,1936
1,2013-07-26,527,1364
0,2013-07-27,126,808
1,2013-07-27,197,2643
0,2013-07-28,106,8282
1,2013-07-28,618,5638
0,2013-07-29,350,1256
1,2013-07-29,926,6869
0,2013-07-30,58,8397
1,2013-07-30,305,1703
0,2013-07-31,835,6445
1,2013-07-31,268,3985
0,2013-08-01,1,7276
1,2013-08-01,504,3526
0,2013-08-02,219,8266
1,2013-08-02,868,9774
0,2013-08-03,928,1258
1,2013-08-03,636,7690
0,2013-08-04,331,6309
1,2013-08-04,726,5948
0,2013-08-05,505,9632
1,2013-08-05,29,2641
0,2013-08-06,396,5858
1,2013-08-06,632,6295
0,2013-08-07,534,8534
1,2013-08-07,738,4815
0,2013-08-08,571,9867
1,2013-08-08,727,249
0,2013-08-09,530,1880
1,2013-08-09,852,1697
0,2013-08-10,556,2490
1,2013-08-10,114,7738
0,2013-08-11,609,1622
1,2013-08-11,835,839
0,2013-08-12,32,1582
1,2013-08-12,23,1354
0,2013-08-13,570,9813
1,2013-08-13,988,5076
0,2013-08-14,10,6507
1,2013-08-14,59,6710
0,2013-08-15,26,915
1,2013-08-15,942,7996
0,2013-08-16,476,2723
1,2013-08-16,406,5037
0,2013-08-17,673,6738
1,2013-08-17,460,5348
0,2013-08-18,860,576
1,2013-08-18,987,4470
0,2013-08-19,10,4359
1,2013-08-19,561,2512
0,2013-08-20,820,6489
1,2013-08-20,975,4571
0,2013-08-21,552,3259
1,2013-08-21,175,300
0,2013-08-22,244,9425
1,2013-08-22,124,1862
0,2013-08-23,825,6879
1,2013-08-23,404,9267
0,2013-08-24,180,6870
1,2013-08-24,887,7868
0,2013-08-25,472,2650
1,2013-08-25,440,3023
0,2013-08-26,62,934
1,2013-08-26,129,5040
0,2013-08-27,406,6333
1,2013-08-27,657,658
0,2013-08-28,604,7913
1,2013-08-28,390,4137
0,2013-08-29,585,4268
1,2013-08-29,589,7292
0,2013-08-30,516,1673
1,2013-08-30,703,4406
0,2013-08-31,514,1711
1,2013-08-31,928,4745
0,2013-09-01,653,1335
1,2013-09-01,423,9663
0,2013-09-02,669,9202
1,2013-09-02,374,6442
0,2013-09-03,833,3486
1,2013-09-03,95,2136
0,2013-09-04,469,3663
1,2013-09-04,129,4599
0,2013-09-05,749,8947
1,2013-09-05,954,5395
0,2013-09-06,616,4098
1,2013-09-06,659,1351
0,2013-09-07,753,1127
1,2013-09-07,327,8738
0,2013-09-08,736,2820
1,2013-09-08,922,7352
0,2013-09-09,646,5787
1,2013-09-09,753,7946
0,2013-09-10,728,5481
1,2013-09-10,528,7617
0,2013-09-11,679,7746
1,2013-09-11,203,6421
0,2013-09-12,106,6905
1,2013-09-12,498,7764
0,2013-09-13,660,7358
1,2013-09-13,769,9932
0,2013-09-14,718,9891
1,2013-09-14,726,1001
0,2013-09-15,658,5553
1,2013-09-15,783,2926
0,2013-09-16,911,8214
1,2013-09-16,992,1732
0,2013-09-17,815,5432
1,2013-09-17,192,7949
0,2013-09-18,669,7245
1,2013-09-18,424,370
0,2013-09-19,85,9086
1,2013-09-19,847,984
0,2013-09-20,127,9575
1,2013-09-20,992,7545
0,2013-09-21,406,610
1,2013-09-21,600,6901
0,2013-09-22,833,7465
1,2013-09-22,237,8611
0,2013-09-23,698,832
1,2013-09-23,682,8052
0,2013-09-24,880,5123
1,2013-09-24,279,3462
0,2013-09-25,59,955
1,2013-09-25,177,6371
0,2013-09-26,29,4126
1,2013-09-26,773,5839
0,2013-09-27,717,8711
1,2013-09-27,176,3253
0,2013-09-28,483,2605
1,2013-09-28,657,4722
0,2013-09-29,405,7915
1,2013-09-29,731,3710
0,2013-09-30,930,695
1,2013-09-30,688,9512
0,2013-10-01,444,5545
1,2013-10-01,101,6247
0,2013-10-02,68,5072
1,2013-10-02,653,3074
0,2013-10-03,378,8960
1,2013-10-03,877,9319
0,2013-10-04,386,5834
1,2013-10-04,966,1242
0,2013-10-05,16,4129
1,2013-10-05,622,684
0,2013-10-06,813,1066
1,2013-10-06,372,1032
0,2013-10-07,846,474
1,2013-10-07,779,9713
0,2013-10-08,503,5758
1,2013-10-08,512,7673
0,2013-10-09,991,2196
1,2013-10-09,667,3273
0,2013-10-10,715,3603
1,2013-10-10,182,5874
0,2013-10-11,25,8479
1,2013-10-11,433,9848
0,2013-10-12,123,6437
1,2013-10-12,605,2773
0,2013-10-13,360,6425
1,2013-10-13,229,3569
0,2013-10-14,586,6103
1,2013-10-14,184,708
0,2013-10-15,895,2065
1,2013-10-15,458,3512
0,2013-10-16,50,1345
1,2013-10-16,131,6960
0,2013-10-17,479,9054
1,2013-10-17,439,761
0,2013-10-18,334,9281
1,2013-10-18,431,2904
0,2013-10-19,855,9245
1,2013-10-19,743,6944
0,2013-10-20,173,8421
1,2013-10-20,499,2067
0,2013-10-21,473,8456
1,2013-10-21,177,532
0,2013-10-22,316,3471
1,2013-10-22,548,7185
0,2013-10-23,946,43
1,2013-10-23,255,8720
0,2013-10-24,105,4800
1,2013-10-24,409,8718
0,2013-10-25,552,4559
1,2013-10-25,864,1084
0,2013-10-26,524,7485
1,2013-10-26,445,3144
0,2013-10-27,353,5587
1,2013-10-27,249,554
0,2013-10-28,635,4176
1,2013-10-28,261,7643
0,2013-10-29,144,3055
1,2013-10-29,479,6968
0,2013-10-30,122,7998
1,2013-10-30,758,9566
0,2013-10-31,695,4394
1,2013-10-31,560,2689
0,2013-11-01,908,460
1,2013-11-01,440,5488
0,2013-11-02,24,497
1,2013-11-02,956,6332
0,2013-11-03,155,9308
1,2013-11-03,421,4492
0,2013-11-04,531,139
1,2013-11-04,221,112
0,2013-11-05,645,3730
1,2013-11-05,282,5867
0,2013-11-06,929,2461
1,2013-11-06,481,9764
0,2013-11-07,224,2861
1,2013-11-07,341,6095
0,2013-11-08,782,7950
1,2013-11-08,381,4467
0,2013-11-09,707,6069
1,2013-11-09,461,9259
0,2013-11-10,879,320
1,2013-11-10,486,5774
0,2013-11-11,439,5800
1,2013-11-11,721,8771
0,2013-11-12,224,6191
1,2013-11-12,480,775
0,2013-11-13,378,6619
1,2013-11-13,812,2306
0,2013-11-14,833,3189
1,2013-11-14,236,5272
0,2013-11-15,706,9437
1,2013-11-15,745,2448
0,2013-11-16,405,9092
1,2013-11-16,674,8518
0,2013-11-17,766,8905
1,2013-11-17,303,9172
0,2013-11-18,185,951
1,2013-11-18,652,307
0,2013-11-19,298,5880
1,2013-11-19,671,2999
0,2013-11-20,280,7270
1,2013-11-20,504,7940
0,2013-11-21,725,6363
1,2013-11-21,602,2337
0,2013-11-22,190,4939
1,2013-11-22,509,6298
0,2013-11-23,562,3687
1,2013-11-23,835,6852
0,2013-11-24,597,9289
1,2013-11-24,893,2761
0,2013-11-25,619,5768
1,2013-11-25,207,5093
0,2013-11-26,208,2562
1,2013-11-26,792,4235
0,2013-11-27,411,1189
1,2013-11-27,952,5708
0,2013-11-28,836,7942
1,2013-11-28,364,1105
0,2013-11-29,182,7840
1,2013-11-29,320,5351
0,2013-11-30,762,5952
1,2013-11-30,347,4339
0,2013-12-01,65,9745
1,2013-12-01,901,4424
0,2013-12-02,259,3026
1,2013-12-02,104,1447
0,2013-12-03,360,5501
1,2013-12-03,329,8277
0,2013-12-04,229,6150
1,2013-12-04,973,6268
0,2013-12-05,165,1172
1,2013-12-05,652,4321
0,2013-12-06,748,7193
1,2013-12-06,606,8292
0,2013-12-07,325,6408
1,2013-12-07,822,5728
0,2013-12-08,471,3052
1,2013-12-08,645,2008
0,2013-12-09,262,551
1,2013-12-09,547,982
0,2013-12-10,171,9334
1,2013-12-10,426,1986
0,2013-12-11,568,8464
1,2013-12-11,384,6016
0,2013-12-12,489,132
1,2013-12-12,539,5454
0,2013-12-13,312,2307
1,2013-12-13,278,5975
0,2013-12-14,394,539
1,2013-12-14,143,2687
0,2013-12-15,573,2691
1,2013-12-15,188,515
0,2013-12-16,616,4513
1,2013-12-16,632,7767
0,2013-12-17,551,5065
1,2013-12-17,679,2358
0,2013-12-18,281,1481
1,2013-12-18,388,3970
0,2013-12-19,819,9732
1,2013-12-19,393,345
0,2013-12-20,789,1910
1,2013-12-20,52,3550
0,2013-12-21,593,8651
1,2013-12-21,105,5598
0,2013-12-22,175,49
1,2013-12-22,803,2568
0,2013-12-23,74,2935
1,2013-12-23,931,7649
0,2013-12-24,863,6484
1,2013-12-24,423,5967
0,2013-12-25,124,5130
1,2013-12-25,22,9583
0,2013-12-26,804,2395
1,2013-12-26,29,5723
0,2013-12-27,30,7080
1,2013-12-27,996,7374
0,2013-12-28,958,98
1,2013-12-28,952,4119
0,2013-12-29,507,5197
1,2013-12-29,232,5843
0,2013-12-30,483,6504
1,2013-12-30,154,7635
0,2013-12-31,567,9045
1,2013-12-31,537,9455
