Day - Draw, Date, Pick 3, Pick 4, Pick 5, Classic Lotto, Kicker, Rolling Cash 5, Mega Millions, Powerball, Lucky For Life
THU - EVE, 1/19/2012, 743, 8346, , , , 3 5 13 20 29 $120000.00, , ,
FRI - MID, 1/20/2012, 580, 2067, , , , , , ,
FRI - EVE, 1/20/2012, 588, 8762, , , , 3 4 9 21 36 $100000.00, 1 9 28 38 47 +8 x2 $60.00 M/0, ,
SAT - MID, 1/21/2012, 293, 2505, , , , , , ,
SAT - EVE, 1/21/2012, 680, 5329, , 9 23 26 35 38 44 $2.80 M/0, , 10 14 18 33 34 $110000.00, , 12 24 43 44 45 +7 x-1 $100.00 M/0,
SUN - MID, 1/22/2012, 126, 9818, , , , , , ,
SUN - EVE, 1/22/2012, 026, 1385, , , , 14 23 24 33 35 $120000.00, , ,
MON - MID, 1/23/2012, 485, 4436, , , , , , ,
MON - EVE, 1/23/2012, 904, 4727, , 5 43 44 45 47 48 $2.90 M/0, , 8 9 15 19 33 $130000.00, , ,
TUE - MID, 1/24/2012, 576, 5910, , , , , , ,
TUE - EVE, 1/24/2012, 012, 4262, , , , 7 10 22 23 24 $153000.00, 10 22 24 36 49 +33 x4 $71.00 M/1, ,
WED - MID, 1/25/2012, 881, 3481, , , , , , ,
WED - EVE, 1/25/2012, 690, 7140, , 1 2 6 24 29 42 $3.00 M/0, , 6 9 11 21 32 $184000.00, , 4 19 28 29 47 +5 x-1 $120.00 M/0,
THU - MID, 1/26/2012, 030, 1984, , , , , , ,
THU - EVE, 1/26/2012, 196, 3556, , , , 7 18 27 32 38 $100000.00, , ,
FRI - MID, 1/27/2012, 610, 6281, , , , , , ,
FRI - EVE, 1/27/2012, 298, 6234, , , , 4 11 19 29 36 $110000.00, 3 5 30 36 48 +23 x4 $12.00 M/0, ,
SAT - MID, 1/28/2012, 776, 5556, , , , , , ,
SAT - EVE, 1/28/2012, 533, 5414, , 2 9 13 22 40 48 $3.10 M/0, , 16 23 31 38 39 $120000.00, , 5 33 41 54 59 +13 x-1 $146.00 M/0,
SUN - MID, 1/29/2012, 202, 5195, , , , , , ,
SUN - EVE, 1/29/2012, 532, 0054, , , , 3 13 26 31 37 $130000.00, , ,
MON - MID, 1/30/2012, 235, 2297, , , , , , ,
MON - EVE, 1/30/2012, 105, 0524, , 13 20 22 25 26 39 $3.20 M/0, , 11 19 22 31 35 $100000.00, , ,
TUE - MID, 1/31/2012, 862, 5199, , , , , , ,
TUE - EVE, 1/31/2012, 002, 4253, , , , 2 6 14 17 19 $110000.00, 17 18 28 43 9 +9 x3 $15.00 M/0, ,
WED - MID, 2/1/2012, 018, 1227, , , , , , ,
WED - EVE, 2/1/2012, 140, 2337, , 6 15 28 31 33 45 $3.30 M/0, , 15 20 22 23 33 $100000.00, , 8 13 17 34 59 +35 x-1 $170.00 M/0,
THU - MID, 2/2/2012, 023, 8488, , , , , , ,
THU - EVE, 2/2/2012, 113, 0991, , , , 9 13 23 32 34 $110000.00, , ,
FRI - MID, 2/3/2012, 333, 8580, , , , , , ,
FRI - EVE, 2/3/2012, 141, 7861, , , , 1 9 17 21 31 $100000.00, 7 19 21 49 53 +35 x4 $23.00 M/0, ,
SAT - MID, 2/4/2012, 163, 2188, , , , , , ,
SAT - EVE, 2/4/2012, 442, 6398, , 15 20 26 29 34 45 $3.40 M/0, , 4 7 17 24 28 $110000.00, , 15 23 43 45 56 +7 x-1 $200.00 M/0,
SUN - MID, 2/5/2012, 779, 6623, , , , , , ,
SUN - EVE, 2/5/2012, 086, 4141, , , , 16 17 19 23 34 $120000.00, , ,
MON - MID, 2/6/2012, 930, 8012, , , , , , ,
MON - EVE, 2/6/2012, 733, 9824, , 8 10 18 32 38 49 $3.50 M/0, , 10 32 33 37 39 $130000.00, , ,
TUE - MID, 2/7/2012, 460, 7602, , , , , , ,
TUE - EVE, 2/7/2012, 487, 7499, , , , 3 11 12 14 38 $140000.00, 17 23 30 37 45 +4 x4 $32.00 M/0, ,
WED - MID, 2/8/2012, 294, 3827, , , , , , ,
WED - EVE, 2/8/2012, 451, 6434, , 2 3 27 32 33 42 $3.60 M/0, , 1 3 8 14 30 $100000.00, , 17 28 38 39 51 +33 x-1 $250.00 M/0,
THU - MID, 2/9/2012, 540, 1726, , , , , , ,
THU - EVE, 2/9/2012, 865, 9923, , , , 3 6 11 16 25 $110000.00, , ,
FRI - MID, 2/10/2012, 375, 0436, , , , , , ,
FRI - EVE, 2/10/2012, 720, 2237, , , , 4 11 15 27 31 $120000.00, 3 4 18 29 50 +20 x4 $41.00 M/0, ,
SAT - MID, 2/11/2012, 553, 2949, , , , , , ,
SAT - EVE, 2/11/2012, 740, 1940, , 2 3 18 26 33 35 $3.70 M/0, , 4 5 10 19 23 $130000.00, , 1 10 37 52 57 +11 x-1 $325.00 M/1,
SUN - MID, 2/12/2012, 202, 1092, , , , , , ,
SUN - EVE, 2/12/2012, 410, 6231, , , , 9 23 25 28 32 $140000.00, , ,
MON - MID, 2/13/2012, 510, 1936, , , , , , ,
MON - EVE, 2/13/2012, 404, 5080, , 4 19 25 34 39 41 $3.80 M/0, , 4 15 19 26 34 $150000.00, , ,
TUE - MID, 2/14/2012, 690, 1801, , , , , , ,
TUE - EVE, 2/14/2012, 326, 7771, , , , 8 14 20 26 38 $196000.00, 3 5 10 26 27 +27 x2 $51.00 M/0, ,
WED - MID, 2/15/2012, 219, 8386, , , , , , ,
WED - EVE, 2/15/2012, 442, 1502, , 14 17 20 27 28 47 $3.90 M/0, , 1 19 27 31 36 $252000.00, , 12 32 52 56 11 +11 x-1 $40.00 M/0,
THU - MID, 2/16/2012, 826, 8320, , , , , , ,
THU - EVE, 2/16/2012, 718, 1290, , , , 13 17 26 27 38 $308000.00, , ,
FRI - MID, 2/17/2012, 928, 6411, , , , , , ,
FRI - EVE, 2/17/2012, 769, 4279, , , , 2 11 25 29 32 $100000.00, 16 25 28 32 40 +3 x3 $61.00 M/0, ,
SAT - MID, 2/18/2012, 251, 9591, , , , , , ,
SAT - EVE, 2/18/2012, 920, 9873, , 14 16 18 29 39 43 $4.00 M/0, , 2 13 25 26 36 $110000.00, , 23 28 50 56 59 +5 x-1 $50.00 M/0,
SUN - MID, 2/19/2012, 628, 4980, , , , , , ,
SUN - EVE, 2/19/2012, 172, 0863, , , , 2 14 18 19 34 $100000.00, , ,
MON - MID, 2/20/2012, 653, 1442, , , , , , ,
MON - EVE, 2/20/2012, 272, 3915, , 9 19 20 25 33 38 $4.10 M/0, , 1 6 18 20 38 $110000.00, , ,
TUE - MID, 2/21/2012, 255, 2206, , , , , , ,
TUE - EVE, 2/21/2012, 511, 1272, , , , 1 17 26 27 36 $120000.00, 9 30 39 42 47 +37 x3 $72.00 M/0, ,
WED - MID, 2/22/2012, 313, 1974, , , , , , ,
WED - EVE, 2/22/2012, 290, 5566, , 6 13 16 31 39 43 $4.20 M/0, , 5 17 20 26 28 $130000.00, , 7 16 17 39 51 +32 x-1 $60.00 M/0,
THU - MID, 2/23/2012, 224, 6010, , , , , , ,
THU - EVE, 2/23/2012, 014, 6116, , , , 2 6 13 27 36 $150000.00, , ,
FRI - MID, 2/24/2012, 363, 3737, , , , , , ,
FRI - EVE, 2/24/2012, 658, 1941, , , , 3 4 5 28 36 $100000.00, 1 16 18 25 27 +3 x4 $83.00 M/0, ,
SAT - MID, 2/25/2012, 750, 2257, , , , , , ,
SAT - EVE, 2/25/2012, 806, 8083, , 14 28 31 32 34 37 $4.40 M/0, , 8 13 17 21 38 $110000.00, , 6 11 42 53 54 +7 x-1 $70.00 M/1,
SUN - MID, 2/26/2012, 526, 8236, , , , , , ,
SUN - EVE, 2/26/2012, 770, 3677, , , , 20 24 26 35 36 $120000.00, , ,
MON - MID, 2/27/2012, 416, 3117, , , , , , ,
MON - EVE, 2/27/2012, 155, 8881, , 2 4 9 25 27 33 $4.60 M/0, , 3 12 16 26 27 $150000.00, , ,
TUE - MID, 2/28/2012, 908, 9006, , , , , , ,
TUE - EVE, 2/28/2012, 397, 3043, , , , 2 3 17 27 30 $100000.00, 6 15 29 39 51 +36 x3 $94.00 M/0, ,
WED - MID, 2/29/2012, 000, 4918, , , , , , ,
WED - EVE, 2/29/2012, 783, 3879, , 1 2 10 17 22 41 $4.70 M/0, , 8 11 22 23 29 $100000.00, , 1 4 11 23 26 +14 x-1 $40.00 M/0,
THU - MID, 3/1/2012, 128, 0645, , , , , , ,
THU - EVE, 3/1/2012, 970, 3407, , , , 13 20 30 33 34 $100000.00, , ,
FRI - MID, 3/2/2012, 900, 8676, , , , , , ,
FRI - EVE, 3/2/2012, 216, 6918, , , , 7 15 23 35 36 $110000.00, 16 29 48 52 54 +5 x2 $108.00 M/0, ,
SAT - MID, 3/3/2012, 004, 2594, , , , , , ,
SAT - EVE, 3/3/2012, 519, 2710, , 1 4 31 45 46 48 $4.80 M/0, , 9 14 15 21 26 $120000.00, , 29 30 45 47 49 +35 x-1 $50.00 M/0,
SUN - MID, 3/4/2012, 599, 6046, , , , , , ,
SUN - EVE, 3/4/2012, 592, 1414, , , , 2 13 22 36 37 $138000.00, , ,
MON - MID, 3/5/2012, 528, 6714, , , , , , ,
MON - EVE, 3/5/2012, 897, 7349, , 2 3 18 23 25 26 $5.00 M/0, , 9 11 14 20 24 $100000.00, , ,
TUE - MID, 3/6/2012, 588, 8727, , , , , , ,
TUE - EVE, 3/6/2012, 908, 7006, , , , 2 8 9 27 28 $110000.00, 20 24 31 33 36 +44 x4 $127.00 M/0, ,
WED - MID, 3/7/2012, 253, 2831, , , , , , ,
WED - EVE, 3/7/2012, 139, 5900, , 3 7 13 20 25 49 $5.10 M/0, , 6 10 11 24 27 $120000.00, , 35 45 46 47 12 +12 x-1 $60.00 M/1,
THU - MID, 3/8/2012, 731, 2549, , , , , , ,
THU - EVE, 3/8/2012, 971, 2416, , , , 2 19 29 33 36 $100000.00, , ,
FRI - MID, 3/9/2012, 394, 0501, , , , , , ,
FRI - EVE, 3/9/2012, 768, 1314, , , , 19 21 24 26 32 $110000.00, 9 10 27 36 42 +11 x4 $148.00 M/0, ,
SAT - MID, 3/10/2012, 885, 6499, , , , , , ,
SAT - EVE, 3/10/2012, 934, 6855, , 7 20 22 27 42 46 $5.20 M/0, , 8 15 17 22 27 $120000.00, , 14 17 20 41 5 +5 x-1 $40.00 M/0,
SUN - MID, 3/11/2012, 856, 3603, , , , , , ,
SUN - EVE, 3/11/2012, 037, 6182, , , , 6 8 17 20 33 $131000.00, , ,
MON - MID, 3/12/2012, 959, 7643, , , , , , ,
MON - EVE, 3/12/2012, 121, 6996, , 9 13 18 26 31 42 $5.40 M/0, , 1 14 20 28 31 $166000.00, , ,
TUE - MID, 3/13/2012, 236, 2709, , , , , , ,
TUE - EVE, 3/13/2012, 139, 7846, , , , 3 7 19 24 36 $100000.00, 2 8 30 36 48 +31 x3 $171.00 M/0, ,
WED - MID, 3/14/2012, 770, 0666, , , , , , ,
WED - EVE, 3/14/2012, 841, 5166, , 7 19 20 21 43 46 $5.50 M/0, , 5 8 17 26 37 $110000.00, , 1 8 41 46 59 +24 x-1 $50.00 M/0,
THU - MID, 3/15/2012, 196, 6828, , , , , , ,
THU - EVE, 3/15/2012, 386, 5741, , , , 15 18 19 22 36 $100000.00, , ,
FRI - MID, 3/16/2012, 973, 4353, , , , , , ,
FRI - EVE, 3/16/2012, 147, 3187, , , , 6 16 26 28 29 $110000.00, 28 29 43 51 53 +7 x3 $200.00 M/0, ,
SAT - MID, 3/17/2012, 212, 4582, , , , , , ,
SAT - EVE, 3/17/2012, 332, 9523, , 1 9 15 26 40 46 $5.70 M/0, , 3 8 21 25 37 $100000.00, , 11 14 49 55 58 +30 x-1 $60.00 M/0,
SUN - MID, 3/18/2012, 926, 8897, , , , , , ,
SUN - EVE, 3/18/2012, 996, 1940, , , , 1 4 22 24 27 $110000.00, , ,
MON - MID, 3/19/2012, 797, 5972, , , , , , ,
MON - EVE, 3/19/2012, 866, 9305, , 10 12 19 29 41 49 $5.80 M/0, , 16 27 33 37 38 $120000.00, , ,
TUE - MID, 3/20/2012, 272, 8638, , , , , , ,
TUE - EVE, 3/20/2012, 467, 3387, , , , 12 22 29 32 35 $130000.00, 1 4 6 11 14 +30 x4 $241.00 M/0, ,
WED - MID, 3/21/2012, 430, 3846, , , , , , ,
WED - EVE, 3/21/2012, 028, 2723, , 24 35 37 43 46 48 $6.00 M/0, , 5 14 25 29 35 $152000.00, , 32 43 53 55 56 +6 x-1 $70.00 M/0,
THU - MID, 3/22/2012, 347, 4984, , , , , , ,
THU - EVE, 3/22/2012, 463, 0440, , , , 3 9 19 29 32 $196000.00, , ,
FRI - MID, 3/23/2012, 694, 4736, , , , , , ,
FRI - EVE, 3/23/2012, 927, 1296, , , , 10 19 30 34 38 $100000.00, 6 17 19 21 20 +20 x4 $290.00 M/0, ,
SAT - MID, 3/24/2012, 317, 6594, , , , , , ,
SAT - EVE, 3/24/2012, 142, 1431, , 6 7 20 40 44 49 $6.10 M/0, , 2 20 36 38 39 $110000.00, , 1 15 35 37 47 +8 x-1 $40.00 M/0,
SUN - MID, 3/25/2012, 315, 5607, , , , , , ,
SUN - EVE, 3/25/2012, 492, 6200, , , , 2 23 29 32 37 $120000.00, , ,
MON - MID, 3/26/2012, 071, 4336, , , , , , ,
MON - EVE, 3/26/2012, 100, 0328, , 2 14 32 37 45 49 $6.30 M/0, , 3 7 8 37 39 $136000.00, , ,
TUE - MID, 3/27/2012, 437, 9530, , , , , , ,
TUE - EVE, 3/27/2012, 446, 4072, , , , 1 10 29 30 32 $177000.00, 9 19 34 44 51 +24 x3 $363.00 M/0, ,
WED - MID, 3/28/2012, 869, 9872, , , , , , ,
WED - EVE, 3/28/2012, 856, 1998, , 8 10 24 38 40 44 $6.40 M/0, , 4 5 6 21 38 $100000.00, , 11 16 29 50 58 +33 x-1 $50.00 M/0,
THU - MID, 3/29/2012, 951, 1372, , , , , , ,
THU - EVE, 3/29/2012, 883, 0297, , , , 17 19 22 35 36 $110000.00, , ,
FRI - MID, 3/30/2012, 022, 2448, , , , , , ,
FRI - EVE, 3/30/2012, 377, 2482, , , , 31 33 35 36 37 $120000.00, 2 4 38 46 23 +23 x3 $640.00 M/3, ,
SAT - MID, 3/31/2012, 669, 8657, , , , , , ,
SAT - EVE, 3/31/2012, 730, 7029, , 3 28 29 30 35 49 $6.50 M/0, , 2 11 24 28 37 $100000.00, , 5 14 36 54 58 +27 x-1 $60.00 M/0,
SUN - MID, 4/1/2012, 627, 4093, , , , , , ,
SUN - EVE, 4/1/2012, 620, 7972, , , , 1 11 19 30 35 $110000.00, , ,
MON - MID, 4/2/2012, 664, 5272, , , , , , ,
MON - EVE, 4/2/2012, 038, 6353, , 7 8 9 14 21 30 $6.80 M/0, 301224, 18 21 22 26 34 $70000.00, , ,
TUE - MID, 4/3/2012, 091, 5405, , , , , , ,
TUE - EVE, 4/3/2012, 543, 1361, , , , 9 14 15 31 39 $100000.00, 11 35 38 41 52 +40 x4 $12.00 M/0, ,
WED - MID, 4/4/2012, 029, 2213, , , , , , ,
WED - EVE, 4/4/2012, 123, 3911, , 2 23 24 29 45 48 $6.90 M/0, 673351, 1 12 15 19 33 $110000.00, , 1 24 33 45 49 +12 x-1 $300.00 M/0,
THU - MID, 4/5/2012, 832, 4570, , , , , , ,
THU - EVE, 4/5/2012, 398, 8330, , , , 2 7 8 16 24 $100000.00, , ,
FRI - MID, 4/6/2012, 929, 0208, , , , , , ,
FRI - EVE, 4/6/2012, 664, 1627, , , , 12 21 35 38 39 $100000.00, 2 19 20 24 33 +39 x2 $20.00 M/0, ,
SAT - MID, 4/7/2012, 573, 7199, , , , , , ,
SAT - EVE, 4/7/2012, 754, 3450, , 14 20 24 37 40 49 $7.00 M/0, 918273, 11 19 20 34 38 $110000.00, , 5 13 17 20 30 +18 x-1 $80.00 M/0,
SUN - MID, 4/8/2012, 735, 1810, , , , , , ,
SUN - EVE, 4/8/2012, 940, 5435, , , , 6 9 28 32 39 $120000.00, , ,
MON - MID, 4/9/2012, 168, 2694, , , , , , ,
MON - EVE, 4/9/2012, 157, 9170, , 16 19 23 25 31 36 $7.20 M/0, 135798, 9 12 16 30 33 $131000.00, , ,
TUE - MID, 4/10/2012, 693, 6535, , , , , , ,
TUE - EVE, 4/10/2012, 560, 5409, , , , 1 5 7 29 38 $100000.00, 2 6 12 31 48 +25 x4 $31.00 M/0, ,
WED - MID, 4/11/2012, 305, 9432, , , , , , ,
WED - EVE, 4/11/2012, 982, 5935, , 6 7 23 29 35 40 $7.40 M/0, 789012, 2 6 20 25 32 $110000.00, , 16 23 42 44 47 +2 x-1 $94.00 M/0,
THU - MID, 4/12/2012, 166, 7835, , , , , , ,
THU - EVE, 4/12/2012, 528, 1362, , , , 12 18 22 28 31 $120000.00, , ,
FRI - MID, 4/13/2012, 268, 9474, , , , , , ,
FRI - EVE, 4/13/2012, 437, 0822, , , , 11 12 17 18 22 $130000.00, 9 14 17 36 42 +33 x4 $42.00 M/0, ,
SAT - MID, 4/14/2012, 456, 1003, , , , , , ,
SAT - EVE, 4/14/2012, 684, 9945, , 5 20 24 33 41 47 $7.50 M/0, , 12 24 29 36 39 $100000.00, , 14 15 16 19 24 +2 x-1 $113.00 M/0,
SUN - MID, 4/15/2012, 437, 8550, , , , , , ,
SUN - EVE, 4/15/2012, 746, 2409, , , , 26 31 35 36 39 $110000.00, , ,
MON - MID, 4/16/2012, 018, 5170, , , , , , ,
MON - EVE, 4/16/2012, 844, 5160, , 8 9 18 32 33 47 $7.70 M/0, , 5 12 15 27 37 $120000.00, , ,
TUE - MID, 4/17/2012, 776, 1511, , , , , , ,
TUE - EVE, 4/17/2012, 354, 6482, , , , 5 6 19 21 26 $100000.00, 1 16 24 32 48 +2 x4 $53.00 M/0, ,
WED - MID, 4/18/2012, 992, 2864, , , , , , ,
WED - EVE, 4/18/2012, 975, 7023, , 4 5 16 20 24 45 $7.80 M/0, 123456, 7 13 20 23 25 $110000.00, , 20 22 39 46 49 +29 x-1 $131.00 M/0,
THU - MID, 4/19/2012, 112, 7210, , , , , , ,
THU - EVE, 4/19/2012, 998, 5686, , , , 4 11 22 31 39 $120000.00, , ,
FRI - MID, 4/20/2012, 445, 4053, , , , , , ,
FRI - EVE, 4/20/2012, 855, 0938, , , , 10 12 25 28 39 $130000.00, 14 23 26 33 35 +40 x3 $65.00 M/0, ,
SAT - MID, 4/21/2012, 004, 0457, , , , , , ,
SAT - EVE, 4/21/2012, 314, 4255, , 5 6 7 8 20 48 $8.00 M/0, , 12 16 18 27 31 $100000.00, , 6 8 20 42 51 +16 x-1 $152.00 M/0,
SUN - MID, 4/22/2012, 009, 3772, , , , , , ,
SUN - EVE, 4/22/2012, 721, 1860, , , , 5 6 10 13 23 $110000.00, , ,
MON - MID, 4/23/2012, 219, 4716, , , , , , ,
MON - EVE, 4/23/2012, 021, 8641, , 4 21 33 37 43 49 $8.10 M/0, , 4 5 8 26 28 $120000.00, , ,
TUE - MID, 4/24/2012, 707, 2946, , , , , , ,
TUE - EVE, 4/24/2012, 612, 4860, , , , 12 20 29 31 35 $130000.00, 3 9 15 37 38 +39 x4 $76.00 M/0, ,
WED - MID, 4/25/2012, 822, 5830, , , , , , ,
WED - EVE, 4/25/2012, 076, 1063, , 16 25 28 38 45 46 $8.30 M/0, , 12 24 28 29 31 $140000.00, , 4 25 34 43 29 +29 x-1 $173.00 M/1,
THU - MID, 4/26/2012, 352, 6577, , , , , , ,
THU - EVE, 4/26/2012, 215, 0174, , , , 4 13 27 30 36 $153000.00, , ,
FRI - MID, 4/27/2012, 574, 3038, , , , , , ,
FRI - EVE, 4/27/2012, 182, 4483, , , , 5 24 36 37 38 $200000.00, 2 5 45 46 47 +37 x4 $88.00 M/0, ,
SAT - MID, 4/28/2012, 390, 8885, , , , , , ,
SAT - EVE, 4/28/2012, 277, 0387, , 5 23 28 42 44 46 $8.40 M/0, , 7 10 20 29 35 $263000.00, , 31 39 40 57 58 +33 x-1 $40.00 M/0,
SUN - MID, 4/29/2012, 474, 5613, , , , , , ,
SUN - EVE, 4/29/2012, 070, 7644, , , , 16 20 25 27 33 $319000.00, , ,
MON - MID, 4/30/2012, 054, 3684, , , , , , ,
MON - EVE, 4/30/2012, 284, 4934, , 2 11 25 33 42 44 $8.60 M/0, 867414, 3 5 8 9 37 $365000.00, , ,
TUE - MID, 5/1/2012, 499, 7407, , , , , , ,
TUE - EVE, 5/1/2012, 837, 8232, , , , 2 10 14 21 37 $418000.00, 24 27 31 45 52 +38 x4 $102.00 M/0, ,
WED - MID, 5/2/2012, 008, 8473, , , , , , ,
WED - EVE, 5/2/2012, 160, 9704, , 4 11 15 18 43 48 $8.70 M/0, 429859, 5 20 30 33 36 $497000.00, , 7 8 33 38 50 +29 x-1 $50.00 M/0,
THU - MID, 5/3/2012, 494, 0248, , , , , , ,
THU - EVE, 5/3/2012, 080, 6150, , , , 2 7 22 29 33 $593000.00, , ,
FRI - MID, 5/4/2012, 586, 9854, , , , , , ,
FRI - EVE, 5/4/2012, 429, 0606, , , , 16 25 29 34 37 $100000.00, 4 11 21 42 53 +38 x4 $118.00 M/1, ,
SAT - MID, 5/5/2012, 354, 7727, , , , , , ,
SAT - EVE, 5/5/2012, 992, 3016, , 9 16 24 30 40 45 $8.90 M/0, 838756, 12 15 37 38 39 $100000.00, , 9 12 20 44 59 +23 x-1 $60.00 M/0,
SUN - MID, 5/6/2012, 155, 2107, , , , , , ,
SUN - EVE, 5/6/2012, 791, 1822, , , , 2 29 30 33 39 $110000.00, , ,
MON - MID, 5/7/2012, 634, 1950, , , , , , ,
MON - EVE, 5/7/2012, 708, 9413, , 4 5 11 14 22 26 $9.10 M/0, 072235, 2 9 19 22 28 $100000.00, , ,
TUE - MID, 5/8/2012, 229, 3023, , , , , , ,
TUE - EVE, 5/8/2012, 911, 2708, , , , 11 19 25 29 31 $110000.00, 2 6 8 18 51 +19 x3 $12.00 M/0, ,
WED - MID, 5/9/2012, 433, 3309, , , , , , ,
WED - EVE, 5/9/2012, 115, 6620, , 3 19 31 32 38 45 $9.20 M/0, 199017, 13 14 23 28 38 $100000.00, , 1 7 11 55 56 +1 x-1 $70.00 M/0,
THU - MID, 5/10/2012, 036, 4116, , , , , , ,
THU - EVE, 5/10/2012, 031, 2219, , , , 11 15 16 29 36 $110000.00, , ,
FRI - MID, 5/11/2012, 467, 1024, , , , , , ,
FRI - EVE, 5/11/2012, 511, 3764, , , , 2 3 21 31 36 $120000.00, 3 15 29 35 54 +8 x4 $16.00 M/0, ,
SAT - MID, 5/12/2012, 431, 0112, , , , , , ,
SAT - EVE, 5/12/2012, 493, 6788, , 3 6 11 18 22 47 $9.40 M/0, 599115, 1 4 29 30 32 $136000.00, , 10 24 35 53 58 +22 x-1 $80.00 M/0,
SUN - MID, 5/13/2012, 212, 8748, , , , , , ,
SUN - EVE, 5/13/2012, 219, 2429, , , , 13 22 25 30 39 $183000.00, , ,
MON - MID, 5/14/2012, 255, 4462, , , , , , ,
MON - EVE, 5/14/2012, 401, 9839, , 4 5 14 20 24 47 $9.50 M/0, 775841, 14 21 28 31 35 $222000.00, , ,
TUE - MID, 5/15/2012, 289, 3154, , , , , , ,
TUE - EVE, 5/15/2012, 418, 3548, , , , 5 23 27 31 32 $100000.00, 10 11 12 14 24 +6 x4 $25.00 M/1, ,
WED - MID, 5/16/2012, 276, 4652, , , , , , ,
WED - EVE, 5/16/2012, 640, 0304, , 8 20 26 42 43 48 $9.70 M/0, 152727, 7 12 23 29 33 $110000.00, , 3 7 21 28 43 +2 x-1 $90.00 M/0,
THU - MID, 5/17/2012, 358, 4141, , , , , , ,
THU - EVE, 5/17/2012, 713, 8147, , , , 3 9 28 30 38 $100000.00, , ,
FRI - MID, 5/18/2012, 556, 1110, , , , , , ,
FRI - EVE, 5/18/2012, 458, 1837, , , , 1 13 15 16 18 $100000.00, 3 11 22 34 49 +1 x4 $12.00 M/0, ,
