Day - Draw, Date, Pick 3, Pick 4, Pick 5, Classic Lotto, Kicker, Rolling Cash 5, Mega Millions, Powerball, Lucky For Life
FRI - EVE, 1/25/2013, 546, 1100, 77044, , , 3 10 17 22 23 $197000.00, 11 12 17 31 48 +1 x4 $89.00 M/1, ,
SAT - MID, 1/26/2013, 853, 8838, 81305, , , , , ,
SAT - EVE, 1/26/2013, 610, 6322, 07916, 12 15 16 20 25 28 $26.80 M/0, 438101, 6 7 8 36 39 $229000.00, , 3 22 26 41 49 +18 x-1 $130.00 M/0,
SUN - MID, 1/27/2013, 565, 7164, 32943, , , , , ,
SUN - EVE, 1/27/2013, 304, 4219, 85905, , , 8 14 36 37 38 $100000.00, , ,
MON - MID, 1/28/2013, 969, 3383, 98593, , , , , ,
MON - EVE, 1/28/2013, 356, 3209, 97212, 4 6 12 25 39 41 $26.90 M/0, 317674, 2 20 27 29 31 $110000.00, , ,
TUE - MID, 1/29/2013, 309, 8844, 84348, , , , , ,
TUE - EVE, 1/29/2013, 783, 1750, 56911, , , 9 12 22 30 38 $100000.00, 8 12 27 46 47 +6 x3 $12.00 M/0, ,
WED - MID, 1/30/2013, 948, 9338, 22971, , , , , ,
WED - EVE, 1/30/2013, 675, 1566, 96945, 2 24 29 31 32 49 $27.10 M/0, 515710, 7 26 30 32 39 $110000.00, , 14 16 32 47 52 +16 x-1 $151.00 M/0,
THU - MID, 1/31/2013, 285, 6430, 24384, , , , , ,
THU - EVE, 1/31/2013, 528, 6397, 56818, , , 11 19 21 29 37 $120000.00, , ,
FRI - MID, 2/1/2013, 283, 5864, 47969, , , , , ,
FRI - EVE, 2/1/2013, 148, 5636, 49093, , , 7 18 22 32 37 $130000.00, 1 30 32 40 41 +17 x3 $13.00 M/0, ,
SAT - MID, 2/2/2013, 964, 9649, 46010, , , , , ,
SAT - EVE, 2/2/2013, 558, 0921, 67697, 6 9 30 31 34 39 $27.20 M/0, 347561, 10 11 20 21 35 $147000.00, , 11 16 33 40 41 +34 x-1 $176.00 M/0,
SUN - MID, 2/3/2013, 787, 3018, 79846, , , , , ,
SUN - EVE, 2/3/2013, 693, 8090, 89305, , , 2 4 5 25 26 $184000.00, , ,
MON - MID, 2/4/2013, 366, 8732, 04804, , , , , ,
MON - EVE, 2/4/2013, 414, 6355, 03880, 4 7 9 11 13 16 $27.40 M/0, 735497, 12 18 24 32 36 $210000.00, , ,
TUE - MID, 2/5/2013, 474, 2641, 84278, , , , , ,
TUE - EVE, 2/5/2013, 485, 5572, 34496, , , 11 16 31 36 37 $247000.00, 2 5 10 26 44 +46 x4 $19.00 M/1, ,
WED - MID, 2/6/2013, 539, 9177, 48670, , , , , ,
WED - EVE, 2/6/2013, 928, 7791, 27681, 9 14 18 31 32 49 $27.50 M/0, 179940, 1 4 11 27 35 $100000.00, , 5 27 36 38 41 +12 x-1 $208.00 M/1,
THU - MID, 2/7/2013, 530, 9239, 21144, , , , , ,
THU - EVE, 2/7/2013, 102, 4882, 71036, , , 2 3 14 20 28 $110000.00, , ,
FRI - MID, 2/8/2013, 349, 9433, 12435, , , , , ,
FRI - EVE, 2/8/2013, 669, 1989, 01754, , , 7 23 24 25 37 $120000.00, 6 15 20 39 50 +5 x4 $12.00 M/0, ,
SAT - MID, 2/9/2013, 335, 2637, 33812, , , , , ,
SAT - EVE, 2/9/2013, 410, 8655, 02984, 5 23 27 28 31 42 $27.70 M/0, 175955, 7 13 26 27 35 $100000.00, , 5 6 16 36 58 +3 x-1 $40.00 M/0,
SUN - MID, 2/10/2013, 813, 1646, 15643, , , , , ,
SUN - EVE, 2/10/2013, 014, 4814, 49323, , , 3 17 20 31 34 $110000.00, , ,
MON - MID, 2/11/2013, 795, 5152, 08567, , , , , ,
MON - EVE, 2/11/2013, 308, 1752, 23247, 4 14 16 17 44 48 $27.90 M/0, 870401, 1 12 26 31 33 $120000.00, , ,
TUE - MID, 2/12/2013, 690, 1639, 90664, , , , , ,
TUE - EVE, 2/12/2013, 593, 3438, 24833, , , 13 24 29 33 39 $130000.00, 9 22 32 38 55 +44 x3 $13.00 M/0, ,
WED - MID, 2/13/2013, 492, 2960, 58052, , , , , ,
WED - EVE, 2/13/2013, 244, 0167, 19701, 9 10 13 30 31 39 $28.10 M/0, 330758, 19 23 27 28 36 $150000.00, , 12 23 25 27 43 +29 x-1 $50.00 M/0,
THU - MID, 2/14/2013, 131, 3866, 09586, , , , , ,
THU - EVE, 2/14/2013, 166, 6090, 03622, , , 4 11 20 21 23 $100000.00, , ,
FRI - MID, 2/15/2013, 875, 3561, 99196, , , , , ,
FRI - EVE, 2/15/2013, 268, 2277, 49597, , , 5 8 10 26 28 $110000.00, 11 35 41 42 44 +42 x4 $20.00 M/0, ,
SAT - MID, 2/16/2013, 045, 4768, 82539, , , , , ,
SAT - EVE, 2/16/2013, 266, 0008, 71774, 8 9 24 31 34 48 $28.20 M/0, 394799, 1 20 23 27 36 $120000.00, , 15 16 46 50 58 +29 x-1 $60.00 M/0,
SUN - MID, 2/17/2013, 236, 1662, 07915, , , , , ,
SUN - EVE, 2/17/2013, 791, 8148, 73104, , , 8 9 27 35 36 $130000.00, , ,
MON - MID, 2/18/2013, 919, 0072, 26363, , , , , ,
MON - EVE, 2/18/2013, 676, 9023, 01313, 11 21 23 44 47 48 $28.50 M/0, 067669, 2 10 11 20 22 $100000.00, , ,
TUE - MID, 2/19/2013, 160, 6887, 97679, , , , , ,
TUE - EVE, 2/19/2013, 275, 3832, 83855, , , 5 13 16 22 23 $100000.00, 1 15 19 30 56 +28 x3 $26.00 M/1, ,
WED - MID, 2/20/2013, 177, 7902, 07354, , , , , ,
WED - EVE, 2/20/2013, 578, 5243, 44048, 6 11 22 43 44 48 $28.60 M/0, 102419, 12 24 35 38 39 $110000.00, , 3 17 19 25 32 +17 x-1 $70.00 M/0,
THU - MID, 2/21/2013, 190, 2123, 36978, , , , , ,
THU - EVE, 2/21/2013, 360, 9699, 47329, , , 5 6 18 29 34 $120000.00, , ,
FRI - MID, 2/22/2013, 588, 1144, 15135, , , , , ,
FRI - EVE, 2/22/2013, 977, 1206, 77851, , , 14 15 27 31 36 $130000.00, 9 13 24 38 49 +30 x3 $12.00 M/0, ,
SAT - MID, 2/23/2013, 799, 8513, 15168, , , , , ,
SAT - EVE, 2/23/2013, 347, 7572, 37468, 2 12 15 33 41 47 $28.80 M/0, 107691, 6 7 11 18 31 $148000.00, , 2 5 31 39 41 +29 x-1 $80.00 M/0,
SUN - MID, 2/24/2013, 863, 4784, 04166, , , , , ,
SUN - EVE, 2/24/2013, 831, 9260, 84021, , , 4 11 15 16 20 $100000.00, , ,
MON - MID, 2/25/2013, 993, 7758, 24847, , , , , ,
MON - EVE, 2/25/2013, 233, 1631, 38371, 12 16 18 36 39 42 $29.00 M/0, 221165, 5 10 23 24 38 $100000.00, , ,
TUE - MID, 2/26/2013, 267, 3728, 21649, , , , , ,
TUE - EVE, 2/26/2013, 971, 8810, 45928, , , 1 17 19 23 25 $110000.00, 6 7 13 15 43 +7 x4 $13.00 M/0, ,
WED - MID, 2/27/2013, 829, 0140, 30418, , , , , ,
WED - EVE, 2/27/2013, 676, 2902, 75245, 13 22 27 30 33 38 $29.20 M/0, 422173, 5 9 20 29 31 $120000.00, , 3 14 20 34 48 +21 x-1 $90.00 M/0,
THU - MID, 2/28/2013, 174, 7936, 22901, , , , , ,
THU - EVE, 2/28/2013, 054, 7769, 89401, , , 1 12 18 30 34 $130000.00, , ,
FRI - MID, 3/1/2013, 609, 2040, 15264, , , , , ,
FRI - EVE, 3/1/2013, 413, 5137, 45849, , , 14 15 21 23 36 $100000.00, 17 30 38 43 51 +20 x4 $19.00 M/0, ,
SAT - MID, 3/2/2013, 786, 4236, 23863, , , , , ,
SAT - EVE, 3/2/2013, 051, 6249, 69171, 1 4 27 32 37 48 $29.30 M/0, 795847, 3 11 19 25 31 $110000.00, , 3 8 13 41 56 +16 x-1 $103.00 M/0,
SUN - MID, 3/3/2013, 597, 1821, 79985, , , , , ,
SUN - EVE, 3/3/2013, 998, 3493, 19534, , , 4 8 14 31 34 $120000.00, , ,
MON - MID, 3/4/2013, 717, 6615, 84359, , , , , ,
MON - EVE, 3/4/2013, 704, 6722, 34947, 9 24 33 42 43 46 $29.60 M/0, 589322, 9 24 27 28 31 $130000.00, , ,
TUE - MID, 3/5/2013, 055, 4304, 39560, , , , , ,
TUE - EVE, 3/5/2013, 247, 6724, 08655, , , 3 8 14 27 36 $143000.00, 6 20 39 41 46 +42 x3 $26.00 M/0, ,
WED - MID, 3/6/2013, 832, 5514, 01264, , , , , ,
WED - EVE, 3/6/2013, 805, 7034, 21881, 2 5 6 12 13 48 $29.70 M/0, 469468, 6 9 23 36 39 $176000.00, , 6 10 23 41 45 +1 x-1 $123.00 M/0,
THU - MID, 3/7/2013, 714, 1298, 62849, , , , , ,
THU - EVE, 3/7/2013, 373, 5578, 87162, , , 10 12 18 20 25 $224000.00, , ,
FRI - MID, 3/8/2013, 207, 3895, 50810, , , , , ,
FRI - EVE, 3/8/2013, 464, 2424, 80293, , , 8 10 12 22 28 $100000.00, 4 11 25 34 35 +44 x4 $33.00 M/0, ,
SAT - MID, 3/9/2013, 526, 2564, 09979, , , , , ,
SAT - EVE, 3/9/2013, 150, 8168, 05494, 6 9 17 18 24 32 $29.90 M/0, 142802, 1 11 13 28 32 $110000.00, , 10 37 40 46 52 +12 x-1 $150.00 M/0,
SUN - MID, 3/10/2013, 818, 3865, 94006, , , , , ,
SUN - EVE, 3/10/2013, 344, 1897, 87511, , , 17 20 24 30 31 $120000.00, , ,
MON - MID, 3/11/2013, 902, 8392, 61754, , , , , ,
MON - EVE, 3/11/2013, 736, 1282, 52964, 14 19 21 34 43 48 $30.10 M/0, 811041, 9 24 37 38 39 $130000.00, , ,
TUE - MID, 3/12/2013, 421, 4348, 47344, , , , , ,
TUE - EVE, 3/12/2013, 135, 1949, 11729, , , 1 15 21 31 37 $140000.00, 9 12 19 20 30 +39 x4 $41.00 M/1, ,
WED - MID, 3/13/2013, 079, 4886, 70329, , , , , ,
WED - EVE, 3/13/2013, 286, 0314, 48568, 4 6 11 23 35 40 $30.20 M/0, 903286, 9 12 17 21 27 $100000.00, , 5 9 28 32 38 +29 x-1 $183.00 M/0,
THU - MID, 3/14/2013, 289, 5615, 44001, , , , , ,
THU - EVE, 3/14/2013, 919, 7539, 76056, , , 10 12 17 23 35 $100000.00, , ,
FRI - MID, 3/15/2013, 621, 7950, 16560, , , , , ,
FRI - EVE, 3/15/2013, 030, 5806, 72477, , , 7 15 26 29 38 $110000.00, 4 8 17 22 32 +8 x2 $12.00 M/0, ,
SAT - MID, 3/16/2013, 402, 1453, 22016, , , , , ,
SAT - EVE, 3/16/2013, 922, 8106, 70515, 6 17 18 23 31 33 $30.40 M/0, 356404, 9 23 32 36 39 $120000.00, , 3 7 21 44 53 +16 x-1 $216.00 M/0,
SUN - MID, 3/17/2013, 064, 8344, 35694, , , , , ,
SUN - EVE, 3/17/2013, 618, 0425, 02887, , , 13 18 26 35 37 $130000.00, , ,
MON - MID, 3/18/2013, 541, 3831, 22982, , , , , ,
MON - EVE, 3/18/2013, 722, 6596, 08878, 11 17 19 21 38 39 $30.60 M/0, 715552, 16 21 34 37 39 $154000.00, , ,
TUE - MID, 3/19/2013, 166, 3793, 60788, , , , , ,
TUE - EVE, 3/19/2013, 656, 1466, 50239, , , 4 15 24 27 36 $202000.00, 3 6 14 21 37 +35 x3 $13.00 M/0, ,
WED - MID, 3/20/2013, 711, 3742, 86202, , , , , ,
WED - EVE, 3/20/2013, 228, 3764, 86632, 4 8 26 35 39 40 $30.80 M/0, 515157, 2 9 21 29 37 $240000.00, , 13 14 17 43 54 +15 x-1 $260.00 M/0,
THU - MID, 3/21/2013, 388, 2194, 45982, , , , , ,
THU - EVE, 3/21/2013, 127, 7747, 52622, , , 7 8 17 28 33 $100000.00, , ,
FRI - MID, 3/22/2013, 020, 3733, 87053, , , , , ,
FRI - EVE, 3/22/2013, 659, 0167, 88803, , , 10 14 20 23 31 $110000.00, 14 27 34 37 41 +38 x4 $20.00 M/0, ,
SAT - MID, 3/23/2013, 221, 0765, 62969, , , , , ,
SAT - EVE, 3/23/2013, 905, 6049, 36503, 1 5 12 14 16 17 $31.00 M/0, 608194, 2 17 28 32 36 $100000.00, , 17 29 31 52 53 +31 x-1 $320.00 M/1,
SUN - MID, 3/24/2013, 740, 5709, 37913, , , , , ,
SUN - EVE, 3/24/2013, 815, 3612, 46587, , , 7 15 19 30 31 $110000.00, , ,
MON - MID, 3/25/2013, 271, 7504, 34762, , , , , ,
MON - EVE, 3/25/2013, 524, 5732, 33967, 1 11 14 19 24 48 $31.20 M/0, 530221, 10 18 19 22 36 $120000.00, , ,
TUE - MID, 3/26/2013, 247, 0887, 23855, , , , , ,
TUE - EVE, 3/26/2013, 900, 3832, 26882, , , 16 23 36 38 39 $100000.00, 20 33 46 49 51 +46 x4 $26.00 M/0, ,
WED - MID, 3/27/2013, 300, 2532, 36709, , , , , ,
WED - EVE, 3/27/2013, 562, 5966, 40632, 5 15 18 31 39 41 $31.30 M/0, 955497, 4 5 8 17 20 $110000.00, , 7 37 43 48 52 +16 x-1 $40.00 M/0,
THU - MID, 3/28/2013, 033, 9321, 61991, , , , , ,
THU - EVE, 3/28/2013, 682, 9580, 96626, , , 9 16 23 25 32 $120000.00, , ,
FRI - MID, 3/29/2013, 919, 3673, 51288, , , , , ,
FRI - EVE, 3/29/2013, 557, 9402, 32966, , , 12 13 14 21 35 $130000.00, 25 31 36 46 53 +21 x4 $34.00 M/0, ,
SAT - MID, 3/30/2013, 735, 1149, 79303, , , , , ,
SAT - EVE, 3/30/2013, 594, 2919, 49346, 5 10 25 27 37 45 $31.50 M/0, 104702, 5 7 15 24 32 $147000.00, , 11 23 26 46 55 +27 x-1 $50.00 M/1,
SUN - MID, 3/31/2013, 309, 1392, 42484, , , , , ,
SUN - EVE, 3/31/2013, 756, 4021, 44912, , , 4 23 25 28 32 $100000.00, , ,
MON - MID, 4/1/2013, 506, 8488, 78985, , , , , ,
MON - EVE, 4/1/2013, 897, 4230, 82322, 1 6 8 12 14 26 $31.80 M/0, 192442, 2 11 12 24 32 $110000.00, , ,
TUE - MID, 4/2/2013, 775, 0830, 58680, , , , , ,
TUE - EVE, 4/2/2013, 917, 8588, 55600, , , 1 11 13 17 33 $120000.00, 7 10 14 40 47 +34 x4 $42.00 M/0, ,
WED - MID, 4/3/2013, 312, 9675, 99391, , , , , ,
WED - EVE, 4/3/2013, 312, 9141, 61046, 6 13 14 29 33 34 $31.90 M/0, 881113, 3 5 22 24 38 $100000.00, , 1 6 8 12 35 +3 x-1 $40.00 M/0,
THU - MID, 4/4/2013, 972, 2944, 16292, , , , , ,
THU - EVE, 4/4/2013, 372, 1998, 52443, , , 3 5 17 24 28 $110000.00, , ,
FRI - MID, 4/5/2013, 224, 7042, 83067, , , , , ,
FRI - EVE, 4/5/2013, 405, 1226, 56951, , , 10 11 20 33 39 $120000.00, 8 15 23 36 41 +5 x3 $50.00 M/0, ,
SAT - MID, 4/6/2013, 285, 7929, 97259, , , , , ,
SAT - EVE, 4/6/2013, 114, 7885, 89658, 16 18 26 29 39 47 $32.10 M/0, 616357, 9 24 29 34 39 $130000.00, , 4 7 8 29 39 +24 x-1 $50.00 M/0,
SUN - MID, 4/7/2013, 223, 6425, 41757, , , , , ,
SUN - EVE, 4/7/2013, 963, 7848, 87332, , , 15 19 23 30 36 $100000.00, , ,
MON - MID, 4/8/2013, 253, 6198, 47669, , , , , ,
MON - EVE, 4/8/2013, 311, 9096, 76583, 17 22 32 35 48 49 $32.30 M/0, 663693, 2 6 21 24 32 $100000.00, , ,
TUE - MID, 4/9/2013, 132, 7570, 75361, , , , , ,
TUE - EVE, 4/9/2013, 484, 5395, 80026, , , 21 25 28 34 35 $110000.00, 17 30 41 48 54 +13 x4 $56.00 M/0, ,
WED - MID, 4/10/2013, 782, 8723, 62424, , , , , ,
WED - EVE, 4/10/2013, 855, 2602, 09895, 4 21 26 28 34 47 $32.50 M/0, 271404, 3 13 16 37 39 $120000.00, , 1 36 40 52 53 +20 x-1 $60.00 M/0,
THU - MID, 4/11/2013, 450, 7110, 33069, , , , , ,
THU - EVE, 4/11/2013, 831, 4729, 45206, , , 3 4 12 23 31 $130000.00, , ,
FRI - MID, 4/12/2013, 789, 8610, 28965, , , , , ,
FRI - EVE, 4/12/2013, 620, 3246, 44336, , , 2 11 29 34 37 $147000.00, 1 10 13 19 21 +28 x3 $66.00 M/0, ,
SAT - MID, 4/13/2013, 479, 1788, 02788, , , , , ,
SAT - EVE, 4/13/2013, 453, 2454, 63738, 3 15 20 25 27 44 $32.70 M/0, 194084, 2 16 23 35 38 $196000.00, , 10 12 31 56 57 +33 x-1 $70.00 M/0,
SUN - MID, 4/14/2013, 289, 8003, 31836, , , , , ,
SUN - EVE, 4/14/2013, 087, 2426, 12586, , , 11 12 15 26 36 $253000.00, , ,
MON - MID, 4/15/2013, 219, 7719, 27200, , , , , ,
MON - EVE, 4/15/2013, 863, 0462, 91300, 2 9 16 17 29 48 $32.90 M/0, 061679, 17 19 21 24 32 $292000.00, , ,
TUE - MID, 4/16/2013, 533, 5105, 72897, , , , , ,
TUE - EVE, 4/16/2013, 928, 4465, 36789, , , 8 20 29 31 34 $344000.00, 2 5 15 18 39 +42 x2 $74.00 M/0, ,
WED - MID, 4/17/2013, 124, 7475, 93940, , , , , ,
WED - EVE, 4/17/2013, 573, 6188, 13363, 4 5 28 34 35 49 $33.10 M/0, 651169, 1 12 14 24 29 $100000.00, , 13 18 36 48 58 +28 x-1 $80.00 M/0,
THU - MID, 4/18/2013, 733, 0986, 50804, , , , , ,
THU - EVE, 4/18/2013, 599, 1347, 21403, , , 5 12 24 33 38 $110000.00, , ,
FRI - MID, 4/19/2013, 224, 9222, 21338, , , , , ,
FRI - EVE, 4/19/2013, 147, 2266, 07791, , , 12 23 34 36 39 $120000.00, 6 8 12 22 43 +28 x4 $83.00 M/0, ,
SAT - MID, 4/20/2013, 513, 3982, 19676, , , , , ,
SAT - EVE, 4/20/2013, 274, 5581, 75999, 14 17 18 35 38 47 $33.30 M/0, 772567, 13 24 33 36 37 $100000.00, , 6 8 30 39 48 +20 x-1 $95.00 M/0,
SUN - MID, 4/21/2013, 374, 8283, 77940, , , , , ,
SUN - EVE, 4/21/2013, 926, 6725, 03068, , , 13 20 22 31 34 $100000.00, , ,
MON - MID, 4/22/2013, 895, 0441, 36976, , , , , ,
MON - EVE, 4/22/2013, 024, 7583, 76322, 1 8 27 35 41 42 $33.50 M/0, 352389, 5 10 25 28 38 $110000.00, , ,
TUE - MID, 4/23/2013, 716, 5178, 32158, , , , , ,
TUE - EVE, 4/23/2013, 349, 9656, 04190, , , 4 28 29 30 32 $120000.00, 9 21 22 32 50 +10 x3 $92.00 M/0, ,
WED - MID, 4/24/2013, 415, 4856, 79621, , , , , ,
WED - EVE, 4/24/2013, 737, 9642, 39499, 2 16 24 29 43 47 $33.70 M/0, 763727, 13 14 16 19 28 $130000.00, , 9 19 31 56 59 +2 x-1 $116.00 M/0,
THU - MID, 4/25/2013, 561, 2472, 47465, , , , , ,
THU - EVE, 4/25/2013, 326, 0157, 42619, , , 7 12 15 26 28 $145000.00, , ,
FRI - MID, 4/26/2013, 258, 0850, 19554, , , , , ,
FRI - EVE, 4/26/2013, 018, 6022, 09074, , , 6 11 15 36 38 $176000.00, 17 42 49 54 55 +31 x4 $103.00 M/0, ,
SAT - MID, 4/27/2013, 339, 6202, 05495, , , , , ,
SAT - EVE, 4/27/2013, 391, 0117, 36636, 2 13 14 22 23 36 $33.90 M/0, 709284, 9 11 16 25 34 $100000.00, , 3 23 48 54 55 +5 x-1 $140.00 M/0,
SUN - MID, 4/28/2013, 814, 2467, 25549, , , , , ,
SUN - EVE, 4/28/2013, 686, 1501, 42615, , , 1 7 8 31 35 $110000.00, , ,
MON - MID, 4/29/2013, 968, 4542, 76186, , , , , ,
MON - EVE, 4/29/2013, 167, 1096, 77436, 1 13 33 35 39 44 $34.10 M/0, 865658, 2 7 31 36 39 $120000.00, , ,
TUE - MID, 4/30/2013, 052, 7494, 65836, , , , , ,
TUE - EVE, 4/30/2013, 788, 0325, 67969, , , 3 11 20 21 34 $130000.00, 21 30 34 39 49 +43 x3 $114.00 M/0, ,
WED - MID, 5/1/2013, 981, 8027, 30916, , , , , ,
WED - EVE, 5/1/2013, 389, 3646, 15843, 3 5 12 14 16 33 $34.30 M/0, 524411, 1 4 5 29 39 $100000.00, , 22 26 31 54 55 +18 x-1 $165.00 M/0,
THU - MID, 5/2/2013, 218, 3484, 28642, , , , , ,
THU - EVE, 5/2/2013, 171, 2910, 02443, , , 9 14 18 29 35 $110000.00, , ,
FRI - MID, 5/3/2013, 347, 9579, 34147, , , , , ,
FRI - EVE, 5/3/2013, 208, 6560, 01359, , , 5 10 12 14 30 $120000.00, 2 20 34 42 54 +39 x2 $126.00 M/0, ,
SAT - MID, 5/4/2013, 074, 3257, 54063, , , , , ,
SAT - EVE, 5/4/2013, 858, 0711, 17457, 1 13 34 40 44 48 $34.40 M/0, 214557, 18 25 26 27 29 $100000.00, , 7 12 26 36 40 +17 x-1 $191.00 M/0,
SUN - MID, 5/5/2013, 416, 1302, 15101, , , , , ,
SUN - EVE, 5/5/2013, 513, 8746, 15413, , , 7 11 31 33 39 $110000.00, , ,
MON - MID, 5/6/2013, 535, 2463, 54509, , , , , ,
MON - EVE, 5/6/2013, 041, 4632, 94973, 5 7 10 12 13 35 $34.70 M/0, 859940, 6 8 13 17 18 $120000.00, , ,
TUE - MID, 5/7/2013, 615, 8304, 49399, , , , , ,
TUE - EVE, 5/7/2013, 508, 0470, 23957, , , 1 8 19 24 35 $130000.00, 1 6 13 20 51 +31 x4 $139.00 M/0, ,
WED - MID, 5/8/2013, 979, 9991, 04848, , , , , ,
WED - EVE, 5/8/2013, 121, 9756, 87469, 1 19 28 36 37 48 $34.80 M/0, 685201, 8 10 12 16 25 $140000.00, , 21 22 26 30 57 +27 x-1 $222.00 M/0,
THU - MID, 5/9/2013, 190, 1612, 97795, , , , , ,
THU - EVE, 5/9/2013, 261, 3045, 41924, , , 15 26 34 35 37 $150000.00, , ,
FRI - MID, 5/10/2013, 466, 6291, 72547, , , , , ,
