Day - Draw, Date, Pick 3, Pick 4, Pick 5, Classic Lotto, Kicker, Rolling Cash 5, Mega Millions, Powerball, Lucky For Life
SAT - MID, 1/14/2017, 577, 0833, 68118, , , , , ,
SAT - EVE, 1/14/2017, 312, 6026, 58244, 15 21 22 28 41 45 $7.60 M/0, 019151, 4 12 19 23 24 $120000.00, , 23 55 59 64 69 +13 x5 $121.00 M/0,
SUN - MID, 1/15/2017, 858, 0929, 67412, , , , , ,
SUN - EVE, 1/15/2017, 030, 8397, 96383, , , 5 18 19 21 32 $130000.00, , ,
MON - MID, 1/16/2017, 402, 5365, 15883, , , , , ,
MON - EVE, 1/16/2017, 855, 4355, 38132, 2 5 19 25 27 46 $7.70 M/0, 472841, 6 12 25 32 38 $140000.00, , ,5 6 24 25 26 +10
TUE - MID, 1/17/2017, 385, 0847, 67938, , , , , ,
TUE - EVE, 1/17/2017, 984, 2149, 45848, , , 15 18 24 37 39 $150000.00, 20 31 54 56 59 +3 x5 $150.00 M/0, ,
WED - MID, 1/18/2017, 273, 4047, 75863, , , , , ,
WED - EVE, 1/18/2017, 689, 9802, 11983, 36 37 39 43 48 49 $7.80 M/0, 579409, 1 10 14 17 30 $191000.00, , 9 40 41 53 58 +12 x2 $135.00 M/0,
THU - MID, 1/19/2017, 356, 4371, 50643, , , , , ,
THU - EVE, 1/19/2017, 572, 5434, 42747, , , 8 13 23 30 32 $100000.00, , ,4 7 15 24 27 +70
FRI - MID, 1/20/2017, 571, 1379, 49225, , , , , ,
FRI - EVE, 1/20/2017, 265, 1569, 41909, , , 3 7 13 27 32 $100000.00, 7 9 24 41 53 +14 x3 $162.00 M/0, ,
SAT - MID, 1/21/2017, 649, 1560, 68392, , , , , ,
SAT - EVE, 1/21/2017, 707, 2992, 86121, 1 7 12 19 20 23 $7.90 M/0, 273775, 10 17 27 35 37 $110000.00, , 23 25 45 52 67 +2 x2 $153.00 M/0,
SUN - MID, 1/22/2017, 713, 7382, 01855, , , , , ,
SUN - EVE, 1/22/2017, 247, 9216, 79485, , , 7 10 11 24 35 $120000.00, , ,
MON - MID, 1/23/2017, 248, 3684, 46638, , , , , ,
MON - EVE, 1/23/2017, 944, 7773, 41704, 7 30 31 33 35 45 $8.00 M/0, 302311, 8 22 27 33 38 $130000.00, , ,3 20 29 41 45 +10
TUE - MID, 1/24/2017, 445, 4273, 11609, , , , , ,
TUE - EVE, 1/24/2017, 272, 5259, 39212, , , 1 5 17 35 38 $140000.00, 8 42 54 63 67 +11 x4 $177.00 M/0, ,
WED - MID, 1/25/2017, 654, 0307, 00505, , , , , ,
WED - EVE, 1/25/2017, 077, 1066, 56580, 9 11 19 28 35 42 $8.10 M/0, 302598, 4 11 21 30 37 $150000.00, , 18 28 62 66 68 +22 x2 $170.00 M/0,
THU - MID, 1/26/2017, 841, 9127, 35673, , , , , ,
THU - EVE, 1/26/2017, 007, 8979, 61885, , , 10 13 20 29 35 $180000.00, , ,3 11 13 31 42 +60
FRI - MID, 1/27/2017, 181, 9510, 50635, , , , , ,
FRI - EVE, 1/27/2017, 283, 6383, 88278, , , 3 4 10 15 33 $223000.00, 17 37 53 54 61 +8 x3 $188.00 M/1, ,
SAT - MID, 1/28/2017, 847, 5988, 46422, , , , , ,
SAT - EVE, 1/28/2017, 159, 5925, 38807, 3 18 26 27 33 34 $8.20 M/0, 522811, 8 11 12 34 39 $271000.00, , 12 20 39 49 69 +17 x2 $187.00 M/0,
SUN - MID, 1/29/2017, 415, 5443, 34055, , , , , ,
SUN - EVE, 1/29/2017, 645, 0953, 70935, , , 6 16 21 23 29 $100000.00, , ,
MON - MID, 1/30/2017, 072, 7954, 13704, , , , , ,
MON - EVE, 1/30/2017, 200, 2028, 40293, 1 25 33 34 45 49 $8.30 M/0, 633744, 1 12 22 24 30 $110000.00, , ,6 8 28 36 42 +120
TUE - MID, 1/31/2017, 145, 6847, 92153, , , , , ,
TUE - EVE, 1/31/2017, 777, 3142, 35830, , , 6 10 12 18 21 $120000.00, 3 14 27 62 72 +4 x3 $15.00 M/0, ,
WED - MID, 2/1/2017, 758, 7597, 42398, , , , , ,
WED - EVE, 2/1/2017, 792, 2948, 46479, 7 10 35 37 41 46 $8.40 M/0, 361319, 22 26 29 31 39 $130000.00, , 9 43 57 60 64 +10 x2 $206.00 M/0,
THU - MID, 2/2/2017, 731, 6709, 74625, , , , , ,
THU - EVE, 2/2/2017, 323, 4916, 54536, , , 9 10 21 31 37 $100000.00, , ,31 32 36 46 48 +140
FRI - MID, 2/3/2017, 245, 8865, 96070, , , , , ,
FRI - EVE, 2/3/2017, 031, 5511, 77527, , , 11 18 21 27 30 $110000.00, 3 6 29 30 64 +3 x5 $20.00 M/0, ,
SAT - MID, 2/4/2017, 077, 0794, 14809, , , , , ,
SAT - EVE, 2/4/2017, 673, 9266, 37740, 10 19 22 41 44 49 $8.50 M/0, 231912, 7 11 15 28 31 $120000.00, , 6 13 16 17 52 +25 x3 $229.00 M/0,
SUN - MID, 2/5/2017, 922, 8446, 05107, , , , , ,
SUN - EVE, 2/5/2017, 172, 7808, 93130, , , 4 11 16 18 38 $130000.00, , ,
MON - MID, 2/6/2017, 338, 7269, 51438, , , , , ,
MON - EVE, 2/6/2017, 250, 3345, 75692, 7 9 18 20 39 49 $8.60 M/0, 991793, 9 12 28 32 38 $140000.00, , ,3 5 6 7 39 +110
TUE - MID, 2/7/2017, 630, 1361, 01112, , , , , ,
TUE - EVE, 2/7/2017, 727, 2385, 18709, , , 1 4 12 25 30 $157000.00, 23 28 37 56 71 +12 x5 $25.00 M/0, ,
WED - MID, 2/8/2017, 056, 9724, 94460, , , , , ,
WED - EVE, 2/8/2017, 755, 9012, 55197, 1 3 13 39 43 45 $8.70 M/0, 637776, 18 19 30 36 38 $100000.00, , 14 20 42 49 66 +5 x2 $255.00 M/0,
THU - MID, 2/9/2017, 692, 5533, 30261, , , , , ,
THU - EVE, 2/9/2017, 630, 1452, 70119, , , 1 9 20 28 38 $110000.00, , ,5 9 17 40 44 +40
FRI - MID, 2/10/2017, 718, 2255, 63023, , , , , ,
FRI - EVE, 2/10/2017, 797, 8302, 06385, , , 5 10 13 28 36 $120000.00, 32 39 51 62 75 +14 x5 $30.00 M/0, ,
SAT - MID, 2/11/2017, 751, 8961, 82733, , , , , ,
SAT - EVE, 2/11/2017, 206, 0489, 40075, 12 16 32 40 45 46 $8.80 M/0, 709290, 10 22 23 35 39 $130000.00, , 5 9 17 37 64 +2 x2 $285.00 M/0,
SUN - MID, 2/12/2017, 923, 9167, 75743, , , , , ,
SUN - EVE, 2/12/2017, 782, 3193, 63687, , , 2 3 5 22 35 $155000.00, , ,
MON - MID, 2/13/2017, 778, 2145, 39857, , , , , ,
MON - EVE, 2/13/2017, 602, 8713, 06922, 4 33 35 38 41 44 $8.90 M/0, 220576, 1 8 13 36 39 $185000.00, , ,4 9 38 41 42 +50
TUE - MID, 2/14/2017, 668, 3668, 74180, , , , , ,
TUE - EVE, 2/14/2017, 601, 8685, 22746, , , 14 17 22 28 30 $232000.00, 7 11 33 60 68 +15 x5 $38.00 M/0, ,
WED - MID, 2/15/2017, 553, 1573, 44182, , , , , ,
WED - EVE, 2/15/2017, 297, 9794, 49776, 19 28 31 35 40 49 $9.00 M/0, 681251, 6 21 23 24 32 $100000.00, , 5 28 33 38 42 +19 x2 $310.00 M/0,
THU - MID, 2/16/2017, 545, 1255, 54297, , , , , ,
THU - EVE, 2/16/2017, 214, 1223, 08064, , , 12 19 20 25 30 $100000.00, , ,6 18 40 46 47 +10
FRI - MID, 2/17/2017, 200, 7621, 03451, , , , , ,
FRI - EVE, 2/17/2017, 805, 4213, 44104, , , 10 19 22 27 28 $110000.00, 4 56 58 67 75 +8 x5 $46.00 M/0, ,
SAT - MID, 2/18/2017, 020, 4543, 69743, , , , , ,
SAT - EVE, 2/18/2017, 613, 4241, 92167, 3 18 20 28 32 41 $9.10 M/0, 636456, 9 19 21 34 39 $100000.00, , 3 7 9 31 33 +20 x3 $349.00 M/0,
SUN - MID, 2/19/2017, 730, 0906, 62395, , , , , ,
SUN - EVE, 2/19/2017, 836, 1161, 86311, , , 3 8 16 24 39 $110000.00, , ,
MON - MID, 2/20/2017, 662, 1444, 62862, , , , , ,
MON - EVE, 2/20/2017, 134, 8564, 98607, 4 7 10 21 24 28 $9.20 M/0, 747938, 15 18 20 29 35 $120000.00, , ,2 14 18 25 27 +100
TUE - MID, 2/21/2017, 562, 5563, 38751, , , , , ,
TUE - EVE, 2/21/2017, 366, 7253, 96831, , , 12 13 14 32 35 $130000.00, 9 21 30 32 75 +9 x5 $55.00 M/0, ,
WED - MID, 2/22/2017, 608, 5043, 34332, , , , , ,
WED - EVE, 2/22/2017, 081, 7977, 63652, 9 10 11 22 25 34 $9.30 M/0, 587620, 11 15 17 25 33 $140000.00, , 10 13 28 52 61 +2 x2 $403.00 M/1,
THU - MID, 2/23/2017, 776, 3510, 39055, , , , , ,
THU - EVE, 2/23/2017, 583, 4995, 82492, , , 18 28 29 32 34 $171000.00, , ,12 14 17 24 46 +20
FRI - MID, 2/24/2017, 150, 5206, 59786, , , , , ,
FRI - EVE, 2/24/2017, 312, 2409, 63087, , , 7 9 26 29 34 $222000.00, 12 29 33 42 68 +14 x3 $64.00 M/0, ,
SAT - MID, 2/25/2017, 098, 3408, 07295, , , , , ,
SAT - EVE, 2/25/2017, 823, 8496, 63688, 9 12 29 34 39 40 $9.40 M/0, 342407, 2 3 25 29 35 $269000.00, , 6 32 47 62 65 +19 x2 $40.00 M/0,
SUN - MID, 2/26/2017, 807, 5260, 38259, , , , , ,
SUN - EVE, 2/26/2017, 555, 4842, 63025, , , 6 7 16 35 37 $327000.00, , ,
MON - MID, 2/27/2017, 619, 0204, 30160, , , , , ,
MON - EVE, 2/27/2017, 269, 5436, 56244, 5 28 36 37 40 45 $9.50 M/0, 113708, 10 12 20 25 29 $100000.00, , ,5 8 27 34 45 +30
TUE - MID, 2/28/2017, 505, 2610, 00475, , , , , ,
TUE - EVE, 2/28/2017, 538, 9710, 76730, , , 2 7 8 22 33 $110000.00, 20 33 45 58 69 +4 x2 $73.00 M/0, ,
WED - MID, 3/1/2017, 484, 4908, 48128, , , , , ,
WED - EVE, 3/1/2017, 163, 8804, 73575, 3 23 28 42 43 45 $9.60 M/0, 812158, 2 8 13 14 18 $120000.00, , 10 16 40 52 55 +17 x10 $53.00 M/0,
THU - MID, 3/2/2017, 566, 6053, 16633, , , , , ,
THU - EVE, 3/2/2017, 326, 0814, 46781, , , 10 19 24 32 39 $130000.00, , ,23 24 25 40 41 +50
FRI - MID, 3/3/2017, 451, 1884, 82627, , , , , ,
FRI - EVE, 3/3/2017, 887, 1932, 38069, , , 2 6 9 15 31 $140000.00, 14 26 39 48 51 +9 x5 $83.00 M/0, ,
SAT - MID, 3/4/2017, 508, 1332, 45032, , , , , ,
SAT - EVE, 3/4/2017, 796, 7684, 71104, 2 7 26 37 45 46 $9.70 M/0, 027933, 6 10 11 14 25 $152000.00, , 2 18 19 22 63 +19 x3 $68.00 M/0,
SUN - MID, 3/5/2017, 985, 0029, 12531, , , , , ,
SUN - EVE, 3/5/2017, 885, 2919, 00409, , , 10 12 20 24 37 $100000.00, , ,
MON - MID, 3/6/2017, 908, 6702, 50328, , , , , ,
MON - EVE, 3/6/2017, 515, 5422, 83880, 8 9 26 28 42 46 $9.80 M/0, 512946, 1 10 13 20 35 $110000.00, , ,4 11 19 47 48 +20
TUE - MID, 3/7/2017, 489, 8096, 68188, , , , , ,
TUE - EVE, 3/7/2017, 724, 0039, 74039, , , 6 13 18 22 28 $120000.00, 3 30 45 53 68 +11 x3 $94.00 M/0, ,
WED - MID, 3/8/2017, 685, 6793, 03853, , , , , ,
WED - EVE, 3/8/2017, 094, 3196, 35243, 3 17 22 27 37 39 $9.90 M/0, 121644, 3 4 11 24 29 $130000.00, , 23 33 42 46 59 +4 x2 $85.00 M/0,
THU - MID, 3/9/2017, 894, 5832, 91093, , , , , ,
THU - EVE, 3/9/2017, 496, 8882, 25216, , , 1 3 6 9 33 $140000.00, , ,1 6 12 13 24 +140
FRI - MID, 3/10/2017, 540, 2467, 74621, , , , , ,
FRI - EVE, 3/10/2017, 413, 4881, 54630, , , 8 14 19 23 36 $100000.00, 26 38 42 58 70 +5 x5 $106.00 M/0, ,
SAT - MID, 3/11/2017, 525, 8873, 51338, , , , , ,
SAT - EVE, 3/11/2017, 225, 1938, 94857, 19 20 26 27 43 46 $10.00 M/0, 364066, 11 17 19 28 39 $110000.00, , 1 26 41 50 57 +11 x2 $104.00 M/0,
SUN - MID, 3/12/2017, 887, 9977, 53762, , , , , ,
SUN - EVE, 3/12/2017, 357, 1650, 71572, , , 6 13 22 30 35 $120000.00, , ,
MON - MID, 3/13/2017, 121, 3292, 04694, , , , , ,
MON - EVE, 3/13/2017, 035, 3370, 56293, 11 17 20 29 44 45 $10.10 M/0, 930852, 17 18 28 31 32 $130000.00, , ,2 9 24 27 40 +160
TUE - MID, 3/14/2017, 832, 4146, 19849, , , , , ,
TUE - EVE, 3/14/2017, 364, 4180, 30260, , , 3 6 9 15 32 $140000.00, 16 23 28 33 59 +13 x3 $119.00 M/0, ,
WED - MID, 3/15/2017, 563, 0363, 45593, , , , , ,
WED - EVE, 3/15/2017, 245, 8187, 94393, 3 4 7 20 21 25 $10.20 M/0, 789084, 16 24 29 32 38 $159000.00, , 16 30 41 48 53 +16 x3 $123.00 M/0,
THU - MID, 3/16/2017, 497, 8073, 25957, , , , , ,
THU - EVE, 3/16/2017, 287, 8531, 57409, , , 16 22 28 33 37 $204000.00, , ,1 9 25 36 39 +150
FRI - MID, 3/17/2017, 516, 7177, 38192, , , , , ,
FRI - EVE, 3/17/2017, 021, 5226, 03802, , , 3 23 28 36 37 $257000.00, 11 27 31 58 60 +10 x4 $131.00 M/0, ,
SAT - MID, 3/18/2017, 929, 8118, 86975, , , , , ,
SAT - EVE, 3/18/2017, 976, 5787, 52872, 31 32 35 41 43 45 $10.30 M/0, 557213, 3 4 33 38 39 $317000.00, , 13 25 44 54 67 +5 x3 $141.00 M/0,
SUN - MID, 3/19/2017, 381, 3856, 90853, , , , , ,
SUN - EVE, 3/19/2017, 104, 5640, 74941, , , 5 11 21 22 29 $387000.00, , ,
MON - MID, 3/20/2017, 594, 6709, 82153, , , , , ,
MON - EVE, 3/20/2017, 019, 9571, 49238, 6 13 20 23 30 46 $10.40 M/0, 387704, 3 11 33 35 38 $100000.00, , ,6 8 18 38 46 +140
TUE - MID, 3/21/2017, 297, 1703, 34492, , , , , ,
TUE - EVE, 3/21/2017, 820, 6758, 67190, , , 1 6 12 22 36 $110000.00, 4 45 53 73 75 +7 x3 $140.00 M/0, ,
WED - MID, 3/22/2017, 450, 4082, 40405, , , , , ,
WED - EVE, 3/22/2017, 755, 9289, 96781, 1 3 6 9 29 37 $10.50 M/0, 292094, 2 10 18 35 39 $100000.00, , 2 9 27 29 42 +9 x2 $155.00 M/1,
THU - MID, 3/23/2017, 234, 0032, 49998, , , , , ,
THU - EVE, 3/23/2017, 236, 3443, 86029, , , 5 8 11 17 28 $100000.00, , ,1 5 6 15 30 +10
FRI - MID, 3/24/2017, 660, 0067, 07169, , , , , ,
FRI - EVE, 3/24/2017, 851, 4368, 94982, , , 2 5 8 21 23 $100000.00, 5 28 37 61 69 +1 x5 $151.00 M/0, ,
SAT - MID, 3/25/2017, 788, 4194, 22606, , , , , ,
SAT - EVE, 3/25/2017, 198, 4710, 70955, 1 11 17 23 31 41 $10.60 M/0, 168534, 7 9 21 27 32 $100000.00, , 18 31 32 45 48 +16 x4 $40.00 M/0,
SUN - MID, 3/26/2017, 500, 5957, 02589, , , , , ,
SUN - EVE, 3/26/2017, 465, 3110, 54344, , , 8 22 27 28 35 $110000.00, , ,
MON - MID, 3/27/2017, 071, 0258, 46032, , , , , ,
MON - EVE, 3/27/2017, 015, 2673, 81567, 5 17 23 26 27 34 $10.70 M/0, 801473, 19 24 26 32 35 $120000.00, , ,1 17 19 22 24 +130
TUE - MID, 3/28/2017, 672, 5934, 37500, , , , , ,
TUE - EVE, 3/28/2017, 009, 2582, 83674, , , 9 18 19 32 36 $130000.00, 30 33 35 37 46 +10 x5 $162.00 M/0, ,
WED - MID, 3/29/2017, 452, 3505, 82400, , , , , ,
WED - EVE, 3/29/2017, 821, 7637, 64268, 13 14 19 28 44 45 $10.80 M/0, 749428, 2 7 11 18 22 $140000.00, , 8 15 31 36 62 +11 x3 $50.00 M/0,
THU - MID, 3/30/2017, 203, 9199, 13086, , , , , ,
THU - EVE, 3/30/2017, 987, 0882, 72489, , , 6 10 17 26 32 $150000.00, , ,1 10 21 44 45 +151
FRI - MID, 3/31/2017, 476, 6072, 07954, , , , , ,
FRI - EVE, 3/31/2017, 729, 8086, 41645, , , 13 19 20 25 36 $175000.00, 17 24 27 32 58 +10 x3 $174.00 M/1, ,
SAT - MID, 4/1/2017, 096, 5389, 49175, , , , , ,
SAT - EVE, 4/1/2017, 103, 9717, 10648, 7 12 13 14 28 39 $10.90 M/0, 159879, 12 15 28 29 35 $100000.00, , 9 32 36 44 65 +1 x3 $60.00 M/1,
SUN - MID, 4/2/2017, 051, 6843, 56010, , , , , ,
SUN - EVE, 4/2/2017, 557, 5000, 71641, , , 3 18 22 30 34 $110000.00, , ,
MON - MID, 4/3/2017, 119, 2539, 12068, , , , , ,
MON - EVE, 4/3/2017, 488, 1108, 48971, 15 17 23 28 33 34 $11.00 M/0, 295783, 1 2 9 14 37 $120000.00, , ,10 17 32 35 47 +140
TUE - MID, 4/4/2017, 332, 3633, 81995, , , , , ,
TUE - EVE, 4/4/2017, 064, 3394, 84530, , , 2 9 21 22 26 $100000.00, 13 24 34 35 55 +9 x5 $15.00 M/0, ,
WED - MID, 4/5/2017, 865, 1440, 95742, , , , , ,
WED - EVE, 4/5/2017, 578, 0255, 23675, 3 9 26 35 37 41 $11.10 M/0, 542942, 1 3 14 15 39 $110000.00, , 8 20 46 53 54 +13 x2 $40.00 M/0,
THU - MID, 4/6/2017, 169, 9626, 46863, , , , , ,
THU - EVE, 4/6/2017, 112, 8865, 95962, , , 4 7 10 31 39 $120000.00, , ,6 18 37 41 47 +60
FRI - MID, 4/7/2017, 036, 0871, 77894, , , , , ,
FRI - EVE, 4/7/2017, 649, 0786, 98344, , , 1 10 27 28 29 $130000.00, 30 33 43 47 69 +15 x5 $20.00 M/0, ,
SAT - MID, 4/8/2017, 396, 3545, 09341, , , , , ,
SAT - EVE, 4/8/2017, 692, 0485, 50028, 9 12 17 24 26 30 $11.20 M/0, 965778, 1 11 22 32 34 $140000.00, , 23 36 51 53 60 +15 x2 $50.00 M/0,
SUN - MID, 4/9/2017, 128, 4362, 50967, , , , , ,
SUN - EVE, 4/9/2017, 908, 7387, 49991, , , 1 15 22 31 36 $169000.00, , ,
MON - MID, 4/10/2017, 584, 3455, 07541, , , , , ,
MON - EVE, 4/10/2017, 693, 3022, 35709, 1 6 15 17 22 31 $11.30 M/0, 824139, 6 22 25 27 29 $212000.00, , ,13 34 36 41 43 +70
TUE - MID, 4/11/2017, 828, 8886, 87369, , , , , ,
TUE - EVE, 4/11/2017, 534, 1268, 56084, , , 2 3 5 13 34 $252000.00, 19 34 35 38 49 +8 x5 $25.00 M/0, ,
WED - MID, 4/12/2017, 906, 7144, 70790, , , , , ,
WED - EVE, 4/12/2017, 750, 5129, 80026, 4 17 19 25 29 39 $11.40 M/0, 105883, 5 12 15 24 26 $298000.00, , 8 14 61 63 68 +24 x2 $60.00 M/0,
THU - MID, 4/13/2017, 117, 5224, 26559, , , , , ,
THU - EVE, 4/13/2017, 415, 7755, 01215, , , 2 8 12 32 35 $345000.00, , ,2 3 21 29 33 +130
FRI - MID, 4/14/2017, 893, 4497, 85128, , , , , ,
FRI - EVE, 4/14/2017, 002, 7287, 31651, , , 9 12 16 17 36 $414000.00, 5 10 55 60 73 +12 x5 $30.00 M/0, ,
SAT - MID, 4/15/2017, 054, 9757, 01906, , , , , ,
SAT - EVE, 4/15/2017, 823, 0202, 22303, 6 8 18 20 26 32 $11.50 M/0, 608823, 10 13 17 37 39 $500000.00, , 5 22 26 45 61 +13 x3 $70.00 M/0,
SUN - MID, 4/16/2017, 246, 8558, 23737, , , , , ,
SUN - EVE, 4/16/2017, 679, 8160, 67577, , , 5 21 23 33 34 $596000.00, , ,
MON - MID, 4/17/2017, 650, 1444, 43646, , , , , ,
MON - EVE, 4/17/2017, 948, 4095, 41507, 2 12 17 26 28 48 $11.60 M/0, 993259, 2 4 17 34 37 $694000.00, , ,11 17 25 32 44 +90
TUE - MID, 4/18/2017, 725, 0840, 63839, , , , , ,
TUE - EVE, 4/18/2017, 148, 1021, 88678, , , 3 5 8 10 15 $100000.00, 8 29 30 43 64 +6 x3 $37.00 M/0, ,
WED - MID, 4/19/2017, 856, 0904, 81755, , , , , ,
WED - EVE, 4/19/2017, 940, 7021, 62801, 4 9 12 26 30 37 $11.70 M/0, 490869, 3 5 24 25 29 $110000.00, , 1 19 37 40 52 +15 x3 $80.00 M/0,
THU - MID, 4/20/2017, 975, 6220, 31444, , , , , ,
THU - EVE, 4/20/2017, 767, 6306, 96721, , , 2 9 23 34 38 $120000.00, , ,4 24 29 44 46 +160
FRI - MID, 4/21/2017, 789, 1357, 81454, , , , , ,
FRI - EVE, 4/21/2017, 363, 7555, 27584, , , 5 13 16 20 36 $130000.00, 1 12 13 32 34 +10 x2 $45.00 M/0, ,
SAT - MID, 4/22/2017, 640, 4657, 68720, , , , , ,
SAT - EVE, 4/22/2017, 296, 5647, 53243, 21 22 30 32 39 49 $11.80 M/0, 069966, 7 15 24 30 37 $140000.00, , 21 39 41 48 63 +6 x3 $90.00 M/0,
SUN - MID, 4/23/2017, 637, 3301, 74147, , , , , ,
SUN - EVE, 4/23/2017, 053, 0338, 91521, , , 22 24 30 36 39 $157000.00, , ,
MON - MID, 4/24/2017, 036, 5653, 50017, , , , , ,
MON - EVE, 4/24/2017, 200, 5828, 73854, 7 26 28 35 40 45 $11.90 M/0, 646753, 3 8 11 17 38 $197000.00, , ,2 12 32 36 42 +60
TUE - MID, 4/25/2017, 692, 9611, 50186, , , , , ,
TUE - EVE, 4/25/2017, 513, 0922, 38697, , , 6 10 12 16 37 $100000.00, 3 13 33 40 50 +2 x4 $52.00 M/0, ,
WED - MID, 4/26/2017, 262, 3980, 26027, , , , , ,
WED - EVE, 4/26/2017, 621, 8899, 91919, 15 18 29 35 40 45 $12.00 M/0, 386082, 1 10 21 32 36 $110000.00, , 1 15 18 26 51 +26 x4 $100.00 M/0,
THU - MID, 4/27/2017, 604, 2544, 88063, , , , , ,
THU - EVE, 4/27/2017, 527, 0606, 71941, , , 1 10 12 20 22 $120000.00, , ,3 19 39 42 44 +20
FRI - MID, 4/28/2017, 262, 9576, 74048, , , , , ,
FRI - EVE, 4/28/2017, 118, 8566, 35874, , , 3 4 18 25 35 $130000.00, 6 13 18 20 31 +13 x4 $61.00 M/1, ,
SAT - MID, 4/29/2017, 795, 2698, 94451, , , , , ,
SAT - EVE, 4/29/2017, 601, 2368, 58156, 3 4 11 27 33 44 $12.10 M/0, 336953, 1 5 7 14 26 $140000.00, , 22 23 24 45 62 +5 x2 $113.00 M/0,
SUN - MID, 4/30/2017, 373, 1153, 55837, , , , , ,
SUN - EVE, 4/30/2017, 491, 4781, 59599, , , 13 16 25 26 29 $152000.00, , ,
MON - MID, 5/1/2017, 660, 6763, 34595, , , , , ,
MON - EVE, 5/1/2017, 586, 4722, 43098, 3 11 12 18 25 42 $12.20 M/0, 093668, 16 17 20 23 26 $188000.00, , ,3 13 23 44 48 +111
TUE - MID, 5/2/2017, 691, 3612, 66657, , , , , ,
TUE - EVE, 5/2/2017, 298, 9854, 13999, , , 1 7 18 29 39 $100000.00, 5 14 42 43 58 +1 x4 $15.00 M/0, ,
WED - MID, 5/3/2017, 732, 0207, 48315, , , , , ,
WED - EVE, 5/3/2017, 390, 8037, 21720, 5 7 9 18 32 34 $12.30 M/0, 802326, 3 11 24 30 39 $110000.00, , 17 18 49 59 66 +9 x2 $130.00 M/0,
THU - MID, 5/4/2017, 460, 9304, 89343, , , , , ,
THU - EVE, 5/4/2017, 691, 4931, 59904, , , 7 8 10 18 32 $100000.00, , ,5 22 29 33 45 +20
FRI - MID, 5/5/2017, 841, 2481, 58911, , , , , ,
FRI - EVE, 5/5/2017, 811, 4673, 90055, , , 12 13 16 23 24 $110000.00, 4 23 33 47 53 +7 x4 $20.00 M/0, ,
SAT - MID, 5/6/2017, 989, 5421, 28909, , , , , ,
SAT - EVE, 5/6/2017, 821, 4817, 85252, 3 13 26 27 29 40 $12.40 M/0, 803351, 3 11 24 28 33 $120000.00, , 11 21 31 41 59 +21 x3 $147.00 M/0,
