Day - Draw, Date, Pick 3, Pick 4, Pick 5, Classic Lotto, Kicker, Rolling Cash 5, Mega Millions, Powerball, Lucky For Life
SAT - MID, 3/12/2016, 344, 5973, 73494, , , , , ,
SAT - EVE, 3/12/2016, 355, 7897, 76847, 12 36 38 46 47 49 $4.00 M/0, 658032, 8 16 19 29 39 $140000.00, , 11 28 50 57 62 +23 x2 $60.00 M/0,
SUN - MID, 3/13/2016, 977, 4451, 69141, , , , , ,
SUN - EVE, 3/13/2016, 111, 3493, 49639, , , 6 7 20 26 39 $179000.00, , ,
MON - MID, 3/14/2016, 290, 0324, 93786, , , , , ,
MON - EVE, 3/14/2016, 535, 8807, 31588, 6 16 27 32 43 44 $4.10 M/0, 141997, 1 8 9 33 39 $221000.00, , ,4 7 8 37 41 +10
TUE - MID, 3/15/2016, 291, 8237, 82616, , , , , ,
TUE - EVE, 3/15/2016, 473, 4095, 71446, , , 1 8 9 10 26 $270000.00, 18 26 30 44 68 +7 x4 $20.00 M/0, ,
WED - MID, 3/16/2016, 251, 5664, 82815, , , , , ,
WED - EVE, 3/16/2016, 661, 9768, 34020, 4 15 22 26 30 41 $4.20 M/0, 299708, 8 19 29 32 37 $312000.00, , 10 12 13 46 50 +21 x3 $70.00 M/0,
THU - MID, 3/17/2016, 559, 2862, 96686, , , , , ,
THU - EVE, 3/17/2016, 786, 7891, 63284, , , 11 17 27 32 38 $381000.00, , ,4 13 14 15 33 +160
FRI - MID, 3/18/2016, 974, 3970, 72821, , , , , ,
FRI - EVE, 3/18/2016, 542, 7623, 97723, , , 1 11 18 21 31 $448000.00, 5 8 57 59 73 +13 x5 $25.00 M/0, ,
SAT - MID, 3/19/2016, 346, 2032, 15293, , , , , ,
SAT - EVE, 3/19/2016, 261, 0421, 30894, 4 21 22 31 34 42 $4.30 M/0, 812940, 8 11 18 24 31 $100000.00, , 11 23 43 54 60 +3 x3 $80.00 M/0,
SUN - MID, 3/20/2016, 525, 6522, 57729, , , , , ,
SUN - EVE, 3/20/2016, 372, 2681, 04514, , , 3 4 14 32 33 $110000.00, , ,
MON - MID, 3/21/2016, 117, 5404, 92287, , , , , ,
MON - EVE, 3/21/2016, 514, 5815, 83738, 1 3 12 19 27 40 $4.40 M/0, 932083, 2 10 15 26 34 $120000.00, , ,2 5 12 30 44 +130
TUE - MID, 3/22/2016, 235, 7679, 34962, , , , , ,
TUE - EVE, 3/22/2016, 120, 4710, 37055, , , 16 22 29 31 33 $130000.00, 6 19 34 38 70 +5 x5 $30.00 M/0, ,
WED - MID, 3/23/2016, 011, 8567, 23279, , , , , ,
WED - EVE, 3/23/2016, 691, 5257, 20053, 1 6 19 30 33 42 $4.50 M/0, 288688, 1 24 27 29 38 $100000.00, , 5 8 15 22 49 +25 x3 $90.00 M/0,
THU - MID, 3/24/2016, 628, 3415, 66452, , , , , ,
THU - EVE, 3/24/2016, 345, 0827, 66048, , , 5 30 32 33 37 $110000.00, , ,2 12 18 20 22 +120
FRI - MID, 3/25/2016, 904, 0963, 65886, , , , , ,
FRI - EVE, 3/25/2016, 657, 5106, 83530, , , 3 7 8 17 19 $120000.00, 4 11 12 35 46 +12 x2 $35.00 M/0, ,
SAT - MID, 3/26/2016, 504, 9671, 46985, , , , , ,
SAT - EVE, 3/26/2016, 610, 4818, 34093, 1 7 14 28 39 40 $4.60 M/0, 995343, 4 7 34 35 37 $130000.00, , 11 23 42 52 68 +6 x3 $101.00 M/0,
SUN - MID, 3/27/2016, 528, 6514, 47676, , , , , ,
SUN - EVE, 3/27/2016, 288, 9178, 89108, , , 4 16 26 27 31 $140000.00, , ,
MON - MID, 3/28/2016, 357, 4542, 69667, , , , , ,
MON - EVE, 3/28/2016, 139, 3894, 31450, 10 14 16 23 24 44 $4.70 M/0, 973592, 6 12 23 28 39 $163000.00, , ,12 21 25 30 40 +50
TUE - MID, 3/29/2016, 935, 9390, 40932, , , , , ,
TUE - EVE, 3/29/2016, 924, 2210, 95437, , , 3 9 11 26 33 $199000.00, 33 38 40 46 49 +15 x5 $43.00 M/0, ,
WED - MID, 3/30/2016, 713, 8721, 85452, , , , , ,
WED - EVE, 3/30/2016, 774, 1363, 15083, 1 3 15 26 33 49 $4.80 M/0, 633453, 3 10 12 17 29 $100000.00, , 24 44 53 55 63 +19 x2 $116.00 M/0,
THU - MID, 3/31/2016, 760, 6075, 15828, , , , , ,
THU - EVE, 3/31/2016, 842, 4786, 54859, , , 10 14 25 26 33 $110000.00, , ,17 22 26 32 37 +90
FRI - MID, 4/1/2016, 886, 3491, 52950, , , , , ,
FRI - EVE, 4/1/2016, 110, 6185, 26314, , , 6 12 31 36 39 $120000.00, 25 28 33 41 69 +6 x2 $50.00 M/0, ,
SAT - MID, 4/2/2016, 096, 8995, 73167, , , , , ,
SAT - EVE, 4/2/2016, 898, 1632, 59504, 5 23 25 34 36 49 $4.90 M/0, 112914, 7 16 18 23 31 $100000.00, , 9 28 30 40 61 +3 x2 $135.00 M/0,
SUN - MID, 4/3/2016, 160, 5236, 98644, , , , , ,
SUN - EVE, 4/3/2016, 801, 9783, 34455, , , 9 13 20 26 36 $110000.00, , ,
MON - MID, 4/4/2016, 883, 4004, 66486, , , , , ,
MON - EVE, 4/4/2016, 915, 7423, 88164, 1 2 6 21 47 48 $5.00 M/0, 905282, 9 12 15 26 37 $100000.00, , ,1 15 27 34 41 +170
TUE - MID, 4/5/2016, 554, 2034, 42489, , , , , ,
TUE - EVE, 4/5/2016, 218, 9081, 35736, , , 1 6 19 26 38 $110000.00, 13 45 52 53 57 +10 x5 $57.00 M/0, ,
WED - MID, 4/6/2016, 414, 9702, 18527, , , , , ,
WED - EVE, 4/6/2016, 478, 9927, 32692, 6 22 29 31 39 48 $5.10 M/0, 124725, 11 23 25 27 36 $120000.00, , 4 28 49 60 65 +25 x2 $148.00 M/0,
THU - MID, 4/7/2016, 049, 5385, 54177, , , , , ,
THU - EVE, 4/7/2016, 792, 9260, 93220, , , 3 17 18 19 38 $100000.00, , ,3 5 27 28 38 +140
FRI - MID, 4/8/2016, 412, 0593, 09382, , , , , ,
FRI - EVE, 4/8/2016, 516, 5413, 24809, , , 19 24 36 37 39 $110000.00, 31 38 52 65 71 +15 x3 $65.00 M/0, ,
SAT - MID, 4/9/2016, 963, 3578, 78695, , , , , ,
SAT - EVE, 4/9/2016, 340, 2041, 43573, 2 9 19 27 28 29 $5.20 M/0, 754742, 2 10 21 34 37 $120000.00, , 14 22 23 41 61 +9 x3 $168.00 M/0,
SUN - MID, 4/10/2016, 203, 8953, 54897, , , , , ,
SUN - EVE, 4/10/2016, 431, 6183, 72125, , , 15 17 19 27 34 $130000.00, , ,
MON - MID, 4/11/2016, 351, 2900, 48539, , , , , ,
MON - EVE, 4/11/2016, 545, 0798, 43347, 4 15 16 35 44 45 $5.30 M/0, 836037, 12 25 27 33 35 $153000.00, , ,4 12 16 20 24 +180
TUE - MID, 4/12/2016, 929, 7279, 35839, , , , , ,
TUE - EVE, 4/12/2016, 403, 4541, 11843, , , 6 9 21 23 30 $195000.00, 7 11 59 62 63 +3 x5 $72.00 M/0, ,
WED - MID, 4/13/2016, 187, 1969, 17111, , , , , ,
WED - EVE, 4/13/2016, 221, 5671, 43328, 8 9 12 19 33 37 $5.40 M/0, 401751, 4 10 22 26 29 $230000.00, , 30 33 35 38 64 +22 x3 $184.00 M/0,
THU - MID, 4/14/2016, 490, 7489, 11833, , , , , ,
THU - EVE, 4/14/2016, 264, 0717, 32060, , , 26 28 30 32 33 $274000.00, , ,1 3 12 45 47 +160
FRI - MID, 4/15/2016, 453, 2087, 54627, , , , , ,
FRI - EVE, 4/15/2016, 025, 8238, 56334, , , 1 15 23 31 36 $100000.00, 9 10 34 37 73 +9 x5 $80.00 M/0, ,
SAT - MID, 4/16/2016, 633, 1436, 92472, , , , , ,
SAT - EVE, 4/16/2016, 760, 0101, 92837, 8 10 15 24 46 47 $5.50 M/0, 750978, 7 11 19 21 27 $110000.00, , 3 18 25 32 51 +3 x2 $205.00 M/0,
SUN - MID, 4/17/2016, 037, 8703, 39432, , , , , ,
SUN - EVE, 4/17/2016, 848, 3858, 15567, , , 11 27 30 31 36 $100000.00, , ,
MON - MID, 4/18/2016, 973, 3380, 40774, , , , , ,
MON - EVE, 4/18/2016, 961, 6671, 44714, 4 17 22 24 26 33 $5.60 M/0, 286522, 7 17 29 32 38 $110000.00, , ,6 11 22 25 46 +90
TUE - MID, 4/19/2016, 793, 4520, 31274, , , , , ,
TUE - EVE, 4/19/2016, 954, 8286, 08369, , , 9 10 12 19 22 $120000.00, 9 28 40 57 65 +2 x5 $89.00 M/0, ,
WED - MID, 4/20/2016, 119, 8945, 21785, , , , , ,
WED - EVE, 4/20/2016, 235, 2778, 30007, 2 6 24 29 39 40 $5.70 M/0, 010482, 17 18 25 29 37 $130000.00, , 12 25 30 52 62 +8 x3 $227.00 M/0,
THU - MID, 4/21/2016, 929, 7074, 97983, , , , , ,
THU - EVE, 4/21/2016, 522, 1233, 91775, , , 9 12 13 18 33 $140000.00, , ,2 10 16 34 35 +130
FRI - MID, 4/22/2016, 823, 1835, 12972, , , , , ,
FRI - EVE, 4/22/2016, 675, 7183, 03057, , , 1 9 24 30 32 $152000.00, 2 19 21 42 60 +13 x5 $97.00 M/0, ,
SAT - MID, 4/23/2016, 350, 8759, 55605, , , , , ,
SAT - EVE, 4/23/2016, 082, 7604, 98877, 4 6 28 39 43 47 $5.80 M/0, 291257, 11 21 22 23 24 $100000.00, , 19 35 46 59 62 +13 x5 $251.00 M/0,
SUN - MID, 4/24/2016, 246, 6814, 19902, , , , , ,
SUN - EVE, 4/24/2016, 199, 0830, 86783, , , 1 4 6 9 22 $110000.00, , ,
MON - MID, 4/25/2016, 810, 1686, 24850, , , , , ,
MON - EVE, 4/25/2016, 378, 8743, 54888, 1 4 7 23 39 41 $5.90 M/0, 323643, 6 8 14 35 38 $120000.00, , ,2 6 13 26 32 +180
TUE - MID, 4/26/2016, 282, 8322, 63433, , , , , ,
TUE - EVE, 4/26/2016, 220, 8972, 28129, , , 3 17 29 34 36 $130000.00, 14 16 17 28 48 +2 x2 $108.00 M/0, ,
WED - MID, 4/27/2016, 080, 9572, 41047, , , , , ,
WED - EVE, 4/27/2016, 550, 1440, 48963, 8 18 26 39 46 49 $6.00 M/0, 150571, 1 19 23 28 37 $140000.00, , 2 25 33 39 64 +17 x2 $282.00 M/0,
THU - MID, 4/28/2016, 093, 6342, 95613, , , , , ,
THU - EVE, 4/28/2016, 192, 0928, 92697, , , 8 15 18 30 34 $100000.00, , ,8 12 27 32 39 +80
FRI - MID, 4/29/2016, 523, 1425, 56206, , , , , ,
FRI - EVE, 4/29/2016, 863, 8824, 93005, , , 1 7 9 11 19 $100000.00, 5 6 37 55 74 +10 x5 $118.00 M/0, ,
SAT - MID, 4/30/2016, 058, 1849, 30098, , , , , ,
SAT - EVE, 4/30/2016, 599, 2227, 27561, 1 21 22 26 34 42 $6.10 M/0, 803583, 3 14 18 19 32 $100000.00, , 3 12 16 32 34 +14 x3 $314.00 M/0,
SUN - MID, 5/1/2016, 668, 9190, 56050, , , , , ,
SUN - EVE, 5/1/2016, 888, 5549, 10088, , , 12 28 33 35 39 $110000.00, , ,
MON - MID, 5/2/2016, 785, 5357, 92256, , , , , ,
MON - EVE, 5/2/2016, 617, 8231, 63307, 1 2 9 24 30 39 $6.20 M/0, 513800, 8 14 15 24 34 $120000.00, , ,15 19 23 37 45 +170
TUE - MID, 5/3/2016, 648, 9330, 37241, , , , , ,
TUE - EVE, 5/3/2016, 925, 7155, 09950, , , 1 21 22 35 39 $100000.00, 28 29 33 36 45 +15 x5 $128.00 M/0, ,
WED - MID, 5/4/2016, 610, 3358, 53920, , , , , ,
WED - EVE, 5/4/2016, 161, 7735, 17520, 1 13 39 43 44 45 $6.30 M/0, 493740, 9 11 26 31 32 $110000.00, , 30 47 57 66 69 +3 x3 $348.00 M/0,
THU - MID, 5/5/2016, 062, 5040, 95840, , , , , ,
THU - EVE, 5/5/2016, 685, 6022, 16671, , , 2 23 26 36 39 $100000.00, , ,14 15 21 22 43 +140
