Day - Draw, Date, Pick 3, Pick 4, Pick 5, Classic Lotto, Kicker, Rolling Cash 5, Mega Millions, Powerball, Lucky For Life
FRI - EVE, 1/10/2014, 061, 3477, 99864, , , 8 26 28 29 36 $100000.00, 8 28 36 37 57 +8 x3 $20.00 M/0, ,
SAT - MID, 1/11/2014, 019, 3138, 15658, , , , , ,
SAT - EVE, 1/11/2014, 872, 8337, 22364, 2 10 22 23 27 31 $57.10 M/0, 622644, 10 15 27 32 35 $110000.00, , 10 15 33 48 54 +34 x4 $80.00 M/0,
SUN - MID, 1/12/2014, 430, 9494, 93882, , , , , ,
SUN - EVE, 1/12/2014, 301, 7886, 85719, , , 6 19 21 29 38 $120000.00, , ,
MON - MID, 1/13/2014, 568, 1773, 41716, , , , , ,
MON - EVE, 1/13/2014, 853, 4371, 53954, 1 2 22 24 34 36 $57.40 M/0, 239499, 15 23 24 27 33 $130000.00, , ,
TUE - MID, 1/14/2014, 541, 4648, 57853, , , , , ,
TUE - EVE, 1/14/2014, 604, 8448, 79723, , , 12 14 25 27 38 $161000.00, 4 23 26 62 69 +13 x3 $30.00 M/0, ,
WED - MID, 1/15/2014, 722, 9454, 28597, , , , , ,
WED - EVE, 1/15/2014, 464, 1951, 71060, 1 12 17 27 30 46 $57.60 M/0, 635375, 3 4 29 30 36 $205000.00, , 7 8 9 24 29 +25 x5 $93.00 M/0,
THU - MID, 1/16/2014, 202, 5825, 84810, , , , , ,
THU - EVE, 1/16/2014, 421, 6145, 72264, , , 9 16 22 23 31 $100000.00, , ,
FRI - MID, 1/17/2014, 714, 9323, 52161, , , , , ,
FRI - EVE, 1/17/2014, 503, 7822, 10136, , , 4 9 14 22 28 $100000.00, 1 10 26 31 51 +11 x4 $41.00 M/0, ,
SAT - MID, 1/18/2014, 232, 5389, 30838, , , , , ,
SAT - EVE, 1/18/2014, 878, 5995, 54263, 8 10 24 36 48 49 $57.80 M/0, 459436, 9 19 29 31 39 $110000.00, , 13 14 19 31 38 +25 x-1 $113.00 M/0,
SUN - MID, 1/19/2014, 965, 0650, 49454, , , , , ,
SUN - EVE, 1/19/2014, 366, 6224, 34477, , , 6 11 17 25 32 $120000.00, , ,
MON - MID, 1/20/2014, 904, 8724, 31934, , , , , ,
TUE - MID, 1/21/2014, 215, 2826, 65949, , , , , ,
TUE - EVE, 1/21/2014, 253, 3087, 87703, , , 11 13 26 36 39 $100000.00, 8 23 33 45 52 +4 x4 $51.00 M/0, ,
WED - MID, 1/22/2014, 331, 6677, 06354, , , , , ,
WED - EVE, 1/22/2014, 390, 4699, 26188, 3 9 24 28 36 49 $58.30 M/0, 656533, 1 4 10 28 31 $110000.00, , 1 2 7 9 55 +29 x3 $131.00 M/0,
THU - MID, 1/23/2014, 670, 8519, 48866, , , , , ,
THU - EVE, 1/23/2014, 925, 2747, 07460, , , 4 16 20 30 32 $100000.00, , ,
FRI - MID, 1/24/2014, 846, 8533, 81787, , , , , ,
FRI - EVE, 1/24/2014, 359, 5736, 91360, , , 12 18 20 26 34 $110000.00, 22 45 46 47 65 +10 x5 $62.00 M/0, ,
SAT - MID, 1/25/2014, 889, 1470, 51074, , , , , ,
SAT - EVE, 1/25/2014, 326, 2658, 89474, 7 14 16 28 42 46 $58.50 M/0, 348148, 2 12 14 26 39 $120000.00, , 8 12 18 55 57 +2 x2 $152.00 M/0,
SUN - MID, 1/26/2014, 918, 2057, 17866, , , , , ,
SUN - EVE, 1/26/2014, 431, 3224, 75023, , , 11 13 14 19 32 $100000.00, , ,
MON - MID, 1/27/2014, 464, 8840, 81395, , , , , ,
MON - EVE, 1/27/2014, 714, 6247, 18791, 1 23 28 36 38 40 $58.80 M/0, 306827, 5 15 26 30 37 $110000.00, , ,
TUE - MID, 1/28/2014, 521, 4228, 64893, , , , , ,
TUE - EVE, 1/28/2014, 247, 9436, 96830, , , 17 18 21 32 35 $120000.00, 7 16 28 53 60 +2 x3 $71.00 M/0, ,
WED - MID, 1/29/2014, 165, 0088, 82539, , , , , ,
WED - EVE, 1/29/2014, 154, 5736, 03285, 1 8 14 17 24 38 $59.00 M/0, 538842, 2 9 13 20 28 $130000.00, , 11 23 28 32 47 +20 x2 $171.00 M/0,
THU - MID, 1/30/2014, 525, 2288, 08990, , , , , ,
THU - EVE, 1/30/2014, 342, 0078, 33833, , , 6 18 22 30 32 $140000.00, , ,
FRI - MID, 1/31/2014, 468, 1604, 71399, , , , , ,
FRI - EVE, 1/31/2014, 304, 2239, 91459, , , 3 9 17 21 26 $169000.00, 3 9 13 47 52 +8 x4 $84.00 M/0, ,
SAT - MID, 2/1/2014, 703, 6097, 81748, , , , , ,
SAT - EVE, 2/1/2014, 372, 8421, 74334, 7 10 22 30 33 37 $59.20 M/0, 746817, 3 5 9 11 35 $201000.00, , 5 12 15 27 38 +7 x2 $194.00 M/0,
SUN - MID, 2/2/2014, 564, 8512, 61663, , , , , ,
SUN - EVE, 2/2/2014, 142, 8982, 80407, , , 7 18 19 30 31 $228000.00, , ,
MON - MID, 2/3/2014, 862, 9810, 52283, , , , , ,
MON - EVE, 2/3/2014, 225, 5731, 17141, 8 11 21 29 31 37 $59.40 M/0, 037259, 6 18 29 30 36 $100000.00, , ,
TUE - EVE, 2/4/2014, 599, 0070, 63923, , , 19 27 29 30 32 $100000.00, 25 44 49 60 73 +9 x3 $94.00 M/0, ,
TUE - MID, 2/4/2014, 704, 6020, 25907, , , , , ,
WED - MID, 2/5/2014, 124, 0129, 51894, , , , , ,
WED - EVE, 2/5/2014, 641, 7726, 37033, 3 8 15 17 36 38 $59.60 M/0, 042065, 2 6 20 31 37 $110000.00, , 8 17 32 57 59 +24 x3 $215.00 M/0,
THU - MID, 2/6/2014, 521, 2131, 23144, , , , , ,
THU - EVE, 2/6/2014, 840, 8973, 61605, , , 4 9 27 29 32 $120000.00, , ,
FRI - EVE, 2/7/2014, 958, 3856, 15810, , , 6 7 20 32 33 $130000.00, 11 21 23 35 64 +10 x3 $107.00 M/0, ,
FRI - MID, 2/7/2014, 432, 1681, 51001, , , , , ,
SAT - MID, 2/8/2014, 344, 5929, 29190, , , , , ,
SAT - EVE, 2/8/2014, 323, 5595, 53804, 4 7 20 22 28 29 $59.80 M/0, 870930, 3 8 19 28 37 $154000.00, , 24 25 34 37 54 +29 x2 $247.00 M/0,
SUN - MID, 2/9/2014, 767, 1952, 90274, , , , , ,
SUN - EVE, 2/9/2014, 223, 6083, 99049, , , 4 5 6 7 17 $193000.00, , ,
MON - EVE, 2/10/2014, 654, 7370, 09790, 18 26 29 37 48 49 $60.00 M/0, 625788, 6 7 11 21 33 $205000.00, , ,
MON - MID, 2/10/2014, 744, 0902, 37059, , , , , ,
TUE - MID, 2/11/2014, 396, 5741, 69662, , , , , ,
TUE - EVE, 2/11/2014, 656, 0827, 74656, , , 1 17 23 25 38 $227000.00, 43 64 67 71 73 +4 x2 $122.00 M/0, ,
WED - MID, 2/12/2014, 568, 9626, 59478, , , , , ,
WED - EVE, 2/12/2014, 159, 4139, 17713, 6 14 18 23 31 49 $60.20 M/0, 262177, 3 8 14 30 36 $280000.00, , 36 44 49 52 57 +1 x2 $284.00 M/0,
THU - MID, 2/13/2014, 626, 8670, 38693, , , , , ,
THU - EVE, 2/13/2014, 101, 5869, 97544, , , 11 17 24 29 38 $332000.00, , ,
FRI - EVE, 2/14/2014, 583, 4994, 27074, , , 13 20 28 31 35 $391000.00, 20 28 35 71 72 +7 x3 $139.00 M/0, ,
FRI - MID, 2/14/2014, 708, 8897, 94149, , , , , ,
SAT - MID, 2/15/2014, 343, 1006, 44051, , , , , ,
SAT - EVE, 2/15/2014, 585, 4926, 65543, 22 23 33 37 41 42 $60.40 M/0, 031198, 1 13 19 28 35 $100000.00, , 2 9 14 21 23 +3 x3 $330.00 M/0,
SUN - MID, 2/16/2014, 020, 0457, 87004, , , , , ,
SUN - EVE, 2/16/2014, 124, 5947, 89145, , , 9 15 29 35 39 $100000.00, , ,
MON - EVE, 2/17/2014, 344, 7984, 20923, 8 9 10 17 21 30 $60.70 M/0, 977161, 2 9 29 35 39 $110000.00, , ,
MON - MID, 2/17/2014, 072, 1447, 16907, , , , , ,
TUE - MID, 2/18/2014, 849, 9075, 91455, , , , , ,
TUE - EVE, 2/18/2014, 496, 1304, 02488, , , 5 8 36 38 39 $120000.00, 23 29 31 37 70 +14 x5 $154.00 M/0, ,
WED - MID, 2/19/2014, 170, 7432, 62940, , , , , ,
WED - EVE, 2/19/2014, 828, 2995, 87825, 10 14 19 26 28 40 $60.90 M/0, 499307, 15 21 23 24 26 $100000.00, , 1 17 35 49 54 +34 x3 $400.00 M/1,
THU - EVE, 2/20/2014, 315, 0248, 90233, , , 3 12 22 24 34 $110000.00, , ,
THU - MID, 2/20/2014, 007, 0112, 12326, , , , , ,
FRI - MID, 2/21/2014, 917, 9494, 48673, , , , , ,
FRI - EVE, 2/21/2014, 809, 5669, 51653, , , 6 17 19 23 36 $120000.00, 23 29 32 45 46 +15 x5 $172.00 M/0, ,
SAT - MID, 2/22/2014, 975, 8732, 92338, , , , , ,
SAT - EVE, 2/22/2014, 714, 6936, 39672, 11 14 15 31 38 45 $61.10 M/0, 949962, 5 10 13 17 20 $130000.00, , 2 3 13 14 54 +4 x5 $40.00 M/0,
SUN - MID, 2/23/2014, 545, 0919, 89655, , , , , ,
SUN - EVE, 2/23/2014, 000, 9206, 52747, , , 2 7 15 18 29 $100000.00, , ,
MON - EVE, 2/24/2014, 621, 3102, 15011, 6 10 14 18 48 49 $61.40 M/0, 107196, 1 3 15 36 39 $110000.00, , ,
MON - MID, 2/24/2014, 557, 4995, 84492, , , , , ,
TUE - MID, 2/25/2014, 739, 5914, 86511, , , , , ,
TUE - EVE, 2/25/2014, 656, 5305, 00659, , , 1 15 16 22 35 $120000.00, 12 18 25 35 66 +15 x5 $195.00 M/0, ,
WED - MID, 2/26/2014, 473, 2890, 62845, , , , , ,
WED - EVE, 2/26/2014, 910, 1422, 79931, 22 28 31 34 35 38 $61.60 M/0, 064790, 11 15 20 29 30 $130000.00, , 11 12 17 38 42 +2 x2 $50.00 M/0,
THU - EVE, 2/27/2014, 086, 7907, 96286, , , 7 20 27 29 35 $100000.00, , ,
THU - MID, 2/27/2014, 425, 8195, 69459, , , , , ,
FRI - MID, 2/28/2014, 653, 6994, 38862, , , , , ,
FRI - EVE, 2/28/2014, 337, 4539, 62695, , , 4 5 15 16 19 $100000.00, 3 31 50 58 59 +6 x4 $216.00 M/0, ,
SAT - MID, 3/1/2014, 309, 5632, 23416, , , , , ,
SAT - EVE, 3/1/2014, 787, 7707, 74566, 1 27 31 37 45 46 $61.90 M/0, 805681, 1 20 24 32 34 $110000.00, , 3 8 25 30 47 +13 x4 $60.00 M/1,
SUN - EVE, 3/2/2014, 068, 4318, 72408, , , 20 24 27 29 35 $120000.00, , ,
SUN - MID, 3/2/2014, 451, 7355, 59556, , , , , ,
MON - MID, 3/3/2014, 672, 5056, 47034, , , , , ,
MON - EVE, 3/3/2014, 542, 1699, 27264, 7 25 30 36 37 43 $62.20 M/0, 513446, 1 7 12 13 17 $130000.00, , ,
TUE - MID, 3/4/2014, 766, 0837, 39818, , , , , ,
TUE - EVE, 3/4/2014, 853, 8976, 44815, , , 18 22 27 30 38 $140000.00, 10 29 31 35 45 +10 x2 $240.00 M/0, ,
WED - EVE, 3/5/2014, 042, 4275, 18397, 2 3 4 18 23 48 $62.40 M/0, 178719, 8 10 14 20 31 $169000.00, , 3 7 9 26 54 +19 x2 $40.00 M/0,
WED - MID, 3/5/2014, 007, 6725, 95153, , , , , ,
THU - EVE, 3/6/2014, 982, 3859, 58938, , , 2 4 11 36 39 $205000.00, , ,
THU - MID, 3/6/2014, 214, 8185, 82820, , , , , ,
FRI - MID, 3/7/2014, 507, 2399, 63458, , , , , ,
FRI - EVE, 3/7/2014, 749, 3135, 14036, , , 28 29 32 33 39 $256000.00, 11 13 51 57 69 +1 x4 $270.00 M/0, ,
SAT - MID, 3/8/2014, 636, 2613, 04249, , , , , ,
SAT - EVE, 3/8/2014, 846, 8756, 53379, 26 30 34 38 39 41 $62.60 M/0, 568900, 8 17 18 23 31 $323000.00, , 10 14 24 32 41 +30 x2 $50.00 M/0,
SUN - EVE, 3/9/2014, 407, 5214, 39191, , , 1 4 31 35 36 $383000.00, , ,
SUN - MID, 3/9/2014, 774, 5003, 72856, , , , , ,
MON - MID, 3/10/2014, 983, 6453, 46890, , , , , ,
MON - EVE, 3/10/2014, 668, 5337, 00543, 15 22 31 37 43 46 $62.90 M/0, 074165, 11 21 25 30 31 $445000.00, , ,
TUE - MID, 3/11/2014, 749, 4720, 44908, , , , , ,
TUE - EVE, 3/11/2014, 756, 2900, 57991, , , 2 4 11 21 37 $100000.00, 9 14 56 57 69 +10 x4 $309.00 M/0, ,
WED - EVE, 3/12/2014, 192, 9238, 67498, 1 14 19 31 39 40 $63.10 M/0, 814048, 4 13 14 15 32 $110000.00, , 14 15 28 37 54 +10 x2 $60.00 M/0,
WED - MID, 3/12/2014, 732, 8742, 10791, , , , , ,
THU - MID, 3/13/2014, 486, 1521, 70209, , , , , ,
THU - EVE, 3/13/2014, 640, 6115, 14233, , , 5 6 8 25 38 $120000.00, , ,
FRI - MID, 3/14/2014, 677, 6364, 09812, , , , , ,
FRI - EVE, 3/14/2014, 536, 5104, 98486, , , 9 10 24 35 37 $130000.00, 7 20 40 54 69 +12 x3 $353.00 M/0, ,
SAT - EVE, 3/15/2014, 907, 9167, 32649, 4 12 13 21 30 34 $63.30 M/0, 557327, 3 13 18 20 30 $144000.00, , 2 5 34 51 58 +9 x4 $70.00 M/0,
SAT - MID, 3/15/2014, 666, 8704, 67732, , , , , ,
SUN - EVE, 3/16/2014, 896, 6802, 46706, , , 1 11 15 17 25 $183000.00, , ,
SUN - MID, 3/16/2014, 683, 6115, 84505, , , , , ,
MON - MID, 3/17/2014, 228, 0336, 86048, , , , , ,
MON - EVE, 3/17/2014, 708, 3104, 28340, 9 30 31 33 39 46 $63.60 M/0, 949401, 3 11 13 18 36 $100000.00, , ,
TUE - MID, 3/18/2014, 705, 8510, 27077, , , , , ,
TUE - EVE, 3/18/2014, 903, 2255, 61700, , , 5 9 10 18 23 $100000.00, 11 19 24 33 51 +7 x3 $400.00 M/2, ,
WED - EVE, 3/19/2014, 385, 3023, 78886, 2 6 8 13 24 45 $63.80 M/0, 133364, 14 23 25 28 31 $110000.00, , 2 19 23 34 43 +14 x2 $80.00 M/0,
WED - MID, 3/19/2014, 579, 1415, 67572, , , , , ,
THU - MID, 3/20/2014, 013, 1600, 72340, , , , , ,
THU - EVE, 3/20/2014, 570, 0194, 67807, , , 3 6 16 18 24 $120000.00, , ,
FRI - MID, 3/21/2014, 525, 6522, 05137, , , , , ,
FRI - EVE, 3/21/2014, 274, 3504, 85734, , , 5 8 25 29 38 $130000.00, 2 23 30 35 53 +10 x5 $15.00 M/0, ,
SAT - EVE, 3/22/2014, 407, 8684, 87549, 8 9 13 31 35 42 $64.10 M/0, 936720, 5 8 17 34 36 $100000.00, , 13 28 31 55 58 +15 x2 $96.00 M/1,
SAT - MID, 3/22/2014, 674, 3675, 78596, , , , , ,
SUN - MID, 3/23/2014, 335, 6953, 08762, , , , , ,
SUN - EVE, 3/23/2014, 052, 8821, 98443, , , 16 25 31 32 37 $110000.00, , ,
MON - MID, 3/24/2014, 096, 4989, 37879, , , , , ,
MON - EVE, 3/24/2014, 769, 4619, 58492, 1 18 20 26 28 35 $64.40 M/0, 476470, 11 15 20 29 35 $120000.00, , ,
TUE - EVE, 3/25/2014, 563, 8741, 93514, , , 9 15 19 29 31 $100000.00, 19 26 51 57 73 +15 x3 $20.00 M/1, ,
TUE - MID, 3/25/2014, 896, 3939, 92815, , , , , ,
WED - EVE, 3/26/2014, 875, 1771, 25610, 14 23 30 32 38 46 $64.60 M/0, 949917, 3 15 28 36 39 $110000.00, , 28 33 41 44 59 +21 x2 $40.00 M/0,
WED - MID, 3/26/2014, 445, 3231, 91233, , , , , ,
THU - MID, 3/27/2014, 330, 3653, 65030, , , , , ,
THU - EVE, 3/27/2014, 493, 4982, 29053, , , 11 19 20 22 24 $120000.00, , ,
FRI - MID, 3/28/2014, 722, 3657, 57489, , , , , ,
FRI - EVE, 3/28/2014, 763, 2072, 34766, , , 22 28 29 38 39 $130000.00, 2 3 9 50 73 +12 x3 $15.00 M/0, ,
SAT - EVE, 3/29/2014, 539, 1402, 96298, 1 8 22 33 39 43 $64.90 M/0, 977885, 10 13 27 28 36 $146000.00, , 2 3 12 27 38 +17 x2 $50.00 M/0,
SAT - MID, 3/29/2014, 739, 0685, 31024, , , , , ,
SUN - MID, 3/30/2014, 877, 4648, 23304, , , , , ,
SUN - EVE, 3/30/2014, 976, 9897, 65625, , , 2 7 10 13 24 $189000.00, , ,
MON - MID, 3/31/2014, 911, 1679, 38732, , , , , ,
MON - EVE, 3/31/2014, 331, 2222, 80786, 8 19 31 34 44 47 $65.20 M/0, 830663, 11 13 20 24 31 $100000.00, , ,
TUE - EVE, 4/1/2014, 010, 2426, 90953, , , 13 15 29 32 37 $110000.00, 10 23 68 74 75 +9 x5 $20.00 M/0, ,
TUE - MID, 4/1/2014, 842, 0394, 04678, , , , , ,
WED - MID, 4/2/2014, 856, 0816, 53868, , , , , ,
WED - EVE, 4/2/2014, 293, 0110, 34469, 7 9 13 16 45 48 $65.40 M/0, 344248, 3 10 31 32 39 $120000.00, , 8 13 19 22 53 +24 x2 $60.00 M/0,
THU - MID, 4/3/2014, 017, 6001, 57586, , , , , ,
THU - EVE, 4/3/2014, 405, 4129, 91220, , , 4 7 10 19 24 $130000.00, , ,
FRI - EVE, 4/4/2014, 260, 6924, 36348, , , 5 16 17 26 38 $100000.00, 1 10 15 41 54 +9 x2 $30.00 M/1, ,
FRI - MID, 4/4/2014, 250, 4787, 97970, , , , , ,
SAT - EVE, 4/5/2014, 334, 2693, 58546, 7 18 20 27 35 49 $65.70 M/0, 638802, 6 9 11 21 31 $110000.00, , 11 21 26 33 34 +29 x5 $70.00 M/0,
SAT - MID, 4/5/2014, 040, 2241, 52345, , , , , ,
SUN - MID, 4/6/2014, 175, 8467, 57623, , , , , ,
SUN - EVE, 4/6/2014, 185, 8452, 02022, , , 10 18 25 26 36 $100000.00, , ,
MON - MID, 4/7/2014, 802, 4045, 46656, , , , , ,
MON - EVE, 4/7/2014, 534, 9410, 82266, 27 32 36 38 40 44 $66.00 M/0, 889179, 4 10 17 33 39 $110000.00, , ,
TUE - EVE, 4/8/2014, 694, 6471, 26763, , , 14 17 22 23 35 $120000.00, 35 36 41 60 71 +3 x3 $15.00 M/0, ,
TUE - MID, 4/8/2014, 619, 4548, 54886, , , , , ,
WED - MID, 4/9/2014, 708, 8777, 21270, , , , , ,
WED - EVE, 4/9/2014, 052, 9192, 72998, 1 12 25 38 44 45 $66.20 M/0, 913274, 8 10 22 33 37 $130000.00, , 9 14 44 48 49 +29 x2 $80.00 M/0,
THU - MID, 4/10/2014, 552, 6696, 35691, , , , , ,
THU - EVE, 4/10/2014, 659, 2391, 75412, , , 7 11 18 31 38 $153000.00, , ,
FRI - EVE, 4/11/2014, 666, 0311, 34103, , , 5 8 21 22 34 $189000.00, 3 42 44 47 57 +8 x5 $20.00 M/0, ,
FRI - MID, 4/11/2014, 924, 1062, 24006, , , , , ,
SAT - MID, 4/12/2014, 124, 0853, 85179, , , , , ,
SAT - EVE, 4/12/2014, 619, 0575, 49596, 6 10 23 34 40 41 $66.50 M/0, 738727, 8 13 18 25 28 $234000.00, , 14 26 45 54 55 +20 x2 $94.00 M/0,
SUN - MID, 4/13/2014, 930, 7167, 39947, , , , , ,
SUN - EVE, 4/13/2014, 709, 5418, 05617, , , 13 15 20 22 38 $277000.00, , ,
MON - EVE, 4/14/2014, 343, 5243, 06701, 2 3 4 37 40 42 $66.80 M/0, 813003, 5 11 17 21 36 $332000.00, , ,
MON - MID, 4/14/2014, 899, 1154, 79169, , , , , ,
TUE - MID, 4/15/2014, 362, 8674, 15942, , , , , ,
TUE - EVE, 4/15/2014, 368, 5125, 96421, , , 4 8 10 21 34 $377000.00, 4 39 46 47 70 +13 x3 $28.00 M/0, ,
WED - MID, 4/16/2014, 224, 3141, 47941, , , , , ,
WED - EVE, 4/16/2014, 217, 7850, 74155, 15 25 26 40 44 47 $67.00 M/0, 665200, 10 12 20 32 37 $448000.00, , 34 39 42 44 59 +8 x3 $110.00 M/0,
THU - MID, 4/17/2014, 065, 3231, 48437, , , , , ,
THU - EVE, 4/17/2014, 143, 3978, 65279, , , 2 6 20 30 38 $538000.00, , ,
FRI - EVE, 4/18/2014, 951, 1840, 61576, , , 2 9 21 23 28 $644000.00, 18 25 38 45 63 +9 x2 $38.00 M/0, ,
FRI - MID, 4/18/2014, 954, 8708, 04677, , , , , ,
SAT - MID, 4/19/2014, 859, 6006, 89030, , , , , ,
SAT - EVE, 4/19/2014, 488, 2840, 45777, 7 17 21 22 37 46 $67.30 M/0, 800018, 8 12 14 25 32 $745000.00, , 5 6 29 35 51 +21 x5 $128.00 M/0,
SUN - MID, 4/20/2014, 975, 2674, 90753, , , , , ,
SUN - EVE, 4/20/2014, 684, 3823, 48925, , , 2 5 8 11 21 $864000.00, , ,
MON - EVE, 4/21/2014, 887, 2550, 22464, 16 20 22 38 45 49 $67.60 M/0, 213424, 2 8 18 34 39 $100000.00, , ,
MON - MID, 4/21/2014, 305, 1982, 01582, , , , , ,
TUE - MID, 4/22/2014, 945, 6508, 72271, , , , , ,
TUE - EVE, 4/22/2014, 097, 4779, 53283, , , 4 5 24 32 38 $110000.00, 2 18 19 49 50 +1 x3 $48.00 M/0, ,
WED - MID, 4/23/2014, 373, 8720, 51463, , , , , ,
WED - EVE, 4/23/2014, 363, 4204, 28041, 35 39 40 41 44 47 $67.80 M/0, 685798, 7 23 31 34 37 $120000.00, , 19 25 29 36 48 +12 x4 $150.00 M/1,
THU - EVE, 4/24/2014, 429, 9347, 38099, , , 2 9 11 17 36 $134000.00, , ,
THU - MID, 4/24/2014, 088, 4743, 30812, , , , , ,
FRI - MID, 4/25/2014, 329, 4667, 21984, , , , , ,
FRI - EVE, 4/25/2014, 115, 4840, 44577, , , 11 14 16 34 38 $164000.00, 3 11 18 20 66 +9 x2 $59.00 M/0, ,
SAT - MID, 4/26/2014, 066, 5323, 75167, , , , , ,
SAT - EVE, 4/26/2014, 277, 5702, 13715, 1 5 14 20 25 40 $68.10 M/0, 020825, 2 4 11 32 39 $219000.00, , 3 7 22 30 33 +20 x3 $40.00 M/0,
SUN - MID, 4/27/2014, 576, 3198, 80367, , , , , ,
SUN - EVE, 4/27/2014, 088, 6815, 79878, , , 10 14 19 24 28 $272000.00, , ,
MON - EVE, 4/28/2014, 867, 2292, 94488, 4 13 21 30 37 42 $68.40 M/0, 919732, 4 7 8 18 19 $313000.00, , ,
MON - MID, 4/28/2014, 417, 9720, 91882, , , , , ,
TUE - MID, 4/29/2014, 711, 3911, 23359, , , , , ,
TUE - EVE, 4/29/2014, 705, 6989, 60044, , , 4 8 12 29 36 $352000.00, 7 43 59 61 66 +3 x3 $68.00 M/0, ,
WED - MID, 4/30/2014, 226, 6416, 67714, , , , , ,
WED - EVE, 4/30/2014, 930, 4886, 33351, 11 18 22 26 36 49 $68.60 M/0, 643322, 18 23 24 30 36 $411000.00, , 2 9 11 19 50 +32 x3 $50.00 M/0,
THU - EVE, 5/1/2014, 501, 2208, 69325, , , 2 14 21 34 38 $100000.00, , ,
THU - MID, 5/1/2014, 149, 5967, 10659, , , , , ,
FRI - MID, 5/2/2014, 520, 9985, 74589, , , , , ,
FRI - EVE, 5/2/2014, 881, 3738, 97950, , , 4 10 26 35 37 $100000.00, 1 18 26 35 40 +13 x5 $81.00 M/0, ,
SAT - MID, 5/3/2014, 467, 0277, 57150, , , , , ,
SAT - EVE, 5/3/2014, 141, 2052, 73935, 9 24 25 29 31 40 $68.80 M/0, 728252, 6 16 26 33 38 $110000.00, , 5 15 16 46 49 +26 x4 $60.00 M/0,
SUN - EVE, 5/4/2014, 459, 4468, 94176, , , 8 16 23 30 32 $120000.00, , ,
SUN - MID, 5/4/2014, 961, 0354, 52876, , , , , ,
MON - MID, 5/5/2014, 710, 2369, 62611, , , , , ,
MON - EVE, 5/5/2014, 931, 7472, 41580, 1 13 20 22 44 47 $69.10 M/0, 941060, 13 21 23 32 33 $133000.00, , ,
TUE - MID, 5/6/2014, 319, 8564, 11114, , , , , ,
TUE - EVE, 5/6/2014, 299, 8293, 96296, , , 3 16 23 30 32 $177000.00, 18 20 27 48 51 +5 x3 $92.00 M/0, ,
WED - MID, 5/7/2014, 415, 5788, 54777, , , , , ,
WED - EVE, 5/7/2014, 682, 9657, 06944, 1 10 22 36 42 47 $69.30 M/0, 541496, 20 25 27 28 34 $218000.00, , 17 29 31 48 49 +34 x2 $70.00 M/0,
THU - EVE, 5/8/2014, 672, 7342, 45565, , , 1 8 23 25 27 $277000.00, , ,
THU - MID, 5/8/2014, 598, 7576, 19483, , , , , ,
FRI - MID, 5/9/2014, 463, 3640, 94927, , , , , ,
FRI - EVE, 5/9/2014, 022, 4542, 75475, , , 3 12 18 33 36 $100000.00, 10 28 39 51 59 +14 x2 $105.00 M/0, ,
SAT - MID, 5/10/2014, 657, 6376, 45976, , , , , ,
SAT - EVE, 5/10/2014, 523, 9950, 31263, 9 18 24 30 34 48 $69.60 M/0, 332964, 3 17 33 36 39 $110000.00, , 4 31 41 47 55 +1 x2 $80.00 M/0,
SUN - EVE, 5/11/2014, 913, 5809, 87979, , , 11 28 34 35 38 $120000.00, , ,
