Day - Draw, Date, Pick 3, Pick 4, Pick 5, Classic Lotto, Kicker, Rolling Cash 5, Mega Millions, Powerball, Lucky For Life
MON - EVE, 2/5/2018, 970, 1794, 60656, 9 11 42 45 46 48 $2.00 M/0, 338056, 2 8 22 25 34 $140000.00, , ,1 2 5 32 48 +170
TUE - MID, 2/6/2018, 913, 3901, 09633, , , , , ,
TUE - EVE, 2/6/2018, 643, 6238, 23269, , , 21 28 29 34 39 $166000.00, 14 17 25 48 58 +25 x3 $120.00 M/0, ,
WED - MID, 2/7/2018, 633, 4363, 41140, , , , , ,
WED - EVE, 2/7/2018, 856, 1504, 13082, 1 10 24 33 38 49 $2.10 M/0, 975884, 3 14 15 17 32 $215000.00, , 23 34 35 40 47 +10 x2 $165.00 M/0,
THU - MID, 2/8/2018, 094, 9361, 96505, , , , , ,
THU - EVE, 2/8/2018, 074, 1278, 22459, , , 5 17 23 30 32 $256000.00, , ,4 10 13 32 40 +120
FRI - MID, 2/9/2018, 394, 7141, 86626, , , , , ,
FRI - EVE, 2/9/2018, 061, 3651, 60198, , , 10 17 20 32 37 $298000.00, 28 34 41 46 47 +14 x3 $136.00 M/0, ,
SAT - MID, 2/10/2018, 599, 1227, 53142, , , , , ,
SAT - EVE, 2/10/2018, 254, 9638, 18451, 4 23 31 37 38 49 $2.20 M/0, 987669, 1 5 16 25 27 $100000.00, , 1 13 27 41 59 +20 x5 $184.00 M/0,
SUN - MID, 2/11/2018, 930, 9910, 08400, , , , , ,
SUN - EVE, 2/11/2018, 341, 1162, 17172, , , 3 12 16 22 26 $110000.00, , ,
MON - MID, 2/12/2018, 466, 1151, 01812, , , , , ,
MON - EVE, 2/12/2018, 611, 3264, 74793, 12 15 19 20 27 48 $2.30 M/0, 092521, 9 16 19 31 34 $100000.00, , ,7 11 33 37 47 +100
TUE - MID, 2/13/2018, 891, 2109, 47538, , , , , ,
TUE - EVE, 2/13/2018, 834, 7467, 45973, , , 11 17 20 36 38 $110000.00, 5 12 15 46 49 +1 x4 $153.00 M/0, ,
WED - MID, 2/14/2018, 245, 0519, 65792, , , , , ,
WED - EVE, 2/14/2018, 871, 4141, 01466, 1 6 29 33 37 41 $2.40 M/0, 333414, 1 3 5 17 18 $120000.00, , 37 39 44 46 69 +26 x2 $203.00 M/0,
THU - MID, 2/15/2018, 651, 2593, 00116, , , , , ,
THU - EVE, 2/15/2018, 135, 5405, 43533, , , 1 4 6 36 38 $130000.00, , ,1 11 36 38 46 +100
FRI - MID, 2/16/2018, 939, 3375, 04372, , , , , ,
FRI - EVE, 2/16/2018, 274, 6414, 47811, , , 5 11 16 21 39 $100000.00, 14 38 48 53 58 +16 x3 $168.00 M/0, ,
SAT - MID, 2/17/2018, 711, 5698, 94971, , , , , ,
SAT - EVE, 2/17/2018, 328, 0884, 96769, 1 17 22 37 45 48 $2.50 M/0, 515854, 2 4 5 20 27 $110000.00, , 13 26 39 44 62 +2 x3 $223.00 M/0,
SUN - MID, 2/18/2018, 603, 7413, 30327, , , , , ,
SUN - EVE, 2/18/2018, 157, 9809, 72174, , , 3 5 7 12 16 $100000.00, , ,
MON - MID, 2/19/2018, 587, 9715, 80186, , , , , ,
MON - EVE, 2/19/2018, 294, 4326, 34009, 4 9 10 16 24 33 $2.60 M/0, 131525, 13 15 17 32 37 $100000.00, , ,2 14 41 44 47 +160
TUE - MID, 2/20/2018, 166, 1203, 20487, , , , , ,
TUE - EVE, 2/20/2018, 767, 9756, 85325, , , 9 11 19 26 27 $110000.00, 17 19 23 24 43 +14 x3 $185.00 M/0, ,
WED - MID, 2/21/2018, 529, 4044, 35168, , , , , ,
WED - EVE, 2/21/2018, 924, 5467, 62921, 14 18 20 27 31 39 $2.70 M/0, 151681, 16 22 23 28 36 $100000.00, , 7 15 31 34 36 +8 x3 $246.00 M/0,
THU - MID, 2/22/2018, 060, 7837, 12155, , , , , ,
THU - EVE, 2/22/2018, 098, 9393, 69941, , , 1 12 15 19 32 $100000.00, , ,6 23 32 35 42 +80
FRI - MID, 2/23/2018, 591, 2658, 48025, , , , , ,
FRI - EVE, 2/23/2018, 812, 7881, 99317, , , 7 9 13 28 29 $110000.00, 7 11 13 19 58 +9 x4 $204.00 M/0, ,
SAT - MID, 2/24/2018, 622, 5347, 80916, , , , , ,
SAT - EVE, 2/24/2018, 748, 9787, 82259, 8 16 17 19 22 31 $2.80 M/0, 106820, 12 17 20 35 39 $120000.00, , 24 25 38 62 63 +6 x2 $269.00 M/0,
SUN - MID, 2/25/2018, 999, 5970, 75420, , , , , ,
SUN - EVE, 2/25/2018, 239, 4222, 46991, , , 6 14 15 23 29 $130000.00, , ,
MON - MID, 2/26/2018, 584, 7709, 95982, , , , , ,
MON - EVE, 2/26/2018, 266, 0432, 58202, 6 17 25 32 33 37 $2.90 M/0, 693380, 8 10 15 31 36 $100000.00, , ,6 11 16 28 37 +110
TUE - MID, 2/27/2018, 958, 0517, 63264, , , , , ,
TUE - EVE, 2/27/2018, 937, 9060, 78780, , , 4 18 25 29 37 $110000.00, 10 17 21 38 43 +23 x3 $222.00 M/0, ,
WED - MID, 2/28/2018, 641, 4681, 00589, , , , , ,
WED - EVE, 2/28/2018, 005, 3167, 39985, 1 12 18 23 24 34 $3.00 M/0, 308040, 5 11 12 18 28 $120000.00, , 12 30 59 65 69 +16 x5 $293.00 M/0,
THU - MID, 3/1/2018, 812, 1081, 19799, , , , , ,
THU - EVE, 3/1/2018, 814, 0798, 07753, , , 5 12 16 17 34 $130000.00, , ,7 10 26 44 46 +140
FRI - MID, 3/2/2018, 272, 0759, 61123, , , , , ,
FRI - EVE, 3/2/2018, 008, 3271, 88483, , , 2 6 12 21 26 $140000.00, 24 28 42 60 64 +8 x4 $243.00 M/0, ,
SAT - MID, 3/3/2018, 562, 8200, 63457, , , , , ,
SAT - EVE, 3/3/2018, 289, 1147, 48280, 1 8 18 27 33 49 $3.10 M/0, 219374, 8 11 20 21 37 $150000.00, , 13 17 25 36 40 +5 x2 $321.00 M/0,
SUN - MID, 3/4/2018, 244, 9118, 30923, , , , , ,
SUN - EVE, 3/4/2018, 194, 0221, 10751, , , 2 6 15 29 39 $170000.00, , ,
MON - MID, 3/5/2018, 091, 6696, 68889, , , , , ,
MON - EVE, 3/5/2018, 007, 9727, 82623, 4 16 22 24 30 38 $3.20 M/0, 211705, 6 15 29 36 39 $209000.00, , ,5 17 23 35 42 +120
TUE - MID, 3/6/2018, 644, 4464, 52306, , , , , ,
TUE - EVE, 3/6/2018, 293, 6024, 24555, , , 11 12 18 25 28 $257000.00, 1 4 26 35 39 +22 x5 $265.00 M/0, ,
WED - MID, 3/7/2018, 804, 7381, 74973, , , , , ,
WED - EVE, 3/7/2018, 008, 6702, 21696, 22 25 29 35 36 46 $3.30 M/0, 878103, 14 16 17 25 28 $296000.00, , 6 13 19 36 51 +18 x2 $348.00 M/0,
THU - MID, 3/8/2018, 085, 7153, 08814, , , , , ,
THU - EVE, 3/8/2018, 470, 1669, 00676, , , 9 33 35 37 39 $354000.00, , ,20 24 26 34 39 +180
FRI - MID, 3/9/2018, 492, 8724, 68711, , , , , ,
FRI - EVE, 3/9/2018, 351, 7624, 65597, , , 4 5 12 15 19 $100000.00, 7 17 18 46 66 +22 x4 $290.00 M/0, ,
SAT - MID, 3/10/2018, 461, 2540, 78406, , , , , ,
SAT - EVE, 3/10/2018, 729, 8741, 81931, 4 5 8 9 16 39 $3.40 M/0, 971756, 6 12 21 31 32 $100000.00, , 43 44 54 61 69 +22 x3 $385.00 M/0,
SUN - MID, 3/11/2018, 749, 9540, 33161, , , , , ,
SUN - EVE, 3/11/2018, 490, 7457, 79223, , , 1 19 24 31 38 $100000.00, , ,
MON - MID, 3/12/2018, 202, 3265, 48710, , , , , ,
MON - EVE, 3/12/2018, 453, 0782, 79703, 10 21 24 36 38 43 $3.50 M/0, 360690, 3 4 14 24 28 $110000.00, , ,1 8 20 44 45 +150
TUE - MID, 3/13/2018, 713, 5830, 15984, , , , , ,
TUE - EVE, 3/13/2018, 362, 5835, 23902, , , 2 15 20 31 34 $100000.00, 6 30 58 60 61 +17 x5 $318.00 M/0, ,
WED - MID, 3/14/2018, 198, 4017, 78405, , , , , ,
WED - EVE, 3/14/2018, 281, 6424, 50175, 9 12 18 22 31 38 $3.60 M/0, 941914, 9 25 35 36 37 $100000.00, , 6 12 24 41 68 +9 x3 $420.00 M/0,
THU - MID, 3/15/2018, 479, 6113, 65503, , , , , ,
THU - EVE, 3/15/2018, 973, 3161, 97435, , , 5 6 25 34 39 $110000.00, , ,10 16 17 40 47 +50
FRI - MID, 3/16/2018, 013, 1693, 98066, , , , , ,
FRI - EVE, 3/16/2018, 222, 6644, 35400, , , 3 4 32 34 36 $120000.00, 1 13 26 33 52 +11 x3 $345.00 M/0, ,
SAT - MID, 3/17/2018, 728, 7499, 61369, , , , , ,
SAT - EVE, 3/17/2018, 629, 3368, 56692, 6 25 27 35 41 47 $3.70 M/0, 259205, 10 19 24 32 39 $130000.00, , 22 57 59 60 66 +7 x2 $455.00 M/1,
SUN - MID, 3/18/2018, 507, 0782, 99168, , , , , ,
SUN - EVE, 3/18/2018, 420, 2217, 31721, , , 2 3 5 35 39 $100000.00, , ,
MON - MID, 3/19/2018, 098, 6625, 95577, , , , , ,
MON - EVE, 3/19/2018, 996, 8087, 58004, 4 13 17 23 27 34 $3.80 M/0, 286466, 6 12 14 19 23 $110000.00, , ,17 26 31 32 45 +140
TUE - MID, 3/20/2018, 240, 4438, 68211, , , , , ,
TUE - EVE, 3/20/2018, 398, 9470, 80181, , , 1 7 9 26 38 $120000.00, 14 38 51 64 70 +9 x3 $377.00 M/0, ,
WED - MID, 3/21/2018, 979, 8323, 63703, , , , , ,
WED - EVE, 3/21/2018, 421, 3299, 44211, 6 16 18 37 40 45 $3.90 M/0, 812919, 9 16 21 26 36 $130000.00, , 3 4 18 29 61 +25 x2 $40.00 M/0,
THU - MID, 3/22/2018, 159, 1837, 46483, , , , , ,
THU - EVE, 3/22/2018, 759, 1607, 13462, , , 3 5 16 32 39 $100000.00, , ,9 17 27 29 31 +160
FRI - MID, 3/23/2018, 746, 7279, 16850, , , , , ,
FRI - EVE, 3/23/2018, 224, 5886, 91966, , , 10 14 20 22 37 $110000.00, 4 8 23 53 59 +17 x3 $421.00 M/0, ,
SAT - MID, 3/24/2018, 808, 8145, 07409, , , , , ,
SAT - EVE, 3/24/2018, 495, 6191, 52902, 11 12 23 33 40 49 $4.00 M/0, 206843, 13 21 27 29 37 $120000.00, , 10 33 45 53 56 +24 x3 $54.00 M/1,
SUN - MID, 3/25/2018, 333, 2337, 32836, , , , , ,
SUN - EVE, 3/25/2018, 655, 8145, 99878, , , 8 10 19 27 34 $130000.00, , ,
MON - MID, 3/26/2018, 604, 9323, 47730, , , , , ,
MON - EVE, 3/26/2018, 452, 2736, 10181, 7 13 14 24 29 31 $4.10 M/0, 951174, 1 3 26 34 39 $140000.00, , ,3 4 15 23 40 +60
TUE - MID, 3/27/2018, 258, 2407, 08388, , , , , ,
TUE - EVE, 3/27/2018, 477, 5528, 29850, , , 5 20 28 33 34 $174000.00, 7 25 43 56 59 +13 x3 $458.00 M/0, ,
WED - MID, 3/28/2018, 452, 6418, 36291, , , , , ,
WED - EVE, 3/28/2018, 932, 0366, 14617, 7 12 15 23 33 47 $4.20 M/0, 213151, 6 10 12 30 31 $219000.00, , 6 8 26 52 53 +21 x2 $40.00 M/0,
THU - MID, 3/29/2018, 250, 4004, 75618, , , , , ,
THU - EVE, 3/29/2018, 670, 0816, 72557, , , 7 19 23 27 39 $258000.00, , ,16 19 31 44 48 +70
FRI - MID, 3/30/2018, 646, 1983, 93935, , , , , ,
FRI - EVE, 3/30/2018, 184, 8102, 16191, , , 3 7 17 27 32 $306000.00, 11 28 31 46 59 +1 x3 $521.00 M/1, ,
SAT - MID, 3/31/2018, 305, 0305, 68009, , , , , ,
SAT - EVE, 3/31/2018, 457, 2632, 77070, 6 17 21 30 35 38 $4.30 M/0, 032409, 4 8 16 22 37 $100000.00, , 8 24 52 55 61 +21 x3 $50.00 M/0,
SUN - MID, 4/1/2018, 734, 4371, 35787, , , , , ,
SUN - EVE, 4/1/2018, 255, 4884, 33654, , , 1 4 17 28 36 $110000.00, , ,
MON - MID, 4/2/2018, 236, 8867, 86355, , , , , ,
MON - EVE, 4/2/2018, 218, 4641, 62198, 3 5 25 28 44 49 $4.40 M/0, 177063, 12 13 14 26 30 $120000.00, , ,2 6 11 32 33 +40
TUE - MID, 4/3/2018, 406, 8851, 34866, , , , , ,
TUE - EVE, 4/3/2018, 384, 9866, 54146, , , 24 25 30 31 37 $130000.00, 4 29 39 42 62 +14 x2 $40.00 M/0, ,
WED - MID, 4/4/2018, 030, 7593, 87726, , , , , ,
WED - EVE, 4/4/2018, 465, 5469, 69202, 3 17 20 30 32 46 $4.50 M/0, 021996, 2 17 25 35 36 $100000.00, , 8 24 42 54 64 +24 x4 $60.00 M/0,
THU - MID, 4/5/2018, 809, 7588, 23709, , , , , ,
THU - EVE, 4/5/2018, 186, 6688, 00275, , , 2 20 22 24 28 $110000.00, , ,2 10 12 46 48 +120
FRI - MID, 4/6/2018, 637, 1167, 50071, , , , , ,
FRI - EVE, 4/6/2018, 616, 4949, 06531, , , 15 20 30 33 39 $120000.00, 16 33 51 54 67 +20 x4 $45.00 M/0, ,
SAT - MID, 4/7/2018, 291, 7878, 27768, , , , , ,
SAT - EVE, 4/7/2018, 905, 5488, 73945, 9 10 15 34 45 49 $4.60 M/0, 012971, 4 8 12 21 37 $130000.00, , 2 17 20 38 39 +20 x2 $74.00 M/0,
SUN - MID, 4/8/2018, 658, 6462, 04084, , , , , ,
SUN - EVE, 4/8/2018, 179, 9478, 90932, , , 3 13 29 30 37 $140000.00, , ,
MON - MID, 4/9/2018, 850, 3636, 74620, , , , , ,
MON - EVE, 4/9/2018, 010, 5884, 10832, 11 19 24 29 34 48 $4.70 M/0, 032849, 5 9 12 15 28 $100000.00, , ,9 13 20 39 44 +180
TUE - MID, 4/10/2018, 748, 5593, 53426, , , , , ,
TUE - EVE, 4/10/2018, 206, 5135, 53361, , , 1 2 5 20 39 $110000.00, 5 13 31 43 53 +20 x2 $50.00 M/0, ,
WED - MID, 4/11/2018, 321, 3653, 49631, , , , , ,
WED - EVE, 4/11/2018, 630, 7692, 28020, 1 7 16 21 28 32 $4.80 M/0, 483450, 10 12 26 28 32 $120000.00, , 16 18 27 55 67 +18 x3 $89.00 M/0,
THU - MID, 4/12/2018, 563, 5943, 84617, , , , , ,
THU - EVE, 4/12/2018, 790, 8594, 55245, , , 4 23 28 33 36 $130000.00, , ,5 20 33 39 48 +180
FRI - MID, 4/13/2018, 553, 1065, 25434, , , , , ,
FRI - EVE, 4/13/2018, 158, 0703, 66245, , , 1 5 13 21 31 $140000.00, 8 9 32 42 59 +10 x4 $55.00 M/0, ,
SAT - MID, 4/14/2018, 478, 5241, 30829, , , , , ,
SAT - EVE, 4/14/2018, 012, 6124, 28896, 7 9 15 29 38 41 $4.90 M/0, 352656, 11 14 16 26 34 $150000.00, , 17 19 26 61 62 +15 x2 $106.00 M/0,
SUN - MID, 4/15/2018, 822, 4580, 33433, , , , , ,
SUN - EVE, 4/15/2018, 203, 1916, 00429, , , 1 17 27 38 39 $173000.00, , ,
MON - MID, 4/16/2018, 609, 1529, 48693, , , , , ,
MON - EVE, 4/16/2018, 537, 0328, 21242, 4 12 14 25 39 47 $5.00 M/0, 350750, 4 7 13 19 27 $215000.00, , ,9 11 26 33 38 +70
TUE - MID, 4/17/2018, 702, 5418, 34986, , , , , ,
TUE - EVE, 4/17/2018, 721, 7612, 63826, , , 14 26 36 37 39 $240000.00, 12 34 44 47 65 +22 x4 $67.00 M/0, ,
WED - MID, 4/18/2018, 070, 8008, 28222, , , , , ,
WED - EVE, 4/18/2018, 072, 1778, 29354, 7 14 17 26 42 47 $5.10 M/0, 338852, 5 15 24 30 33 $299000.00, , 9 10 12 17 23 +9 x2 $122.00 M/0,
THU - MID, 4/19/2018, 467, 6824, 34184, , , , , ,
THU - EVE, 4/19/2018, 211, 5873, 53601, , , 1 21 22 31 34 $100000.00, , ,16 19 35 43 48 +90
FRI - MID, 4/20/2018, 991, 9793, 22802, , , , , ,
FRI - EVE, 4/20/2018, 314, 2848, 34431, , , 6 7 10 15 35 $110000.00, 1 15 18 32 45 +4 x2 $80.00 M/0, ,
SAT - MID, 4/21/2018, 550, 0519, 80482, , , , , ,
SAT - EVE, 4/21/2018, 051, 1877, 11390, 24 32 35 44 45 48 $5.20 M/0, 673159, 15 25 27 35 37 $120000.00, , 40 50 54 62 69 +19 x2 $142.00 M/0,
SUN - MID, 4/22/2018, 255, 8616, 35199, , , , , ,
SUN - EVE, 4/22/2018, 497, 0768, 20672, , , 25 27 32 33 35 $130000.00, , ,
MON - MID, 4/23/2018, 314, 5155, 31302, , , , , ,
MON - EVE, 4/23/2018, 042, 9234, 34432, 1 16 17 30 35 41 $5.30 M/0, 536688, 6 19 21 28 36 $140000.00, , ,7 12 20 27 48 +130
TUE - MID, 4/24/2018, 420, 7715, 98399, , , , , ,
TUE - EVE, 4/24/2018, 161, 5705, 11286, , , 1 12 16 18 27 $164000.00, 3 19 31 32 48 +10 x3 $96.00 M/0, ,
WED - MID, 4/25/2018, 312, 6118, 42796, , , , , ,
WED - EVE, 4/25/2018, 307, 4140, 80678, 14 16 30 40 42 46 $5.40 M/0, 655128, 9 15 22 28 29 $194000.00, , 17 18 39 56 64 +12 x3 $158.00 M/0,
THU - MID, 4/26/2018, 559, 4202, 13151, , , , , ,
THU - EVE, 4/26/2018, 318, 9114, 29601, , , 9 10 15 16 39 $100000.00, , ,20 21 27 29 30 +170
FRI - MID, 4/27/2018, 788, 7703, 88631, , , , , ,
FRI - EVE, 4/27/2018, 994, 4485, 08422, , , 2 6 19 26 32 $110000.00, 2 29 38 63 66 +11 x2 $111.00 M/0, ,
SAT - MID, 4/28/2018, 230, 0809, 29482, , , , , ,
SAT - EVE, 4/28/2018, 239, 6242, 29015, 16 18 19 30 40 48 $5.50 M/0, 552756, 5 8 15 21 34 $120000.00, , 20 22 28 45 50 +8 x5 $177.00 M/0,
SUN - MID, 4/29/2018, 690, 5912, 66756, , , , , ,
SUN - EVE, 4/29/2018, 660, 0470, 14643, , , 3 11 16 26 35 $130000.00, , ,
MON - MID, 4/30/2018, 691, 2404, 92235, , , , , ,
MON - EVE, 4/30/2018, 456, 2243, 72756, 9 20 22 27 36 44 $5.60 M/0, 341155, 12 17 18 22 36 $140000.00, , ,1 10 13 16 21 +170
TUE - MID, 5/1/2018, 396, 0879, 31551, , , , , ,
TUE - EVE, 5/1/2018, 154, 9491, 16511, , , 5 13 14 26 32 $167000.00, 2 7 20 55 70 +1 x4 $126.00 M/0, ,
WED - MID, 5/2/2018, 011, 4627, 76650, , , , , ,
WED - EVE, 5/2/2018, 445, 4359, 89637, 5 7 9 34 47 48 $5.70 M/0, 519769, 4 25 28 32 39 $100000.00, , 5 14 31 40 50 +6 x2 $195.00 M/0,
THU - MID, 5/3/2018, 803, 3041, 27263, , , , , ,
THU - EVE, 5/3/2018, 182, 5212, 92091, , , 6 10 12 23 27 $100000.00, , ,5 22 26 29 47 +80
FRI - MID, 5/4/2018, 444, 8462, 32038, , , , , ,
FRI - EVE, 5/4/2018, 087, 6197, 39822, , , 4 8 12 16 28 $110000.00, 4 5 10 12 18 +21 x4 $143.00 M/1, ,
SAT - MID, 5/5/2018, 903, 1283, 96704, , , , , ,
SAT - EVE, 5/5/2018, 099, 0907, 42160, 8 9 12 28 32 48 $5.80 M/0, 831331, 1 19 27 29 36 $120000.00, , 14 29 36 57 61 +17 x4 $215.00 M/0,
SUN - MID, 5/6/2018, 306, 4114, 84274, , , , , ,
SUN - EVE, 5/6/2018, 847, 8739, 77268, , , 1 16 24 26 35 $130000.00, , ,
