Day - Draw, Date, Pick 3, Pick 4, Pick 5, Classic Lotto, Kicker, Rolling Cash 5, Mega Millions, Powerball, Lucky For Life
MON - EVE, 1/14/2019, 650, 1108, 59759, 1 5 13 28 44 49 $9.10 M/0, 665096, 3 23 24 25 29 $110000.00, , ,11 13 18 29 42 +30
TUE - MID, 1/15/2019, 906, 7739, 93153, , , , , ,
TUE - EVE, 1/15/2019, 389, 3255, 63612, , , 7 11 14 23 36 $120000.00, 29 52 58 60 62 +7 x2 $55.00 M/0, ,
WED - MID, 1/16/2019, 793, 3228, 23402, , , , , ,
WED - EVE, 1/16/2019, 560, 7709, 44346, 3 7 12 22 34 43 $9.20 M/0, 379099, 4 10 21 22 35 $100000.00, , 14 29 31 56 61 +1 x2 $112.00 M/0,
THU - MID, 1/17/2019, 202, 2014, 76002, , , , , ,
THU - EVE, 1/17/2019, 809, 1146, 54462, , , 12 13 22 36 39 $100000.00, , ,9 22 27 38 46 +50
FRI - MID, 1/18/2019, 693, 4072, 02673, , , , , ,
FRI - EVE, 1/18/2019, 123, 6016, 47041, , , 3 4 6 12 30 $110000.00, 2 43 48 62 64 +24 x3 $68.00 M/0, ,
SAT - MID, 1/19/2019, 858, 9615, 09290, , , , , ,
SAT - EVE, 1/19/2019, 752, 2158, 62651, 5 7 10 27 28 35 $9.30 M/0, 292602, 1 2 9 12 16 $120000.00, , 5 8 41 65 66 +20 x3 $129.00 M/0,
SUN - MID, 1/20/2019, 079, 6708, 06801, , , , , ,
SUN - EVE, 1/20/2019, 646, 2736, 81233, , , 5 16 17 27 35 $100000.00, , ,
MON - MID, 1/21/2019, 925, 3166, 50160, , , , , ,
MON - EVE, 1/21/2019, 303, 2489, 72079, 1 11 13 26 34 43 $9.40 M/0, 233581, 1 21 31 35 39 $110000.00, , ,2 16 40 43 47 +120
TUE - MID, 1/22/2019, 725, 1377, 61470, , , , , ,
TUE - EVE, 1/22/2019, 493, 2194, 69462, , , 9 10 16 25 39 $120000.00, 4 15 37 59 64 +16 x5 $82.00 M/0, ,
WED - MID, 1/23/2019, 343, 9004, 73557, , , , , ,
WED - EVE, 1/23/2019, 541, 5083, 34251, 3 5 13 31 43 44 $9.50 M/0, 897171, 8 9 17 25 29 $130000.00, , 23 25 47 48 50 +24 x3 $144.00 M/0,
THU - MID, 1/24/2019, 044, 6423, 70035, , , , , ,
THU - EVE, 1/24/2019, 136, 4012, 10224, , , 5 21 24 34 35 $140000.00, , ,21 29 30 32 45 +100
FRI - MID, 1/25/2019, 058, 0679, 87898, , , , , ,
FRI - EVE, 1/25/2019, 218, 1582, 63760, , , 3 29 30 32 33 $152000.00, 8 16 30 38 61 +10 x2 $96.00 M/0, ,
SAT - MID, 1/26/2019, 539, 7587, 95582, , , , , ,
SAT - EVE, 1/26/2019, 042, 8884, 32817, 4 27 30 32 36 48 $9.60 M/0, 442499, 4 5 33 36 39 $194000.00, , 8 12 20 21 32 +10 x4 $161.00 M/0,
SUN - MID, 1/27/2019, 920, 5445, 36214, , , , , ,
SUN - EVE, 1/27/2019, 440, 8230, 85126, , , 7 15 28 30 33 $242000.00, , ,
MON - MID, 1/28/2019, 064, 8080, 47727, , , , , ,
MON - EVE, 1/28/2019, 066, 4745, 52966, 19 26 29 35 41 42 $9.70 M/0, 703398, 2 6 25 30 39 $287000.00, , ,6 12 30 32 37 +180
TUE - MID, 1/29/2019, 335, 1644, 02697, , , , , ,
TUE - EVE, 1/29/2019, 067, 6030, 99506, , , 4 14 18 23 38 $100000.00, 10 33 53 54 62 +22 x2 $109.00 M/0, ,
WED - MID, 1/30/2019, 813, 6288, 13750, , , , , ,
WED - EVE, 1/30/2019, 691, 8264, 87326, 5 9 11 12 35 46 $9.80 M/0, 588850, 11 13 14 25 33 $110000.00, , 2 12 16 29 54 +6 x2 $174.00 M/0,
THU - MID, 1/31/2019, 568, 6636, 42573, , , , , ,
THU - EVE, 1/31/2019, 766, 2351, 71224, , , 4 16 17 19 24 $120000.00, , ,4 6 10 29 45 +100
FRI - MID, 2/1/2019, 873, 4442, 55152, , , , , ,
FRI - EVE, 2/1/2019, 780, 4154, 24705, , , 3 16 23 24 32 $100000.00, 2 37 48 66 68 +11 x5 $125.00 M/0, ,
SAT - MID, 2/2/2019, 383, 9780, 58244, , , , , ,
SAT - EVE, 2/2/2019, 288, 9819, 36205, 6 21 31 34 38 42 $9.90 M/0, 346471, 1 6 11 32 34 $110000.00, , 10 17 18 43 65 +13 x5 $191.00 M/0,
SUN - MID, 2/3/2019, 391, 4136, 69322, , , , , ,
SUN - EVE, 2/3/2019, 045, 0955, 85444, , , 2 14 20 30 38 $100000.00, , ,
MON - MID, 2/4/2019, 891, 2287, 24528, , , , , ,
MON - EVE, 2/4/2019, 240, 4047, 58964, 3 9 19 24 32 49 $10.00 M/0, 684958, 10 11 21 25 31 $110000.00, , ,14 24 30 37 38 +120
TUE - MID, 2/5/2019, 794, 0497, 66887, , , , , ,
TUE - EVE, 2/5/2019, 874, 4828, 35882, , , 4 12 33 35 37 $100000.00, 3 34 36 59 66 +7 x2 $139.00 M/0, ,
WED - MID, 2/6/2019, 250, 2484, 02642, , , , , ,
WED - EVE, 2/6/2019, 961, 2482, 37079, 9 12 20 24 44 45 $10.10 M/0, 906958, 6 14 15 28 37 $110000.00, , 5 13 28 38 63 +21 x5 $204.00 M/0,
THU - MID, 2/7/2019, 770, 8240, 16442, , , , , ,
THU - EVE, 2/7/2019, 618, 0147, 61070, , , 3 11 12 19 39 $100000.00, , ,18 23 29 34 43 +30
FRI - MID, 2/8/2019, 283, 8790, 76486, , , , , ,
FRI - EVE, 2/8/2019, 562, 7615, 88617, , , 2 20 21 24 39 $110000.00, 14 24 31 42 48 +13 x3 $157.00 M/0, ,
SAT - MID, 2/9/2019, 378, 7913, 88135, , , , , ,
SAT - EVE, 2/9/2019, 291, 8808, 68963, 3 18 24 40 43 45 $10.20 M/0, 591067, 3 4 6 15 16 $120000.00, , 1 2 3 7 39 +25 x3 $224.00 M/0,
SUN - MID, 2/10/2019, 703, 9477, 23845, , , , , ,
SUN - EVE, 2/10/2019, 533, 3994, 30995, , , 5 18 21 36 38 $130000.00, , ,
MON - MID, 2/11/2019, 696, 2219, 84013, , , , , ,
MON - EVE, 2/11/2019, 108, 2511, 73431, 10 17 32 37 40 48 $10.30 M/0, 059535, 3 7 11 26 34 $140000.00, , ,3 5 10 32 41 +100
TUE - MID, 2/12/2019, 491, 6278, 16792, , , , , ,
TUE - EVE, 2/12/2019, 062, 5144, 67612, , , 15 29 34 38 39 $150000.00, 15 32 39 50 65 +7 x3 $173.00 M/0, ,
WED - MID, 2/13/2019, 854, 3817, 36676, , , , , ,
WED - EVE, 2/13/2019, 134, 0746, 11591, 8 17 18 19 27 40 $10.40 M/0, 016318, 8 16 17 21 22 $100000.00, , 2 8 14 24 69 +26 x2 $242.00 M/0,
THU - MID, 2/14/2019, 170, 2919, 44196, , , , , ,
THU - EVE, 2/14/2019, 963, 0351, 14049, , , 10 21 22 25 36 $110000.00, , ,24 26 32 38 42 +180
FRI - MID, 2/15/2019, 778, 9647, 83304, , , , , ,
FRI - EVE, 2/15/2019, 499, 6363, 72879, , , 8 15 17 18 31 $120000.00, 10 38 40 43 65 +12 x2 $190.00 M/0, ,
SAT - MID, 2/16/2019, 651, 6014, 54534, , , , , ,
SAT - EVE, 2/16/2019, 301, 6442, 15431, 2 3 28 43 47 49 $10.50 M/0, 633685, 3 7 9 15 27 $130000.00, , 29 30 41 48 64 +1 x4 $260.00 M/0,
SUN - MID, 2/17/2019, 252, 1313, 95583, , , , , ,
SUN - EVE, 2/17/2019, 040, 2275, 41661, , , 2 6 15 29 32 $140000.00, , ,
MON - MID, 2/18/2019, 840, 1017, 57088, , , , , ,
MON - EVE, 2/18/2019, 581, 9090, 36936, 4 6 16 19 27 36 $10.60 M/0, 819382, 1 6 18 27 34 $150000.00, , ,1 8 15 29 31 +20
TUE - MID, 2/19/2019, 768, 0374, 98844, , , , , ,
TUE - EVE, 2/19/2019, 193, 1511, 25184, , , 4 17 24 28 33 $166000.00, 17 24 34 56 65 +3 x2 $206.00 M/0, ,
WED - MID, 2/20/2019, 689, 6516, 78454, , , , , ,
WED - EVE, 2/20/2019, 568, 1416, 33504, 19 23 26 38 42 46 $10.70 M/0, 957850, 2 6 13 30 35 $200000.00, , 27 49 50 51 52 +2 x2 $282.00 M/0,
THU - MID, 2/21/2019, 924, 1696, 51339, , , , , ,
THU - EVE, 2/21/2019, 155, 6553, 39375, , , 4 7 26 29 33 $247000.00, , ,15 21 23 27 37 +140
FRI - MID, 2/22/2019, 885, 6309, 25706, , , , , ,
FRI - EVE, 2/22/2019, 507, 7516, 49046, , , 3 6 14 21 26 $294000.00, 18 24 31 34 55 +4 x4 $224.00 M/0, ,
SAT - MID, 2/23/2019, 582, 7268, 41149, , , , , ,
SAT - EVE, 2/23/2019, 853, 3957, 15345, 6 7 8 27 41 48 $10.80 M/0, 147051, 5 7 11 26 27 $344000.00, , 4 6 14 20 32 +13 x2 $304.00 M/0,
SUN - MID, 2/24/2019, 363, 0067, 66178, , , , , ,
SUN - EVE, 2/24/2019, 027, 3115, 77606, , , 4 13 17 19 23 $100000.00, , ,
MON - MID, 2/25/2019, 419, 3310, 47695, , , , , ,
MON - EVE, 2/25/2019, 821, 4242, 42618, 5 14 26 28 31 43 $10.90 M/0, 972266, 1 4 8 16 34 $110000.00, , ,24 26 31 45 48 +170
TUE - MID, 2/26/2019, 591, 5270, 47817, , , , , ,
TUE - EVE, 2/26/2019, 603, 0290, 92159, , , 9 14 21 26 39 $120000.00, 10 12 14 24 60 +20 x3 $245.00 M/0, ,
WED - MID, 2/27/2019, 048, 8278, 07211, , , , , ,
WED - EVE, 2/27/2019, 691, 1234, 91349, 2 17 20 30 31 36 $11.00 M/0, 975128, 8 18 31 34 36 $100000.00, , 21 31 42 49 59 +23 x5 $322.00 M/0,
THU - MID, 2/28/2019, 414, 4860, 69452, , , , , ,
THU - EVE, 2/28/2019, 274, 0543, 38935, , , 3 11 14 20 34 $110000.00, , ,4 7 10 29 37 +10
FRI - MID, 3/1/2019, 250, 7727, 72452, , , , , ,
FRI - EVE, 3/1/2019, 011, 9271, 59017, , , 5 9 15 16 37 $120000.00, 29 33 39 60 66 +21 x2 $267.00 M/1, ,
SAT - MID, 3/2/2019, 555, 0257, 55295, , , , , ,
SAT - EVE, 3/2/2019, 755, 3913, 44242, 27 35 38 42 46 48 $11.10 M/0, 999183, 2 12 16 28 33 $130000.00, , 1 19 25 27 68 +21 x2 $348.00 M/0,
SUN - MID, 3/3/2019, 471, 3111, 80228, , , , , ,
SUN - EVE, 3/3/2019, 205, 9212, 23373, , , 10 19 23 25 36 $100000.00, , ,
MON - MID, 3/4/2019, 252, 6166, 85144, , , , , ,
MON - EVE, 3/4/2019, 980, 1673, 39076, 19 21 23 38 40 48 $11.20 M/0, 741706, 8 10 16 23 36 $110000.00, , ,4 12 28 35 45 +130
TUE - MID, 3/5/2019, 202, 2125, 81870, , , , , ,
TUE - EVE, 3/5/2019, 335, 8102, 96353, , , 3 15 20 27 33 $100000.00, 15 20 32 37 52 +6 x3 $40.00 M/0, ,
WED - MID, 3/6/2019, 289, 8137, 62228, , , , , ,
WED - EVE, 3/6/2019, 289, 2011, 53410, 21 28 39 40 43 46 $11.30 M/0, 692301, 17 22 27 29 38 $110000.00, , 6 10 21 35 46 +23 x2 $381.00 M/0,
THU - MID, 3/7/2019, 378, 4686, 89150, , , , , ,
THU - EVE, 3/7/2019, 221, 1368, 23485, , , 7 13 21 22 38 $120000.00, , ,5 8 29 44 47 +81
FRI - MID, 3/8/2019, 401, 1994, 58461, , , , , ,
FRI - EVE, 3/8/2019, 715, 7416, 81494, , , 1 5 16 28 37 $100000.00, 4 9 42 62 68 +7 x4 $45.00 M/0, ,
SAT - MID, 3/9/2019, 989, 3772, 15978, , , , , ,
SAT - EVE, 3/9/2019, 103, 4493, 42290, 17 18 26 29 47 48 $11.40 M/0, 602259, 1 5 22 32 39 $110000.00, , 5 6 45 55 59 +14 x3 $414.00 M/0,
SUN - MID, 3/10/2019, 193, 5711, 08485, , , , , ,
SUN - EVE, 3/10/2019, 312, 6717, 18704, , , 1 4 7 23 26 $120000.00, , ,
MON - MID, 3/11/2019, 741, 6451, 60907, , , , , ,
MON - EVE, 3/11/2019, 439, 6365, 29402, 2 5 30 36 38 41 $11.50 M/0, 202067, 4 7 12 21 39 $130000.00, , ,19 24 30 44 46 +10
TUE - MID, 3/12/2019, 112, 3861, 24777, , , , , ,
TUE - EVE, 3/12/2019, 570, 0987, 06931, , , 2 5 13 31 38 $140000.00, 10 12 16 49 57 +18 x4 $50.00 M/1, ,
WED - MID, 3/13/2019, 525, 6977, 17333, , , , , ,
WED - EVE, 3/13/2019, 520, 2061, 06775, 4 11 15 35 36 40 $11.60 M/0, 304305, 2 4 29 30 33 $150000.00, , 18 36 45 47 69 +14 x3 $448.00 M/0,
THU - MID, 3/14/2019, 119, 6626, 43161, , , , , ,
THU - EVE, 3/14/2019, 830, 0153, 58195, , , 3 10 18 30 32 $181000.00, , ,11 12 23 24 25 +90
FRI - MID, 3/15/2019, 899, 0652, 90983, , , , , ,
FRI - EVE, 3/15/2019, 736, 9132, 53071, , , 3 10 15 17 34 $219000.00, 3 29 56 62 64 +4 x3 $40.00 M/0, ,
SAT - MID, 3/16/2019, 048, 3940, 90229, , , , , ,
SAT - EVE, 3/16/2019, 276, 0271, 13322, 5 13 40 41 44 49 $11.70 M/0, 103949, 6 8 10 11 27 $100000.00, , 30 34 39 53 67 +11 x2 $495.00 M/0,
SUN - MID, 3/17/2019, 225, 9454, 39504, , , , , ,
SUN - EVE, 3/17/2019, 747, 2498, 56087, , , 18 19 23 26 29 $110000.00, , ,
MON - MID, 3/18/2019, 771, 3202, 46100, , , , , ,
MON - EVE, 3/18/2019, 866, 2070, 73620, 2 5 28 45 46 48 $11.80 M/0, 354517, 3 7 13 25 28 $120000.00, , ,3 11 24 27 39 +140
TUE - MID, 3/19/2019, 594, 6828, 44003, , , , , ,
TUE - EVE, 3/19/2019, 714, 9394, 47759, , , 1 3 20 22 28 $130000.00, 10 42 53 67 68 +15 x3 $45.00 M/0, ,
WED - MID, 3/20/2019, 347, 6353, 44710, , , , , ,
WED - EVE, 3/20/2019, 448, 8502, 28500, 8 12 19 30 39 46 $11.90 M/0, 672636, 1 8 12 18 32 $140000.00, , 10 14 50 53 63 +21 x2 $550.00 M/0,
THU - MID, 3/21/2019, 205, 9661, 77771, , , , , ,
THU - EVE, 3/21/2019, 747, 1129, 52664, , , 6 11 12 15 39 $150000.00, , ,9 24 26 27 38 +110
FRI - MID, 3/22/2019, 116, 3981, 06310, , , , , ,
FRI - EVE, 3/22/2019, 039, 7003, 55047, , , 14 15 18 33 37 $160000.00, 7 36 58 60 62 +10 x3 $50.00 M/0, ,
SAT - MID, 3/23/2019, 366, 8054, 86451, , , , , ,
SAT - EVE, 3/23/2019, 637, 2951, 59306, 4 14 18 33 41 49 $12.00 M/0, 784729, 2 3 25 28 39 $203000.00, , 24 25 52 60 66 +5 x3 $625.00 M/0,
SUN - MID, 3/24/2019, 988, 3192, 68741, , , , , ,
SUN - EVE, 3/24/2019, 748, 2743, 97437, , , 5 9 12 17 34 $100000.00, , ,
MON - MID, 3/25/2019, 592, 4429, 53768, , , , , ,
MON - EVE, 3/25/2019, 531, 7986, 23131, 9 10 33 42 44 48 $12.10 M/0, 113416, 9 11 19 32 36 $110000.00, , ,7 9 14 29 31 +80
TUE - MID, 3/26/2019, 884, 5300, 18844, , , , , ,
TUE - EVE, 3/26/2019, 081, 5101, 79858, , , 13 17 19 33 34 $120000.00, 4 14 22 43 58 +9 x3 $57.00 M/0, ,
WED - MID, 3/27/2019, 888, 7652, 36513, , , , , ,
WED - EVE, 3/27/2019, 057, 9524, 30821, 2 18 29 35 36 48 $12.20 M/0, 069645, 5 6 20 36 38 $130000.00, , 16 20 37 44 62 +12 x3 $750.00 M/1,
THU - MID, 3/28/2019, 493, 8817, 46391, , , , , ,
THU - EVE, 3/28/2019, 113, 5674, 72690, , , 1 12 13 24 29 $140000.00, , ,21 31 34 40 44 +100
FRI - MID, 3/29/2019, 809, 9561, 04063, , , , , ,
FRI - EVE, 3/29/2019, 207, 2466, 32573, , , 10 13 18 19 25 $150000.00, 5 14 15 62 66 +3 x3 $75.00 M/0, ,
SAT - MID, 3/30/2019, 283, 0966, 47041, , , , , ,
SAT - EVE, 3/30/2019, 574, 5961, 10313, 7 14 22 28 36 41 $12.30 M/0, 466201, 2 13 16 28 36 $183000.00, , 21 52 54 64 68 +4 x3 $40.00 M/0,
SUN - MID, 3/31/2019, 397, 5700, 29739, , , , , ,
SUN - EVE, 3/31/2019, 190, 4749, 55886, , , 6 7 10 14 16 $100000.00, , ,
MON - MID, 4/1/2019, 575, 9429, 93695, , , , , ,
MON - EVE, 4/1/2019, 674, 1202, 77823, 3 4 6 15 25 33 $12.40 M/0, 920980, 13 19 26 28 31 $110000.00, , ,9 19 22 33 41 +40
TUE - MID, 4/2/2019, 345, 9108, 32448, , , , , ,
TUE - EVE, 4/2/2019, 471, 0627, 56128, , , 2 17 22 30 37 $120000.00, 33 47 58 59 64 +25 x3 $88.00 M/0, ,
WED - MID, 4/3/2019, 511, 3361, 16714, , , , , ,
WED - EVE, 4/3/2019, 902, 7947, 89027, 11 15 18 22 24 34 $12.50 M/0, 414339, 8 10 24 31 33 $130000.00, , 16 19 25 32 49 +18 x2 $54.00 M/0,
THU - MID, 4/4/2019, 656, 2454, 31715, , , , , ,
THU - EVE, 4/4/2019, 603, 3477, 47466, , , 5 9 26 27 39 $140000.00, , ,3 4 8 16 27 +30
FRI - MID, 4/5/2019, 935, 3606, 65176, , , , , ,
FRI - EVE, 4/5/2019, 213, 5582, 79619, , , 5 14 22 36 39 $150000.00, 8 22 24 38 64 +21 x2 $104.00 M/0, ,
SAT - MID, 4/6/2019, 578, 3003, 49877, , , , , ,
SAT - EVE, 4/6/2019, 912, 3077, 79643, 3 6 14 15 20 39 $12.60 M/0, 765996, 10 17 18 32 34 $195000.00, , 15 33 43 59 60 +8 x3 $68.00 M/0,
SUN - MID, 4/7/2019, 943, 9925, 44983, , , , , ,
SUN - EVE, 4/7/2019, 064, 5743, 09989, , , 2 7 35 36 37 $244000.00, , ,
MON - MID, 4/8/2019, 090, 4628, 96106, , , , , ,
MON - EVE, 4/8/2019, 322, 7778, 50998, 15 16 19 25 30 41 $12.80 M/0, 064925, 6 15 30 33 39 $100000.00, , ,17 23 34 44 46 +140
TUE - MID, 4/9/2019, 095, 4084, 50569, , , , , ,
TUE - EVE, 4/9/2019, 765, 8393, 22293, , , 4 5 14 25 27 $100000.00, 11 22 34 44 58 +9 x2 $120.00 M/0, ,
WED - MID, 4/10/2019, 983, 2566, 02153, , , , , ,
WED - EVE, 4/10/2019, 423, 8968, 27060, 3 11 15 17 20 43 $12.90 M/0, 468466, 1 9 10 25 30 $110000.00, , 12 21 23 39 67 +6 x4 $84.00 M/0,
THU - MID, 4/11/2019, 807, 0465, 30382, , , , , ,
THU - EVE, 4/11/2019, 176, 0103, 08551, , , 3 21 23 26 32 $100000.00, , ,13 17 30 35 39 +70
FRI - MID, 4/12/2019, 130, 0460, 13777, , , , , ,
FRI - EVE, 4/12/2019, 547, 8940, 02639, , , 3 12 18 22 34 $110000.00, 1 24 25 40 70 +4 x2 $140.00 M/0, ,
SAT - MID, 4/13/2019, 086, 1802, 22354, , , , , ,
SAT - EVE, 4/13/2019, 554, 5027, 82260, 5 9 17 21 29 36 $13.00 M/0, 377531, 1 17 18 24 28 $120000.00, , 4 17 26 32 49 +10 x2 $101.00 M/0,
SUN - MID, 4/14/2019, 683, 5672, 78436, , , , , ,
SUN - EVE, 4/14/2019, 888, 9676, 24402, , , 5 14 25 31 36 $130000.00, , ,
MON - MID, 4/15/2019, 508, 4608, 56168, , , , , ,
MON - EVE, 4/15/2019, 583, 1960, 81258, 1 8 12 22 28 41 $13.20 M/0, 335629, 12 18 24 29 31 $100000.00, , ,4 10 20 24 30 +30
TUE - MID, 4/16/2019, 587, 4642, 39990, , , , , ,
TUE - EVE, 4/16/2019, 722, 1483, 42936, , , 14 17 18 27 29 $100000.00, 11 29 34 48 54 +10 x2 $157.00 M/0, ,
WED - MID, 4/17/2019, 560, 5264, 92429, , , , , ,
WED - EVE, 4/17/2019, 575, 5772, 58786, 3 17 21 35 46 49 $13.30 M/0, 777989, 6 21 34 35 36 $110000.00, , 1 15 17 46 66 +15 x3 $118.00 M/0,
THU - MID, 4/18/2019, 904, 9932, 18843, , , , , ,
THU - EVE, 4/18/2019, 161, 6886, 16469, , , 1 14 23 28 29 $120000.00, , ,2 10 27 28 47 +180
FRI - MID, 4/19/2019, 586, 0660, 01155, , , , , ,
FRI - EVE, 4/19/2019, 290, 8208, 47459, , , 17 24 26 34 36 $130000.00, 18 25 43 44 57 +25 x4 $175.00 M/0, ,
SAT - MID, 4/20/2019, 923, 0867, 94788, , , , , ,
SAT - EVE, 4/20/2019, 193, 1732, 00967, 4 8 20 21 25 30 $13.40 M/0, 918458, 6 17 24 28 33 $140000.00, , 3 27 30 63 65 +1 x3 $136.00 M/0,
SUN - MID, 4/21/2019, 261, 0739, 05081, , , , , ,
SUN - EVE, 4/21/2019, 557, 4695, 73305, , , 2 19 23 26 32 $174000.00, , ,
MON - MID, 4/22/2019, 742, 8516, 98051, , , , , ,
MON - EVE, 4/22/2019, 099, 4792, 69948, 7 13 16 17 30 32 $13.50 M/0, 034925, 10 13 18 20 39 $210000.00, , ,1 11 20 30 46 +10
TUE - MID, 4/23/2019, 965, 1395, 69749, , , , , ,
TUE - EVE, 4/23/2019, 137, 8135, 86441, , , 8 13 14 21 25 $255000.00, 7 24 30 48 67 +9 x4 $192.00 M/0, ,
WED - MID, 4/24/2019, 307, 2449, 67569, , , , , ,
WED - EVE, 4/24/2019, 584, 0584, 35202, 4 23 27 29 35 36 $13.60 M/0, 644656, 7 11 34 35 39 $302000.00, , 6 32 35 36 65 +4 x5 $150.00 M/0,
THU - MID, 4/25/2019, 394, 2062, 63744, , , , , ,
THU - EVE, 4/25/2019, 530, 0689, 72002, , , 2 7 22 25 33 $359000.00, , ,8 18 21 44 47 +130
FRI - MID, 4/26/2019, 593, 3873, 36661, , , , , ,
FRI - EVE, 4/26/2019, 032, 5703, 77563, , , 5 14 17 26 37 $420000.00, 9 17 23 30 46 +10 x4 $212.00 M/0, ,
SAT - MID, 4/27/2019, 568, 6953, 52203, , , , , ,
SAT - EVE, 4/27/2019, 008, 5510, 40690, 4 6 14 30 32 42 $13.80 M/0, 116131, 13 16 33 34 35 $100000.00, , 2 29 41 45 62 +6 x3 $166.00 M/0,
SUN - MID, 4/28/2019, 508, 8826, 72203, , , , , ,
SUN - EVE, 4/28/2019, 813, 1967, 15286, , , 7 11 14 16 20 $110000.00, , ,
MON - MID, 4/29/2019, 167, 6200, 94055, , , , , ,
MON - EVE, 4/29/2019, 358, 8617, 14614, 12 16 17 21 24 36 $13.90 M/0, 080035, 3 7 17 25 38 $100000.00, , ,7 22 28 39 48 +50
TUE - MID, 4/30/2019, 507, 5691, 86642, , , , , ,
TUE - EVE, 4/30/2019, 885, 7071, 83351, , , 6 13 16 21 27 $110000.00, 24 37 41 61 70 +20 x3 $229.00 M/0, ,
WED - MID, 5/1/2019, 358, 2599, 00196, , , , , ,
WED - EVE, 5/1/2019, 604, 7730, 20560, 13 21 30 31 35 48 $14.00 M/0, 774428, 3 4 5 22 24 $120000.00, , 5 23 28 56 66 +17 x5 $181.00 M/0,
THU - MID, 5/2/2019, 162, 6865, 68438, , , , , ,
THU - EVE, 5/2/2019, 868, 9116, 10480, , , 8 22 23 24 38 $130000.00, , ,5 7 9 25 33 +160
FRI - MID, 5/3/2019, 056, 6075, 64256, , , , , ,
FRI - EVE, 5/3/2019, 417, 0136, 81896, , , 1 25 28 32 33 $140000.00, 8 16 22 66 68 +11 x2 $252.00 M/0, ,
SAT - MID, 5/4/2019, 161, 6943, 50235, , , , , ,
SAT - EVE, 5/4/2019, 247, 7881, 50261, 2 5 12 17 19 39 $14.20 M/0, 334887, 11 18 30 36 39 $155000.00, , 6 16 23 30 61 +2 x2 $199.00 M/0,
SUN - MID, 5/5/2019, 510, 5952, 44584, , , , , ,
SUN - EVE, 5/5/2019, 804, 7113, 77163, , , 1 4 10 11 33 $100000.00, , ,
MON - MID, 5/6/2019, 551, 7814, 69486, , , , , ,
MON - EVE, 5/6/2019, 889, 3023, 27538, 8 11 15 18 33 48 $14.30 M/0, 668597, 2 3 6 13 26 $110000.00, , ,13 14 26 36 39 +90
