Day - Draw, Date, Pick 3, Pick 4
TUE - EVE, 1/6/2015,166,6467
WED - MID, 1/7/2015,374,2590
WED - EVE, 1/7/2015,703,6023
THU - MID, 1/8/2015,345,7959
THU - EVE, 1/8/2015,572,9569
FRI - MID, 1/9/2015,289,4718
FRI - EVE, 1/9/2015,29,3301
SAT - MID, 1/10/2015,44,2154
SAT - EVE, 1/10/2015,934,6998
SUN - MID, 1/11/2015,172,1763
SUN - EVE, 1/11/2015,16,2134
MON - MID, 1/12/2015,567,9373
MON - EVE, 1/12/2015,609,1510
TUE - MID, 1/13/2015,239,3680
TUE - EVE, 1/13/2015,140,6884
WED - MID, 1/14/2015,340,5065
WED - EVE, 1/14/2015,938,3092
THU - MID, 1/15/2015,943,6381
THU - EVE, 1/15/2015,579,8217
FRI - MID, 1/16/2015,643,5370
FRI - EVE, 1/16/2015,530,1079
SAT - MID, 1/17/2015,72,1492
SAT - EVE, 1/17/2015,926,6064
SUN - MID, 1/18/2015,560,1985
SUN - EVE, 1/18/2015,833,5756
MON - MID, 1/19/2015,875,9298
MON - EVE, 1/19/2015,913,7410
TUE - MID, 1/20/2015,33,9299
TUE - EVE, 1/20/2015,116,9859
WED - MID, 1/21/2015,741,8556
WED - EVE, 1/21/2015,198,6337
THU - MID, 1/22/2015,178,5148
THU - EVE, 1/22/2015,66,4291
FRI - MID, 1/23/2015,488,9156
FRI - EVE, 1/23/2015,113,7941
SAT - MID, 1/24/2015,970,227
SAT - EVE, 1/24/2015,677,3849
SUN - MID, 1/25/2015,75,6277
SUN - EVE, 1/25/2015,823,3788
MON - MID, 1/26/2015,610,9546
MON - EVE, 1/26/2015,594,2256
TUE - MID, 1/27/2015,643,9863
TUE - EVE, 1/27/2015,708,1464
WED - MID, 1/28/2015,429,7940
WED - EVE, 1/28/2015,372,4407
THU - MID, 1/29/2015,837,6556
THU - EVE, 1/29/2015,122,937
FRI - MID, 1/30/2015,809,7044
FRI - EVE, 1/30/2015,205,9180
SAT - MID, 1/31/2015,815,4065
SAT - EVE, 1/31/2015,150,4664
SUN - MID, 2/1/2015,446,9787
SUN - EVE, 2/1/2015,972,3836
MON - MID, 2/2/2015,70,8452
MON - EVE, 2/2/2015,675,7319
TUE - MID, 2/3/2015,461,4226
TUE - EVE, 2/3/2015,208,9316
WED - MID, 2/4/2015,593,8008
WED - EVE, 2/4/2015,831,9857
THU - MID, 2/5/2015,94,1327
THU - EVE, 2/5/2015,329,4441
FRI - MID, 2/6/2015,116,2386
FRI - EVE, 2/6/2015,75,9142
SAT - MID, 2/7/2015,588,2419
SAT - EVE, 2/7/2015,182,1549
SUN - MID, 2/8/2015,606,3279
SUN - EVE, 2/8/2015,70,1916
MON - MID, 2/9/2015,424,1447
MON - EVE, 2/9/2015,371,1247
TUE - MID, 2/10/2015,810,7321
TUE - EVE, 2/10/2015,745,7280
WED - MID, 2/11/2015,321,9590
WED - EVE, 2/11/2015,61,1146
THU - MID, 2/12/2015,107,1913
THU - EVE, 2/12/2015,18,2272
FRI - MID, 2/13/2015,185,662
FRI - EVE, 2/13/2015,826,9477
SAT - MID, 2/14/2015,597,7427
SAT - EVE, 2/14/2015,502,4913
SUN - MID, 2/15/2015,87,5998
SUN - EVE, 2/15/2015,93,7180
MON - MID, 2/16/2015,525,2753
MON - EVE, 2/16/2015,311,2480
TUE - MID, 2/17/2015,738,7411
TUE - EVE, 2/17/2015,136,1248
WED - MID, 2/18/2015,718,231
WED - EVE, 2/18/2015,399,1959
THU - MID, 2/19/2015,14,7522
THU - EVE, 2/19/2015,133,9064
FRI - MID, 2/20/2015,601,2465
FRI - EVE, 2/20/2015,441,6200
SAT - MID, 2/21/2015,425,2918
SAT - EVE, 2/21/2015,204,7849
SUN - MID, 2/22/2015,953,3192
SUN - EVE, 2/22/2015,265,5622
MON - MID, 2/23/2015,348,3816
MON - EVE, 2/23/2015,784,7294
TUE - MID, 2/24/2015,418,1157
TUE - EVE, 2/24/2015,443,5150
WED - MID, 2/25/2015,239,8251
WED - EVE, 2/25/2015,808,3175
THU - MID, 2/26/2015,95,1091
THU - EVE, 2/26/2015,244,8846
FRI - MID, 2/27/2015,814,8086
FRI - EVE, 2/27/2015,843,9328
SAT - MID, 2/28/2015,93,6534
SAT - EVE, 2/28/2015,332,4001
SUN - MID, 3/1/2015,519,8295
SUN - EVE, 3/1/2015,898,7884
MON - MID, 3/2/2015,65,9956
MON - EVE, 3/2/2015,807,4430
TUE - MID, 3/3/2015,367,4431
TUE - EVE, 3/3/2015,791,7288
WED - MID, 3/4/2015,782,2930
WED - EVE, 3/4/2015,253,2051
THU - MID, 3/5/2015,404,4042
THU - EVE, 3/5/2015,932,5494
FRI - MID, 3/6/2015,940,5624
FRI - EVE, 3/6/2015,744,6425
SAT - MID, 3/7/2015,325,9167
SAT - EVE, 3/7/2015,849,3520
SUN - MID, 3/8/2015,512,2243
SUN - EVE, 3/8/2015,118,5362
MON - MID, 3/9/2015,256,3135
MON - EVE, 3/9/2015,661,5222
TUE - MID, 3/10/2015,371,5504
TUE - EVE, 3/10/2015,38,2178
WED - MID, 3/11/2015,246,4971
WED - EVE, 3/11/2015,121,2347
THU - MID, 3/12/2015,531,4772
THU - EVE, 3/12/2015,426,9925
FRI - MID, 3/13/2015,688,1484
FRI - EVE, 3/13/2015,776,9181
SAT - MID, 3/14/2015,697,7704
SAT - EVE, 3/14/2015,248,2036
SUN - MID, 3/15/2015,170,2525
SUN - EVE, 3/15/2015,129,4964
MON - MID, 3/16/2015,454,6344
MON - EVE, 3/16/2015,836,9885
TUE - MID, 3/17/2015,461,5767
TUE - EVE, 3/17/2015,682,2205
WED - MID, 3/18/2015,260,5718
WED - EVE, 3/18/2015,488,6820
THU - MID, 3/19/2015,886,6900
THU - EVE, 3/19/2015,500,5504
FRI - MID, 3/20/2015,626,7392
FRI - EVE, 3/20/2015,506,2923
SAT - MID, 3/21/2015,510,5698
SAT - EVE, 3/21/2015,948,9787
SUN - MID, 3/22/2015,76,3769
SUN - EVE, 3/22/2015,731,1418
MON - MID, 3/23/2015,835,3030
MON - EVE, 3/23/2015,857,5710
TUE - MID, 3/24/2015,272,9110
TUE - EVE, 3/24/2015,682,625
WED - MID, 3/25/2015,116,8939
WED - EVE, 3/25/2015,230,1168
THU - MID, 3/26/2015,874,5220
THU - EVE, 3/26/2015,663,9445
FRI - MID, 3/27/2015,804,899
FRI - EVE, 3/27/2015,546,7332
SAT - MID, 3/28/2015,198,8932
SAT - EVE, 3/28/2015,434,8483
SUN - MID, 3/29/2015,540,581
SUN - EVE, 3/29/2015,579,3823
MON - MID, 3/30/2015,417,4292
MON - EVE, 3/30/2015,232,7274
TUE - MID, 3/31/2015,313,906
TUE - EVE, 3/31/2015,436,9519
WED - MID, 4/1/2015,106,3453
WED - EVE, 4/1/2015,306,5206
THU - MID, 4/2/2015,796,4404
THU - EVE, 4/2/2015,302,3640
FRI - MID, 4/3/2015,173,8469
FRI - EVE, 4/3/2015,742,8575
SAT - MID, 4/4/2015,272,2866
SAT - EVE, 4/4/2015,644,2759
SUN - MID, 4/5/2015,710,5092
SUN - EVE, 4/5/2015,503,1394
MON - MID, 4/6/2015,591,7490
MON - EVE, 4/6/2015,108,9186
TUE - MID, 4/7/2015,817,2918
TUE - EVE, 4/7/2015,459,9074
WED - MID, 4/8/2015,599,4696
WED - EVE, 4/8/2015,835,4149
THU - MID, 4/9/2015,729,7972
THU - EVE, 4/9/2015,541,8680
FRI - MID, 4/10/2015,253,6158
FRI - EVE, 4/10/2015,403,2312
SAT - MID, 4/11/2015,266,4932
SAT - EVE, 4/11/2015,855,136
SUN - MID, 4/12/2015,386,8510
SUN - EVE, 4/12/2015,234,8297
MON - MID, 4/13/2015,268,5408
MON - EVE, 4/13/2015,742,5089
TUE - MID, 4/14/2015,586,5740
TUE - EVE, 4/14/2015,214,7394
WED - MID, 4/15/2015,55,284
WED - EVE, 4/15/2015,109,7704
THU - MID, 4/16/2015,423,3433
THU - EVE, 4/16/2015,281,7276
FRI - MID, 4/17/2015,544,2777
FRI - EVE, 4/17/2015,464,8710
SAT - MID, 4/18/2015,329,6772
SAT - EVE, 4/18/2015,271,5062
SUN - MID, 4/19/2015,7,5669
SUN - EVE, 4/19/2015,931,3548
MON - MID, 4/20/2015,999,748
MON - EVE, 4/20/2015,783,3161
TUE - MID, 4/21/2015,443,362
TUE - EVE, 4/21/2015,786,5748
WED - MID, 4/22/2015,315,7372
WED - EVE, 4/22/2015,856,4180
THU - MID, 4/23/2015,965,3077
THU - EVE, 4/23/2015,756,1531
FRI - MID, 4/24/2015,908,638
FRI - EVE, 4/24/2015,101,8208
SAT - MID, 4/25/2015,829,2960
SAT - EVE, 4/25/2015,742,5362
SUN - MID, 4/26/2015,844,8587
SUN - EVE, 4/26/2015,80,2977
MON - MID, 4/27/2015,751,9663
MON - EVE, 4/27/2015,479,3782
TUE - MID, 4/28/2015,256,1329
TUE - EVE, 4/28/2015,125,993
WED - MID, 4/29/2015,512,9610
WED - EVE, 4/29/2015,820,3389
THU - MID, 4/30/2015,302,6472
THU - EVE, 4/30/2015,255,5284
FRI - MID, 5/1/2015,130,9721
FRI - EVE, 5/1/2015,572,5339
SAT - MID, 5/2/2015,133,6424
SAT - EVE, 5/2/2015,369,4717
SUN - MID, 5/3/2015,229,1658
SUN - EVE, 5/3/2015,733,6710
MON - MID, 5/4/2015,337,1780
MON - EVE, 5/4/2015,930,9835
TUE - MID, 5/5/2015,384,6789
TUE - EVE, 5/5/2015,154,7184
WED - MID, 5/6/2015,74,8421
WED - EVE, 5/6/2015,498,4734
THU - MID, 5/7/2015,558,3904
THU - EVE, 5/7/2015,523,4644
FRI - MID, 5/8/2015,668,8246
FRI - EVE, 5/8/2015,119,2612
SAT - MID, 5/9/2015,641,1056
SAT - EVE, 5/9/2015,594,2220
SUN - MID, 5/10/2015,482,1084
SUN - EVE, 5/10/2015,67,1023
MON - MID, 5/11/2015,282,3941
MON - EVE, 5/11/2015,605,1071
TUE - MID, 5/12/2015,831,4118
TUE - EVE, 5/12/2015,207,2611
WED - MID, 5/13/2015,191,3361
WED - EVE, 5/13/2015,60,5961
THU - MID, 5/14/2015,410,3735
THU - EVE, 5/14/2015,971,4206
FRI - MID, 5/15/2015,523,2254
FRI - EVE, 5/15/2015,301,4958
SAT - MID, 5/16/2015,354,4941
SAT - EVE, 5/16/2015,810,9528
SUN - MID, 5/17/2015,297,9654
SUN - EVE, 5/17/2015,238,87
MON - MID, 5/18/2015,222,8909
MON - EVE, 5/18/2015,6,2027
TUE - MID, 5/19/2015,268,7954
TUE - EVE, 5/19/2015,355,8814
WED - MID, 5/20/2015,938,5693
WED - EVE, 5/20/2015,704,8336
THU - MID, 5/21/2015,436,9903
THU - EVE, 5/21/2015,710,1913
FRI - MID, 5/22/2015,445,2798
FRI - EVE, 5/22/2015,580,5223
SAT - MID, 5/23/2015,218,4608
SAT - EVE, 5/23/2015,597,5576
SUN - MID, 5/24/2015,351,304
SUN - EVE, 5/24/2015,914,3198
MON - MID, 5/25/2015,834,3815
MON - EVE, 5/25/2015,892,8148
TUE - MID, 5/26/2015,586,909
TUE - EVE, 5/26/2015,107,912
WED - MID, 5/27/2015,664,7993
WED - EVE, 5/27/2015,145,7406
THU - MID, 5/28/2015,712,5813
THU - EVE, 5/28/2015,486,3667
FRI - MID, 5/29/2015,817,1071
FRI - EVE, 5/29/2015,189,5999
SAT - MID, 5/30/2015,412,3032
SAT - EVE, 5/30/2015,723,4235
SUN - MID, 5/31/2015,142,5461
SUN - EVE, 5/31/2015,824,4910
MON - MID, 6/1/2015,211,3710
MON - EVE, 6/1/2015,512,9191
TUE - MID, 6/2/2015,575,3377
TUE - EVE, 6/2/2015,259,3368
WED - MID, 6/3/2015,322,7284
WED - EVE, 6/3/2015,32,3713
THU - MID, 6/4/2015,17,8438
THU - EVE, 6/4/2015,449,3947
FRI - MID, 6/5/2015,24,475
FRI - EVE, 6/5/2015,250,1513
SAT - MID, 6/6/2015,741,8902
SAT - EVE, 6/6/2015,265,409
SUN - MID, 6/7/2015,410,1652
SUN - EVE, 6/7/2015,919,7979
MON - MID, 6/8/2015,770,6328
MON - EVE, 6/8/2015,532,8871
TUE - MID, 6/9/2015,593,1992
TUE - EVE, 6/9/2015,149,1997
WED - MID, 6/10/2015,152,1323
WED - EVE, 6/10/2015,997,2981
THU - MID, 6/11/2015,501,8719
THU - EVE, 6/11/2015,704,8200
FRI - MID, 6/12/2015,271,2560
FRI - EVE, 6/12/2015,256,2619
SAT - MID, 6/13/2015,619,1115
SAT - EVE, 6/13/2015,336,2926
SUN - MID, 6/14/2015,748,9942
SUN - EVE, 6/14/2015,995,9442
MON - MID, 6/15/2015,475,8955
MON - EVE, 6/15/2015,598,292
TUE - MID, 6/16/2015,786,9981
TUE - EVE, 6/16/2015,547,6638
WED - MID, 6/17/2015,739,4838
WED - EVE, 6/17/2015,914,3298
THU - MID, 6/18/2015,317,3177
THU - EVE, 6/18/2015,78,1629
FRI - MID, 6/19/2015,841,9173
FRI - EVE, 6/19/2015,375,9427
SAT - MID, 6/20/2015,401,5012
SAT - EVE, 6/20/2015,613,9531
SUN - MID, 6/21/2015,520,6163
SUN - EVE, 6/21/2015,646,5692
MON - MID, 6/22/2015,674,3244
MON - EVE, 6/22/2015,263,8591
TUE - MID, 6/23/2015,760,4690
TUE - EVE, 6/23/2015,679,9679
WED - MID, 6/24/2015,405,9184
WED - EVE, 6/24/2015,338,6170
THU - MID, 6/25/2015,438,785
THU - EVE, 6/25/2015,52,1936
FRI - MID, 6/26/2015,346,6615
FRI - EVE, 6/26/2015,205,4285
SAT - MID, 6/27/2015,55,7575
SAT - EVE, 6/27/2015,111,7165
SUN - MID, 6/28/2015,121,1845
SUN - EVE, 6/28/2015,597,4752
MON - MID, 6/29/2015,312,2664
MON - EVE, 6/29/2015,756,6477
TUE - MID, 6/30/2015,630,1075
TUE - EVE, 6/30/2015,900,6802
WED - MID, 7/1/2015,619,9101
WED - EVE, 7/1/2015,931,2423
THU - MID, 7/2/2015,477,8816
THU - EVE, 7/2/2015,868,2758
FRI - MID, 7/3/2015,225,1395
FRI - EVE, 7/3/2015,149,9886
SAT - MID, 7/4/2015,884,253
SAT - EVE, 7/4/2015,890,5099
SUN - MID, 7/5/2015,560,3184
SUN - EVE, 7/5/2015,543,4911
MON - MID, 7/6/2015,969,2413
MON - EVE, 7/6/2015,27,3646
TUE - MID, 7/7/2015,801,624
TUE - EVE, 7/7/2015,583,9435
WED - MID, 7/8/2015,785,2885
WED - EVE, 7/8/2015,309,1408
THU - MID, 7/9/2015,558,968
THU - EVE, 7/9/2015,773,1414
FRI - MID, 7/10/2015,166,2239
FRI - EVE, 7/10/2015,435,3312
SAT - MID, 7/11/2015,91,8504
SAT - EVE, 7/11/2015,965,9454
SUN - MID, 7/12/2015,457,9419
SUN - EVE, 7/12/2015,354,6165
MON - MID, 7/13/2015,503,4900
MON - EVE, 7/13/2015,667,1451
TUE - MID, 7/14/2015,650,6140
TUE - EVE, 7/14/2015,431,2584
WED - MID, 7/15/2015,318,583
WED - EVE, 7/15/2015,381,6098
THU - MID, 7/16/2015,741,2158
THU - EVE, 7/16/2015,880,4298
FRI - MID, 7/17/2015,423,5692
FRI - EVE, 7/17/2015,205,58
SAT - MID, 7/18/2015,181,9838
SAT - EVE, 7/18/2015,637,1716
SUN - MID, 7/19/2015,563,3016
SUN - EVE, 7/19/2015,728,58
MON - MID, 7/20/2015,805,4424
MON - EVE, 7/20/2015,928,7629
TUE - MID, 7/21/2015,992,5861
TUE - EVE, 7/21/2015,548,1374
WED - MID, 7/22/2015,981,5500
WED - EVE, 7/22/2015,875,5716
THU - MID, 7/23/2015,310,6155
THU - EVE, 7/23/2015,6,9184
FRI - MID, 7/24/2015,79,3467
FRI - EVE, 7/24/2015,125,1657
SAT - MID, 7/25/2015,269,1445
SAT - EVE, 7/25/2015,946,7316
SUN - MID, 7/26/2015,490,6609
SUN - EVE, 7/26/2015,284,2529
MON - MID, 7/27/2015,331,2388
MON - EVE, 7/27/2015,790,7253
TUE - MID, 7/28/2015,225,9947
TUE - EVE, 7/28/2015,656,4205
WED - MID, 7/29/2015,753,6969
WED - EVE, 7/29/2015,239,3563
THU - MID, 7/30/2015,585,966
THU - EVE, 7/30/2015,11,3827
FRI - MID, 7/31/2015,577,3411
FRI - EVE, 7/31/2015,104,2832
SAT - MID, 8/1/2015,172,900
SAT - EVE, 8/1/2015,946,6592
SUN - MID, 8/2/2015,185,23
SUN - EVE, 8/2/2015,520,2029
MON - MID, 8/3/2015,264,4853
MON - EVE, 8/3/2015,747,6100
TUE - MID, 8/4/2015,43,9418
TUE - EVE, 8/4/2015,624,210
WED - MID, 8/5/2015,809,5918
WED - EVE, 8/5/2015,983,8311
THU - MID, 8/6/2015,941,6335
THU - EVE, 8/6/2015,370,2568
FRI - MID, 8/7/2015,277,6555
FRI - EVE, 8/7/2015,186,3412
SAT - MID, 8/8/2015,182,2019
SAT - EVE, 8/8/2015,517,2839
SUN - MID, 8/9/2015,88,7426
SUN - EVE, 8/9/2015,260,1150
MON - MID, 8/10/2015,543,2006
MON - EVE, 8/10/2015,148,4312
TUE - MID, 8/11/2015,234,7868
TUE - EVE, 8/11/2015,59,2280
WED - MID, 8/12/2015,350,937
WED - EVE, 8/12/2015,845,3786
THU - MID, 8/13/2015,877,5222
THU - EVE, 8/13/2015,282,3322
FRI - MID, 8/14/2015,726,4667
FRI - EVE, 8/14/2015,455,7840
SAT - MID, 8/15/2015,739,8018
SAT - EVE, 8/15/2015,991,394
SUN - MID, 8/16/2015,346,6674
SUN - EVE, 8/16/2015,364,7648
MON - MID, 8/17/2015,758,5822
MON - EVE, 8/17/2015,127,5957
TUE - MID, 8/18/2015,629,3633
TUE - EVE, 8/18/2015,644,9457
WED - MID, 8/19/2015,784,9375
WED - EVE, 8/19/2015,272,6260
THU - MID, 8/20/2015,149,8818
THU - EVE, 8/20/2015,480,9730
FRI - MID, 8/21/2015,751,7208
FRI - EVE, 8/21/2015,441,4155
SAT - MID, 8/22/2015,488,121
SAT - EVE, 8/22/2015,509,397
SUN - MID, 8/23/2015,297,6836
SUN - EVE, 8/23/2015,750,6697
MON - MID, 8/24/2015,815,9800
MON - EVE, 8/24/2015,842,6305
TUE - MID, 8/25/2015,613,1910
TUE - EVE, 8/25/2015,60,5614
WED - MID, 8/26/2015,829,71
WED - EVE, 8/26/2015,912,6122
THU - MID, 8/27/2015,652,7720
THU - EVE, 8/27/2015,131,2552
FRI - MID, 8/28/2015,696,2238
FRI - EVE, 8/28/2015,513,2291
SAT - MID, 8/29/2015,688,7679
SAT - EVE, 8/29/2015,884,2497
SUN - MID, 8/30/2015,908,9360
SUN - EVE, 8/30/2015,491,935
MON - MID, 8/31/2015,336,3452
MON - EVE, 8/31/2015,671,7937
TUE - MID, 9/1/2015,655,3635
TUE - EVE, 9/1/2015,269,1806
WED - MID, 9/2/2015,329,6124
WED - EVE, 9/2/2015,389,9310
THU - MID, 9/3/2015,81,456
THU - EVE, 9/3/2015,338,8348
FRI - MID, 9/4/2015,485,9580
FRI - EVE, 9/4/2015,458,5750
SAT - MID, 9/5/2015,920,3232
SAT - EVE, 9/5/2015,405,1807
SUN - MID, 9/6/2015,161,8478
SUN - EVE, 9/6/2015,36,5131
MON - MID, 9/7/2015,743,7056
MON - EVE, 9/7/2015,842,3364
TUE - MID, 9/8/2015,681,1809
TUE - EVE, 9/8/2015,486,7731
WED - MID, 9/9/2015,862,6680
WED - EVE, 9/9/2015,640,1066
THU - MID, 9/10/2015,67,4032
THU - EVE, 9/10/2015,693,9520
FRI - MID, 9/11/2015,54,3031
FRI - EVE, 9/11/2015,581,1694
SAT - MID, 9/12/2015,6,5572
SAT - EVE, 9/12/2015,612,3490
SUN - MID, 9/13/2015,348,5699
SUN - EVE, 9/13/2015,917,4124
MON - MID, 9/14/2015,729,7372
MON - EVE, 9/14/2015,324,1566
TUE - MID, 9/15/2015,405,6013
TUE - EVE, 9/15/2015,285,8042
WED - MID, 9/16/2015,573,8113
WED - EVE, 9/16/2015,803,849
THU - MID, 9/17/2015,392,3052
THU - EVE, 9/17/2015,353,7291
FRI - MID, 9/18/2015,409,4090
FRI - EVE, 9/18/2015,261,7939
SAT - MID, 9/19/2015,605,4488
SAT - EVE, 9/19/2015,653,6114
SUN - MID, 9/20/2015,713,383
SUN - EVE, 9/20/2015,982,5634
MON - MID, 9/21/2015,516,167
MON - EVE, 9/21/2015,218,7495
TUE - MID, 9/22/2015,379,8385
TUE - EVE, 9/22/2015,661,7346
WED - MID, 9/23/2015,19,9681
WED - EVE, 9/23/2015,856,3907
THU - MID, 9/24/2015,956,6267
THU - EVE, 9/24/2015,368,4136
FRI - MID, 9/25/2015,292,1152
FRI - EVE, 9/25/2015,862,4830
SAT - MID, 9/26/2015,752,8118
SAT - EVE, 9/26/2015,75,5414
SUN - MID, 9/27/2015,211,5826
SUN - EVE, 9/27/2015,335,5664
MON - MID, 9/28/2015,958,7632
MON - EVE, 9/28/2015,450,709
TUE - MID, 9/29/2015,466,2076
TUE - EVE, 9/29/2015,394,5883
WED - MID, 9/30/2015,993,8288
WED - EVE, 9/30/2015,472,3776
THU - MID, 10/1/2015,746,6514
THU - EVE, 10/1/2015,631,6250
FRI - MID, 10/2/2015,640,1495
FRI - EVE, 10/2/2015,274,348
SAT - MID, 10/3/2015,309,6373
SAT - EVE, 10/3/2015,133,6711
SUN - MID, 10/4/2015,916,5843
SUN - EVE, 10/4/2015,157,3047
MON - MID, 10/5/2015,510,7142
MON - EVE, 10/5/2015,919,7644
TUE - MID, 10/6/2015,208,9035
TUE - EVE, 10/6/2015,390,5724
WED - MID, 10/7/2015,703,4962
WED - EVE, 10/7/2015,122,960
THU - MID, 10/8/2015,614,567
THU - EVE, 10/8/2015,184,513
FRI - MID, 10/9/2015,883,6991
FRI - EVE, 10/9/2015,435,4178
SAT - MID, 10/10/2015,377,3583
SAT - EVE, 10/10/2015,344,2512
SUN - MID, 10/11/2015,347,132
SUN - EVE, 10/11/2015,165,1045
MON - MID, 10/12/2015,378,7045
MON - EVE, 10/12/2015,942,2107
TUE - MID, 10/13/2015,492,190
TUE - EVE, 10/13/2015,900,1938
WED - MID, 10/14/2015,423,809
WED - EVE, 10/14/2015,800,8077
THU - MID, 10/15/2015,497,6176
THU - EVE, 10/15/2015,997,5786
FRI - MID, 10/16/2015,674,968
FRI - EVE, 10/16/2015,386,6589
SAT - MID, 10/17/2015,641,5580
SAT - EVE, 10/17/2015,279,5190
SUN - MID, 10/18/2015,752,9277
SUN - EVE, 10/18/2015,521,5209
MON - MID, 10/19/2015,158,3045
MON - EVE, 10/19/2015,536,2969
TUE - MID, 10/20/2015,810,7931
TUE - EVE, 10/20/2015,80,4938
WED - MID, 10/21/2015,92,5246
WED - EVE, 10/21/2015,953,5764
THU - MID, 10/22/2015,499,8138
THU - EVE, 10/22/2015,24,146
FRI - MID, 10/23/2015,178,8291
FRI - EVE, 10/23/2015,106,3223
SAT - MID, 10/24/2015,110,2700
SAT - EVE, 10/24/2015,788,8093
SUN - MID, 10/25/2015,219,5973
SUN - EVE, 10/25/2015,146,3883
MON - MID, 10/26/2015,710,9311
MON - EVE, 10/26/2015,248,9767
TUE - MID, 10/27/2015,718,1712
TUE - EVE, 10/27/2015,548,5738
WED - MID, 10/28/2015,397,9619
WED - EVE, 10/28/2015,838,4967
THU - MID, 10/29/2015,875,3683
THU - EVE, 10/29/2015,715,2730
FRI - MID, 10/30/2015,702,1610
FRI - EVE, 10/30/2015,486,1844
SAT - MID, 10/31/2015,442,2263
SAT - EVE, 10/31/2015,180,5013
SUN - MID, 11/1/2015,548,6254
SUN - EVE, 11/1/2015,391,2242
MON - MID, 11/2/2015,709,595
MON - EVE, 11/2/2015,159,4467
TUE - MID, 11/3/2015,263,5159
TUE - EVE, 11/3/2015,898,721
WED - MID, 11/4/2015,182,717
WED - EVE, 11/4/2015,808,8653
THU - MID, 11/5/2015,369,5736
THU - EVE, 11/5/2015,201,7696
FRI - MID, 11/6/2015,524,7674
FRI - EVE, 11/6/2015,14,5209
SAT - MID, 11/7/2015,16,4603
SAT - EVE, 11/7/2015,251,9413
SUN - MID, 11/8/2015,469,3677
SUN - EVE, 11/8/2015,237,9015
MON - MID, 11/9/2015,168,6062
MON - EVE, 11/9/2015,512,5840
TUE - MID, 11/10/2015,92,1018
TUE - EVE, 11/10/2015,916,9919
WED - MID, 11/11/2015,22,5544
WED - EVE, 11/11/2015,235,106
THU - MID, 11/12/2015,485,8769
THU - EVE, 11/12/2015,640,6257
FRI - MID, 11/13/2015,595,3450
FRI - EVE, 11/13/2015,103,2400
SAT - MID, 11/14/2015,251,6742
SAT - EVE, 11/14/2015,738,217
SUN - MID, 11/15/2015,328,5920
SUN - EVE, 11/15/2015,111,357
MON - MID, 11/16/2015,594,4472
MON - EVE, 11/16/2015,572,9457
TUE - MID, 11/17/2015,206,6361
TUE - EVE, 11/17/2015,938,6968
WED - MID, 11/18/2015,380,8247
WED - EVE, 11/18/2015,978,6724
THU - MID, 11/19/2015,427,4360
THU - EVE, 11/19/2015,546,3376
FRI - MID, 11/20/2015,268,9723
FRI - EVE, 11/20/2015,723,7683
SAT - MID, 11/21/2015,117,2045
SAT - EVE, 11/21/2015,546,6524
SUN - MID, 11/22/2015,778,3491
SUN - EVE, 11/22/2015,919,2420
MON - MID, 11/23/2015,854,3960
MON - EVE, 11/23/2015,197,1699
TUE - MID, 11/24/2015,755,4776
TUE - EVE, 11/24/2015,863,6181
WED - MID, 11/25/2015,110,8578
WED - EVE, 11/25/2015,706,4312
THU - MID, 11/26/2015,204,1359
THU - EVE, 11/26/2015,513,7150
FRI - MID, 11/27/2015,354,3779
FRI - EVE, 11/27/2015,48,6745
SAT - MID, 11/28/2015,975,5828
SAT - EVE, 11/28/2015,602,1111
SUN - MID, 11/29/2015,909,4926
SUN - EVE, 11/29/2015,853,6744
MON - MID, 11/30/2015,487,2527
MON - EVE, 11/30/2015,327,4596
TUE - MID, 12/1/2015,445,2575
TUE - EVE, 12/1/2015,969,5434
WED - MID, 12/2/2015,925,9430
WED - EVE, 12/2/2015,567,5954
THU - MID, 12/3/2015,103,2467
THU - EVE, 12/3/2015,582,3543
FRI - MID, 12/4/2015,292,3454
FRI - EVE, 12/4/2015,280,1958
SAT - MID, 12/5/2015,705,9417
SAT - EVE, 12/5/2015,381,6350
SUN - MID, 12/6/2015,163,4372
SUN - EVE, 12/6/2015,786,7280
MON - MID, 12/7/2015,568,9365
MON - EVE, 12/7/2015,194,1901
TUE - MID, 12/8/2015,354,2273
TUE - EVE, 12/8/2015,483,5437
WED - MID, 12/9/2015,207,9148
WED - EVE, 12/9/2015,151,3954
THU - MID, 12/10/2015,256,9475
THU - EVE, 12/10/2015,208,6701
FRI - MID, 12/11/2015,33,545
FRI - EVE, 12/11/2015,550,9591
SAT - MID, 12/12/2015,587,3
SAT - EVE, 12/12/2015,756,3791
SUN - MID, 12/13/2015,141,4256
SUN - EVE, 12/13/2015,224,1546
MON - MID, 12/14/2015,174,5471
MON - EVE, 12/14/2015,40,5461
TUE - MID, 12/15/2015,815,9545
TUE - EVE, 12/15/2015,426,3775
WED - MID, 12/16/2015,502,9468
WED - EVE, 12/16/2015,311,3022
THU - MID, 12/17/2015,827,9256
THU - EVE, 12/17/2015,776,9573
FRI - MID, 12/18/2015,494,7371
FRI - EVE, 12/18/2015,627,9022
SAT - MID, 12/19/2015,809,4463
SAT - EVE, 12/19/2015,808,4186
SUN - MID, 12/20/2015,195,8026
SUN - EVE, 12/20/2015,475,8974
MON - MID, 12/21/2015,334,3930
MON - EVE, 12/21/2015,189,4045
